,ID,phi,t,f,P,mw,w10m,v,r,rf
322,2018,115.2,24,1.69E-05,952.5,82.5,4.1,28.87704411,647.679902,10.62
323,1422,123.1,-24,1.61E-05,975,65,4.39,0,302.7818466,3.33
324,1422,122.85,-21,1.64E-05,977.5,62.5,4.77,11.68018488,267.6734471,5.61
325,1422,122.6,-18,1.66E-05,980,60,5.27,11.67453051,232.6159276,12.54
326,1422,122.3,-15,1.68E-05,982.5,57.5,5.54,12.16952342,197.7900184,18.48
327,1422,122,-12,1.70E-05,985,55,6.01,12.16351176,163.7651144,22.68
328,1422,121.6,-9,1.71E-05,987.5,50,6.77,14.89307364,130.5133408,25.59
329,1422,121.2,-6,1.72E-05,990,45,7.96,14.88715437,106.0644048,46.53
330,1422,121.1,-3,1.72E-05,990,42.5,8.51,3.605078444,104.8855624,74.43
331,1422,121,0,1.72E-05,990,40,8.07,3.605078444,104.8152807,64.53
332,1422,120.8,3,1.72E-05,992,37.5,7.74,7.210156888,107.974917,58.14
333,1422,120.6,6,1.72E-05,994,35,7.99,7.210156888,115.1810611,51.42
334,1422,120.15,9,1.72E-05,994,35,8.79,16.3313568,146.6386162,41.34
335,1422,119.7,12,1.71E-05,994,35,8.07,16.33476704,185.870611,27.03
336,1422,119.3,15,1.71E-05,992,37.5,6.9,14.42642715,221.3715815,17.01
337,1422,118.9,18,1.71E-05,990,40,5.61,14.42642715,259.2471071,21.18
338,1422,118.4,21,1.72E-05,990,40,4.36,18.12383076,306.5010755,14.4
339,1422,117.9,24,1.72E-05,990,40,3.18,18.12002328,355.7568294,3.15
340,1117,126,-24,1.89E-05,965,70,2.63,0,535.0852708,3.54
341,1117,125.5,-21,1.91E-05,965,70,3.48,18.74019316,483.3126811,5.52
342,1117,125,-18,1.93E-05,965,70,4.08,18.72793917,432.8179806,7.62
343,1117,124.5,-15,1.96E-05,962.5,72.5,5.29,19.34071348,385.4793223,6.72
344,1117,124,-12,1.98E-05,960,75,6.87,19.32453991,341.6755935,6.81
345,1117,123.45,-9,2.00E-05,955,77.5,6.62,20.96664316,298.2614127,10.68
346,1117,122.9,-6,2.03E-05,950,80,7.14,20.94817575,263.0784824,21.09
347,1117,122.2,-3,2.03E-05,955,77.5,8.46,25.00535986,216.9140471,33.36
348,1117,121.5,0,2.04E-05,960,75,9.04,24.99902508,190.1755501,41.07
349,1117,120.85,3,2.05E-05,965,70,9.45,23.43174909,196.0128548,38.73
350,1117,120.2,6,2.07E-05,970,65,10.28,23.41997984,224.8384064,33.12
351,1117,119.65,9,2.09E-05,970,65,11.21,20.90104173,272.3306409,77.82
352,1117,119.1,12,2.11E-05,970,65,11.07,20.88180276,324.9087635,93.06
353,1117,118.5,15,2.13E-05,970,65,9.47,21.99677344,380.2742435,44.52
354,1117,117.9,18,2.15E-05,970,65,7.47,21.98017292,438.4619982,11.52
355,1117,117.25,21,2.14E-05,970,65,5.12,23.12089071,490.1142175,3.36
356,1117,116.6,24,2.14E-05,970,65,6.67,23.12706834,545.7629782,4.83
357,1626,125.55,-24,1.70E-05,920,102.5,4.35,0,504.0159016,1.5
358,1626,125.1,-21,1.70E-05,925,100,4.08,16.23655866,457.040017,1.29
359,1626,124.55,-18,1.70E-05,925,100,4.88,19.84468281,400.1884151,1.2
360,1626,124,-15,1.70E-05,925,100,5.74,19.84468281,344.2449184,1.62
361,1626,123.4,-12,1.70E-05,937.5,92.5,5.21,21.64874488,284.8804438,1.62
362,1626,122.8,-9,1.70E-05,950,85,4.49,21.64874488,228.5720837,1.95
363,1626,122.1,-6,1.70E-05,950,85,4.77,25.31920481,166.7161368,2.19
364,1626,121.4,-3,1.71E-05,950,85,4.82,25.31389884,122.0532574,3.24
365,1626,120.55,0,1.74E-05,960,77.5,5.11,31.98924432,102.9689646,9.75
366,1626,119.7,3,1.77E-05,970,70,5.43,31.95744778,157.1149411,42.27
367,1626,119.05,6,1.79E-05,970,70,6.77,24.02652456,219.4983566,44.52
368,1626,118.4,9,1.81E-05,970,70,8.56,24.01132934,286.3284109,17.19
369,1626,117.7,12,1.83E-05,972.5,67.5,6.23,26.20189421,360.2322148,7.83
370,1626,117,15,1.86E-05,975,65,4.32,26.17983543,435.5543493,5.37
371,1626,116.65,18,1.87E-05,977.5,62.5,3.19,13.08434831,473.5144638,3.24
372,1626,116.3,21,1.88E-05,980,60,2.47,13.07874246,511.6038749,3.78
373,1626,116.15,24,1.86E-05,982.5,55,2.19,7.728613701,527.0670283,3.54
374,1524,124.5,-24,1.98E-05,940,90,1.74,0,391.8279462,5.88
375,1524,124.15,-21,1.98E-05,935,92.5,2.45,12.49658866,356.617358,4.5
376,1524,123.8,-18,1.98E-05,930,95,3.04,12.49658866,321.9218938,3.66
377,1524,123.45,-15,1.99E-05,930,95,3.73,12.6296634,290.3869061,4.74
378,1524,123.1,-12,1.99E-05,930,95,4.8,12.62659708,260.5870558,7.05
379,1524,122.6,-9,2.00E-05,927.5,97.5,5.77,18.21411828,224.4817835,7.83
380,1524,122.1,-6,2.02E-05,925,100,5.61,18.20535459,197.1944418,19.59
381,1524,121.85,-3,2.01E-05,932.5,95,6.45,9.104871529,178.3252378,40.77
382,1524,121.6,0,2.00E-05,940,90,7.92,9.107059142,161.8693161,12.84
383,1524,121.5,3,2.01E-05,945,85,10.15,4.017136523,163.5307965,4.29
384,1524,121.4,6,2.02E-05,950,80,11.28,4.016341939,166.0557036,5.55
385,1524,121.35,9,2.03E-05,955,75,13.2,4.105876364,175.7982463,17.13
386,1524,121.3,12,2.04E-05,960,70,12.86,4.105493778,185.8487321,27.21
387,1524,120.95,15,2.08E-05,965,65,12.25,17.95703169,222.8882746,27.81
388,1524,120.6,18,2.13E-05,970,60,10.58,17.94123411,265.7405769,4.68
389,1524,120.4,21,2.14E-05,975,55,9.38,7.999910724,281.0795036,4.41
390,1524,120.2,24,2.15E-05,980,50,9.15,7.996530074,297.5551859,5.79
391,1719,124.9,-24,1.85E-05,1002,0,1.26,0,415.2771749,13.8
392,1719,124.4,-21,1.85E-05,1002,0,2.19,17.94595895,361.4463236,37.32
393,1719,123.9,-18,1.85E-05,1002,0,3,17.94595895,307.6179312,29.61
394,1719,123.45,-15,1.84E-05,1002,0,3.52,16.2605796,259.1603588,60.36
395,1719,123,-12,1.83E-05,1002,0,3.43,16.26423466,210.7977387,40.5
396,1719,122.55,-9,1.82E-05,1002,0,2.95,16.58384363,163.1197548,42.51
397,1719,122.1,-6,1.81E-05,1002,0,2.82,16.59093045,117.0566307,45.66
398,1719,121.4,-3,1.82E-05,1001,0,2.22,25.41779006,41.57492571,64.65
399,1719,120.7,0,1.83E-05,1000,0,1.87,25.40652384,37.33983207,193.11
400,1719,120.1,3,1.81E-05,999,17.5,2.03,22.26211599,103.9727381,110.61
401,1719,119.5,6,1.80E-05,998,35,1.43,22.27612446,170.8289855,38.07
402,1719,118.8,9,1.82E-05,998,37.5,0.72,26.21281411,242.3363484,70.23
403,1719,118.1,12,1.85E-05,998,40,3.21,26.1909013,317.0269019,17.13
404,1719,117.65,15,1.85E-05,997,40,5.74,16.15136306,365.4727996,5.58
405,1719,117.2,18,1.85E-05,996,40,4.46,16.15136306,413.920615,5.1
406,1719,116.6,21,1.88E-05,996,40,3.51,24.19965081,479.4489841,2.4
407,1719,116,24,1.92E-05,996,40,3.38,24.17262617,546.4392674,1.08
408,1522,126.4,-24,1.59E-05,1008,0,1.42,0,624.5248587,6.18
409,1522,125.8,-21,1.67E-05,1008,0,1.45,32.36801988,538.074873,7.14
410,1522,125.2,-18,1.75E-05,1008,0,1.59,32.32866966,456.6455314,10.14
411,1522,124.5,-15,1.78E-05,1007,0,1.83,27.51760504,376.2317667,6.51
412,1522,123.8,-12,1.82E-05,1006,0,1.44,27.48680125,297.4837623,4.05
413,1522,123.25,-9,1.86E-05,1004,17.5,1.96,23.59589007,238.5033815,3.69
414,1522,122.7,-6,1.91E-05,1002,35,1.81,23.56895014,188.3371651,4.38
415,1522,122,-3,1.94E-05,1000,37.5,1.47,27.37962951,139.8405209,4.38
416,1522,121.3,0,1.98E-05,998,40,1.37,27.34613544,131.2339273,7.47
417,1522,120.7,3,2.02E-05,998,40,1.14,24.09805163,165.7516346,19.86
418,1522,120.1,6,2.05E-05,998,40,0.44,24.06914905,219.4296534,50.7
419,1522,119.5,9,2.06E-05,997,42.5,1.25,21.43253344,259.5178002,50.94
420,1522,118.9,12,2.07E-05,996,45,4.65,21.42704427,307.8898767,19.23
421,1522,118.35,15,2.09E-05,993,47.5,4.44,20.90104173,366.8421506,10.32
422,1522,117.8,18,2.11E-05,990,50,5.15,20.88180276,426.697513,4.62
423,1522,117.2,21,2.16E-05,987.5,52.5,5.08,25.89991357,503.7860013,2.19
424,1522,116.6,24,2.21E-05,985,55,3.71,25.86168168,580.6355452,1.2
425,1409,126.25,-24,1.59E-05,962.5,67.5,0.45,0,607.2243211,2.1
426,1409,125.6,-21,1.60E-05,960,70,1.7,23.60170553,539.7561803,2.64
427,1409,125.15,-18,1.61E-05,955,75,1.78,16.69779516,490.4541288,3.87
428,1409,124.7,-15,1.62E-05,950,80,2,16.69147687,441.4072184,4.95
429,1409,124.05,-12,1.65E-05,947.5,82.5,2.55,25.24158398,365.6086927,14.16
430,1409,123.4,-9,1.69E-05,945,85,2.96,25.21912211,290.0872217,32.28
431,1409,122.65,-6,1.72E-05,945,85,3.08,29.22662249,202.8406386,36.24
432,1409,121.9,-3,1.76E-05,945,85,2.9,29.19439029,116.8560748,28.68
433,1409,121.15,0,1.77E-05,952.5,77.5,5.2,27.24369073,61.40450238,21.93
434,1409,120.4,3,1.78E-05,960,70,5.26,27.23192808,85.14003925,26.82
435,1409,119.7,6,1.84E-05,962.5,67.5,5.68,30.14290393,144.7187217,42.66
436,1409,119,9,1.89E-05,965,65,6.69,30.099378,225.4121682,43.68
437,1409,118.3,12,1.89E-05,967.5,62.5,9.23,25.07771505,299.1995535,21.57
438,1409,117.6,15,1.89E-05,970,60,7.63,25.07771505,373.5641208,19.38
439,1409,117.2,18,1.93E-05,970,60,5.28,17.04069548,419.9954838,11.52
440,1409,116.8,21,1.96E-05,970,60,3.14,17.02622197,467.2189003,5.73
441,1409,116.2,24,1.99E-05,965,62.5,2.54,24.11703653,536.9862345,2.1
442,2017,126.65,-24,1.83E-05,1002,0,3.38,0,603.9574426,5.16
443,2017,126,-21,1.88E-05,1002,0,1.92,27.59881617,534.3984922,8.16
444,2017,125.25,-18,1.91E-05,1001,17.5,1.94,28.39783614,456.7396032,6.6
445,2017,124.5,-15,1.94E-05,1000,35,1.77,28.36742011,382.7469582,8.88
446,2017,123.75,-12,1.96E-05,998,35,1.72,27.05873065,308.9676356,9.15
447,2017,123,-9,1.97E-05,996,35,1.59,27.0457524,240.2007443,12.96
448,2017,122.4,-6,1.97E-05,996,35,1.9,21.50767998,190.2404737,18.36
449,2017,121.8,-3,1.98E-05,996,35,2.73,21.50241785,151.760631,27.66
450,2017,120.8,0,2.00E-05,996,35,3.24,36.10686371,147.3048942,19.71
451,2017,119.8,3,2.02E-05,996,35,4.99,36.08036908,209.3229628,22.86
452,2017,119.3,6,2.01E-05,996,35,5.45,17.92573287,243.2224974,23.88
453,2017,118.8,9,2.00E-05,996,35,5.22,17.93017829,283.3764933,17.76
454,2017,118.3,12,2.02E-05,993,40,4.84,18.20535459,335.0136457,7.23
455,2017,117.8,15,2.03E-05,990,45,5.3,18.19653792,387.3863493,6.36
456,2017,117.6,18,2.00E-05,987.5,50,5.39,10.27746327,398.0587261,8.04
457,2017,117.4,21,1.98E-05,985,55,5.52,10.28235772,410.8465162,9.33
458,2017,116.95,24,1.99E-05,985,55,4.54,16.47961796,459.9175055,10.08
459,1101,125.05,-24,1.69E-05,996,35,3.42,0,455.2567193,1.83
460,1101,124.7,-21,1.70E-05,996,35,2.12,13.15899415,415.6189084,0.15
461,1101,124.45,-18,1.73E-05,996,35,1.84,12.91147854,381.4355021,1.38
462,1101,124.2,-15,1.76E-05,996,35,1.77,12.90475168,348.3213099,4.98
463,1101,123.95,-12,1.79E-05,995,35,2.41,12.89790991,316.6004585,6.72
464,1101,123.7,-9,1.82E-05,994,35,3.09,12.89095356,286.7224467,13.44
465,1101,123.4,-6,1.86E-05,993,37.5,3.86,15.45894622,254.1930235,43.17
466,1101,123.1,-3,1.89E-05,992,40,4.69,15.4485515,226.7319431,53.16
467,1101,123,0,1.93E-05,992,40,5.43,9.915851342,224.1595291,41.1
468,1101,122.9,3,1.96E-05,992,40,6.11,9.91435843,225.5606915,28.65
469,1101,122.7,6,2.00E-05,992,40,5.99,14.78316911,229.012301,23.49
470,1101,122.5,9,2.04E-05,992,40,6.32,14.77722039,240.8333804,23.58
471,1101,122.4,12,2.10E-05,994,37.5,6.11,17.02158747,274.8587825,17.64
472,1101,122.3,15,2.15E-05,996,35,5.98,17.02005389,313.5879313,13.02
473,1101,122.3,18,2.20E-05,996,35,6.5,14.79739048,354.1487376,9.15
474,1101,122.3,21,2.25E-05,996,35,6.51,14.79759299,395.5334069,7.74
475,1101,122.25,24,2.32E-05,996,35,5.98,22.26639754,457.1707485,7.05
476,1013,124.65,-24,2.23E-05,890,122.5,1.27,0,522.1593412,1.05
477,1013,124.2,-21,2.20E-05,885,125,1.59,18.40818008,468.8460085,0.51
478,1013,123.75,-18,2.19E-05,885,125,2.08,16.02779235,431.9120486,0.54
479,1013,123.3,-15,2.19E-05,885,125,2.64,16.03215053,397.3324755,0.84
480,1013,122.6,-12,2.16E-05,897.5,115,2.77,25.87960198,338.0390198,0.9
481,1013,121.9,-9,2.14E-05,910,105,3.03,25.9052814,287.4296998,0.63
482,1013,121.35,-6,2.12E-05,925,97.5,3.74,20.29530461,258.0294101,7.47
483,1013,120.8,-3,2.10E-05,940,90,5.52,20.31021644,240.7169153,16.5
484,1013,120.25,0,2.08E-05,945,87.5,5.67,20.3250004,238.2119063,18.75
485,1013,119.7,3,2.07E-05,950,85,5.86,20.33965637,251.022328,22.47
486,1013,119.45,6,2.07E-05,950,82.5,6.63,8.894610387,267.1670634,26.04
487,1013,119.2,9,2.07E-05,950,80,6.13,8.894610387,284.9005513,20.25
488,1013,118.9,12,2.07E-05,950,80,5.95,10.82988341,311.5867531,12.45
489,1013,118.6,15,2.08E-05,950,80,5.94,10.82715339,339.2641886,13.32
490,1013,118.25,18,2.08E-05,950,80,5.2,12.44599778,368.730101,14.73
491,1013,117.9,21,2.08E-05,950,80,5.29,12.44599778,399.514501,18.27
492,1013,117.75,24,2.10E-05,950,80,5,7.69394962,421.7981049,15.63
493,1119,126.6,-24,2.21E-05,945,87.5,2.78,0,679.902083,0.6
494,1119,125.8,-21,2.20E-05,940,90,2.94,28.5364533,601.9618196,0.99
495,1119,124.95,-18,2.16E-05,940,90,2.77,32.78664277,506.0958821,0.81
496,1119,124.1,-15,2.11E-05,940,90,2.06,32.83856569,410.7028881,0.45
497,1119,123.4,-12,2.11E-05,937.5,92.5,2.84,24.92809465,350.68274,0.36
498,1119,122.7,-9,2.10E-05,935,95,2.88,24.93463732,297.3644579,0.45
499,1119,122,-6,2.09E-05,942.5,90,2.83,25.1525209,249.9563156,0.54
500,1119,121.3,-3,2.08E-05,950,85,3.96,25.16536731,218.8298091,0.54
501,1119,120.5,0,2.07E-05,957.5,80,6.27,28.70213411,214.0339972,4.89
502,1119,119.7,3,2.05E-05,965,75,8.03,28.71668189,242.0407795,11.91
503,1119,119.25,6,2.05E-05,965,72.5,7.35,16.01855147,273.2846478,10.17
504,1119,118.8,9,2.05E-05,965,70,5.45,16.01855147,308.875299,6.36
505,1119,118.2,12,2.06E-05,967.5,67.5,4.93,21.43253344,363.8146855,3.21
506,1119,117.6,15,2.07E-05,970,65,4.92,21.42704427,421.3626171,2.07
507,1119,117.1,18,2.08E-05,972.5,62.5,4.56,18.16074217,473.4332394,2.82
508,1119,116.6,21,2.09E-05,975,60,3.34,18.15166111,525.9029301,3.63
509,1119,116.1,24,2.11E-05,977.5,57.5,4.14,19.23204746,583.0732049,4.77
510,1929,124.9,-24,1.44E-05,975,75,4.26,0,553.7327515,0.15
511,1929,124.15,-21,1.46E-05,972.5,77.5,4.39,28.24727934,478.3236491,0.24
512,1929,123.4,-18,1.49E-05,970,80,2.71,28.22827671,406.7986322,1.02
513,1929,122.9,-15,1.49E-05,972.5,77.5,2.49,18.25178753,370.1218506,2.28
514,1929,122.4,-12,1.50E-05,975,75,2.89,18.24847321,338.3897149,4.44
515,1929,121.85,-9,1.51E-05,977.5,72.5,3.48,20.30236463,306.1969012,6.06
516,1929,121.3,-6,1.52E-05,980,70,3.94,20.29505459,283.620016,4.95
517,1929,120.7,-3,1.55E-05,982.5,67.5,5.1,22.97628995,262.7264787,16.29
518,1929,120.1,0,1.57E-05,985,65,5.62,22.96050267,259.0314065,11.1
519,1929,119.7,3,1.59E-05,988.5,60,5.37,15.50870476,265.0257107,23.73
520,1929,119.3,6,1.61E-05,992,55,5.02,15.50071978,278.7097553,40.17
521,1929,118.95,9,1.63E-05,988.5,60,4.13,13.81960991,294.8070334,14.01
522,1929,118.6,12,1.65E-05,985,65,3.94,13.81260065,315.4973792,13.95
523,1929,118.3,15,1.67E-05,980,70,3.64,12.17349499,335.1110687,11.94
524,1929,118,18,1.69E-05,975,75,2.86,12.16752677,357.3217808,14.19
525,1929,117.85,21,1.72E-05,980,70,3.18,10.71291239,362.6467671,8.46
526,1929,117.7,24,1.75E-05,985,65,3.51,10.71004822,370.6215437,3.6
527,1325,125.75,-24,1.92E-05,977.5,62.5,1.75,0,510.5574314,10.14
528,1325,125.4,-21,1.92E-05,975,65,1.27,12.52697141,473.3913337,4.74
529,1325,124.95,-18,1.92E-05,972.5,67.5,1.28,16.1061061,425.7133854,3
530,1325,124.5,-15,1.92E-05,970,70,1.38,16.1061061,378.1980142,2.7
531,1325,123.9,-12,1.92E-05,970,70,1.42,21.47480813,315.2241416,2.85
532,1325,123.3,-9,1.92E-05,970,70,1.4,21.47480813,252.9818055,3.45
533,1325,122.85,-6,1.93E-05,970,70,2.37,16.20812801,209.1498253,6.66
534,1325,122.4,-3,1.93E-05,970,70,3.42,16.2042901,168.0299564,21.42
535,1325,121.45,0,1.94E-05,972.5,67.5,3.71,34.02761346,99.54234679,40.71
536,1325,120.5,3,1.94E-05,975,65,4.31,34.01941778,111.506354,35.52
537,1325,119.75,6,1.93E-05,975,65,5.63,27.40468372,159.4736459,27.33
538,1325,119,9,1.91E-05,975,65,5.02,27.42347612,228.0621073,22.95
539,1325,118.6,12,1.91E-05,972.5,67.5,4.01,14.32335264,269.678426,23.97
540,1325,118.2,15,1.91E-05,970,70,4.53,14.32335264,311.6623717,26.7
541,1325,117.6,18,1.89E-05,970,70,5.72,21.81114279,373.5641208,15.99
542,1325,117,21,1.88E-05,970,70,5.23,21.82108475,436.5994397,10.17
543,1325,116.35,24,1.89E-05,967.5,72.5,4.32,23.36524042,506.5897608,7.89
