,ID,Name,Timestamp,Latitude,phi,t,f,P,mw,w10m,v,r,rf
538,1510,LINFA,15070503,17.75,121.15,9,2.22e-05,991.0,40.0,4.1,31.43053278,349.5769836,3.96
539,1510,LINFA,15070506,18.0,120.3,12,2.25e-05,992.0,40.0,2.8,31.39018704,383.730857,1.05
540,1510,LINFA,15070509,17.95,120.05,15,2.24e-05,992.0,40.0,3.83,9.016852387,384.2218493,1.83
541,1510,LINFA,15070512,17.9,119.8,18,2.24e-05,992.0,40.0,6.47,9.019290292,386.6172269,10.05
542,1510,LINFA,15070515,18.05,119.65,21,2.25e-05,992.0,40.0,6.54,7.66801259,407.5882682,20.55
543,1510,LINFA,15070518,18.2,119.5,24,2.27e-05,992.0,40.0,4.45,7.664905716,428.7500836,10.86
544,1522,MUJIGAE,15093018,12.6,126.4,-24,1.59e-05,1008.0,0.0,1.42,0.0,629.1962256,0.0
545,1522,MUJIGAE,15093021,13.25,125.8,-21,1.67e-05,1008.0,0.0,1.45,32.36801988,543.2353864,0.0
546,1522,MUJIGAE,15100100,13.9,125.2,-18,1.75e-05,1008.0,0.0,1.59,32.32866966,462.4244807,10.14
547,1522,MUJIGAE,15100103,14.2,124.5,-15,1.78e-05,1007.0,0.0,1.83,27.51760504,382.2750395,6.51
548,1522,MUJIGAE,15100106,14.5,123.8,-12,1.82e-05,1006.0,0.0,1.44,27.48680125,303.9047948,4.05
549,1522,MUJIGAE,15100109,14.85,123.25,-9,1.86e-05,1004.0,17.5,1.96,23.59589007,245.5382965,3.69
550,1522,MUJIGAE,15100112,15.2,122.7,-6,1.91e-05,1002.0,35.0,1.81,23.56895014,196.0219469,4.38
551,1522,MUJIGAE,15100115,15.5,122.0,-3,1.94e-05,1000.0,37.5,1.47,27.37962951,147.657015,4.38
552,1522,MUJIGAE,15100118,15.8,121.3,0,1.98e-05,998.0,40.0,1.37,27.34613544,136.9991531,7.47
553,1522,MUJIGAE,15100121,16.1,120.7,3,2.02e-05,998.0,40.0,1.14,24.09805163,168.7180354,19.86
554,1522,MUJIGAE,15100200,16.4,120.1,6,2.05e-05,998.0,40.0,0.44,24.06914905,220.4369013,50.7
555,1522,MUJIGAE,15100203,16.45,119.5,9,2.06e-05,997.0,42.5,1.25,21.43253344,258.8446176,50.94
556,1522,MUJIGAE,15100206,16.5,118.9,12,2.07e-05,996.0,45.0,4.65,21.42704427,306.0328195,19.23
557,1522,MUJIGAE,15100209,16.7,118.35,15,2.09e-05,993.0,47.5,4.44,20.90104173,364.5054958,10.32
558,1522,MUJIGAE,15100212,16.9,117.8,18,2.11e-05,990.0,50.0,5.15,20.88180276,424.0240002,4.62
559,1522,MUJIGAE,15100215,17.3,117.2,21,2.16e-05,987.5,52.5,5.08,25.89991357,501.0985439,0.0
560,1522,MUJIGAE,15100218,17.7,116.6,24,2.21e-05,985.0,55.0,3.71,25.86168168,577.9434416,0.0
561,1524,KOPPU,15101700,15.8,124.5,-24,1.98e-05,940.0,90.0,1.74,0.0,399.4890051,5.88
562,1524,KOPPU,15101703,15.8,124.15,-21,1.98e-05,935.0,92.5,2.45,12.49658866,364.3409654,4.5
563,1524,KOPPU,15101706,15.8,123.8,-18,1.98e-05,930.0,95.0,3.04,12.49658866,329.7092325,3.66
564,1524,KOPPU,15101709,15.85,123.45,-15,1.99e-05,930.0,95.0,3.73,12.6296634,298.2480939,4.74
565,1524,KOPPU,15101712,15.9,123.1,-12,1.99e-05,930.0,95.0,4.8,12.62659708,268.4890438,7.05
566,1524,KOPPU,15101715,16.0,122.6,-9,2e-05,927.5,97.5,5.77,18.21411828,232.298806,7.83
567,1524,KOPPU,15101718,16.1,122.1,-6,2.02e-05,925.0,100.0,5.61,18.20535459,204.5669123,19.59
568,1524,KOPPU,15101721,16.05,121.85,-3,2.01e-05,932.5,95.0,6.45,9.104871529,185.3703832,40.77
569,1524,KOPPU,15101800,16.0,121.6,0,2e-05,940.0,90.0,7.92,9.107059142,168.4159258,12.84
570,1524,KOPPU,15101803,16.05,121.5,3,2.01e-05,945.0,85.0,10.15,4.017136523,169.7407186,4.29
571,1524,KOPPU,15101806,16.1,121.4,6,2.02e-05,950.0,80.0,11.28,4.016341939,171.9056983,5.55
572,1524,KOPPU,15101809,16.2,121.35,9,2.03e-05,955.0,75.0,13.2,4.105876364,181.4065102,17.13
573,1524,KOPPU,15101812,16.3,121.3,12,2.04e-05,960.0,70.0,12.86,4.105493778,191.2313183,27.21
574,1524,KOPPU,15101815,16.65,120.95,15,2.08e-05,965.0,65.0,12.25,17.95703169,227.0625975,27.81
575,1524,KOPPU,15101818,17.0,120.6,18,2.13e-05,970.0,60.0,10.58,17.94123411,268.9767075,4.68
576,1524,KOPPU,15101821,17.1,120.4,21,2.14e-05,975.0,55.0,9.38,7.999910724,283.8226528,4.41
577,1524,KOPPU,15101900,17.2,120.2,24,2.15e-05,980.0,50.0,9.15,7.996530074,299.8474605,5.79
578,1604,NIDA,16072921,13.4,126.9,-24,1.69e-05,1002.0,0.0,2.17,0.0,654.615652,0.0
579,1604,NIDA,16073000,14.1,126.5,-21,1.77e-05,1002.0,0.0,1.84,29.62527179,598.3545251,0.0
580,1604,NIDA,16073003,14.8,126.15,-18,1.86e-05,1000.0,17.5,1.76,28.77704694,556.6153776,0.0
581,1604,NIDA,16073006,15.5,125.8,-15,1.94e-05,998.0,35.0,1.27,28.75946147,526.2835067,0.0
582,1604,NIDA,16073009,15.95,125.1,-12,2e-05,996.0,37.5,2.24,30.01373865,465.3608261,0.3
583,1604,NIDA,16073012,16.4,124.4,-9,2.05e-05,994.0,40.0,4.37,29.96659795,415.8522405,0.12
584,1604,NIDA,16073015,16.65,124.1,-6,2.08e-05,992.0,42.5,4.88,14.11643882,402.6354504,1.14
585,1604,NIDA,16073018,16.9,123.8,-3,2.11e-05,990.0,45.0,4.35,14.10589972,393.6903201,2.82
586,1604,NIDA,16073021,17.2,123.45,0,2.15e-05,987.5,47.5,3.63,16.64582661,389.6900555,2.97
587,1604,NIDA,16073100,17.5,123.1,3,2.19e-05,985.0,50.0,4.02,16.6307925,392.2194133,1.26
588,1604,NIDA,16073103,17.85,122.7,6,2.23e-05,980.0,55.0,4.1,19.16376022,403.5987572,0.81
589,1604,NIDA,16073106,18.2,122.3,9,2.27e-05,975.0,60.0,4.31,19.14319217,422.7041606,0.78
590,1604,NIDA,16073109,18.5,121.75,12,2.31e-05,975.0,60.0,5.52,22.31028797,439.9028317,23.25
591,1604,NIDA,16073112,18.8,121.2,15,2.34e-05,975.0,60.0,5.51,22.28070967,466.2364505,37.23
592,1604,NIDA,16073115,19.15,120.65,18,2.39e-05,977.5,57.5,5.05,23.22391275,505.7303245,0.0
593,1604,NIDA,16073118,19.5,120.1,21,2.43e-05,980.0,55.0,4.17,23.18976846,551.2038727,0.0
594,1604,NIDA,16073121,19.8,119.5,24,2.46e-05,980.0,55.0,3.74,23.70634784,597.2078888,0.0
595,1621,SARIKA,16101421,14.15,125.0,-24,1.78e-05,975.0,60.0,1.96,0.0,436.6081251,1.56
596,1621,SARIKA,16101500,14.3,124.6,-21,1.8e-05,970.0,65.0,3.2,15.41582713,391.710563,2.31
597,1621,SARIKA,16101503,14.5,124.25,-18,1.82e-05,962.5,72.5,3.81,14.58853925,352.3726751,4.29
598,1621,SARIKA,16101506,14.7,123.9,-15,1.85e-05,955.0,80.0,3.57,14.57871292,314.3561255,3.39
599,1621,SARIKA,16101509,14.9,123.45,-12,1.87e-05,952.5,82.5,3.88,17.7515394,267.4989257,9.12
600,1621,SARIKA,16101512,15.1,123.0,-9,1.89e-05,950.0,85.0,4.86,17.73784547,223.735473,8.22
601,1621,SARIKA,16101515,15.45,122.4,-6,1.94e-05,942.5,90.0,5.17,25.0624051,178.7511443,24.75
602,1621,SARIKA,16101518,15.8,121.8,-3,1.98e-05,935.0,95.0,6.03,25.03111906,159.0073049,43.26
603,1621,SARIKA,16101521,16.0,120.8,0,2e-05,950.0,85.0,7.5,36.42823657,156.120602,46.89
604,1621,SARIKA,16101600,16.2,119.8,3,2.03e-05,965.0,75.0,9.55,36.39307583,217.5625468,57.33
605,1621,SARIKA,16101603,16.4,119.1,6,2.05e-05,965.0,72.5,8.63,25.99289279,283.0514714,28.95
606,1621,SARIKA,16101606,16.6,118.4,9,2.08e-05,965.0,70.0,6.48,25.9682213,353.4683492,6.39
607,1621,SARIKA,16101609,16.7,117.8,12,2.09e-05,967.5,67.5,4.85,21.64333885,411.3643036,5.28
608,1621,SARIKA,16101612,16.8,117.2,15,2.1e-05,970.0,65.0,4.47,21.63230709,471.000637,8.82
609,1621,SARIKA,16101615,16.8,116.35,18,2.1e-05,970.0,65.0,2.87,30.19435705,550.5163091,0.0
610,1621,SARIKA,16101618,16.8,115.5,21,2.1e-05,970.0,65.0,2.15,30.19435705,633.012953,0.0
611,1621,SARIKA,16101621,16.9,114.9,24,2.11e-05,970.0,62.5,2.17,21.62121155,696.1282512,0.0
612,1622,HAIMA,16101818,16.0,127.5,-24,2e-05,900.0,115.0,0.53,0.0,714.4451093,0.0
613,1622,HAIMA,16101821,16.05,126.75,-21,2.01e-05,900.0,115.0,0.56,26.80896469,637.5603928,0.0
614,1622,HAIMA,16101900,16.1,126.0,-18,2.02e-05,900.0,115.0,0.25,26.80225619,561.7566833,0.0
615,1622,HAIMA,16101903,16.4,125.35,-15,2.05e-05,900.0,115.0,0.89,25.66163697,507.2297618,0.0
616,1622,HAIMA,16101906,16.7,124.7,-12,2.09e-05,900.0,115.0,2.53,25.62925249,459.6034979,0.72
617,1622,HAIMA,16101909,17.0,123.9,-9,2.13e-05,907.5,107.5,3.71,30.48024924,408.8703615,0.51
618,1622,HAIMA,16101912,17.3,123.1,-6,2.16e-05,915.0,100.0,5.3,30.43760731,374.39514,0.39
619,1622,HAIMA,16101915,17.5,122.3,-3,2.19e-05,927.5,95.0,5.15,29.26206887,350.5090535,1.38
620,1622,HAIMA,16101918,17.7,121.5,0,2.21e-05,940.0,90.0,5.41,29.23176886,347.9349719,2.7
621,1622,HAIMA,16101921,18.05,120.8,3,2.25e-05,942.5,85.0,5.79,27.8846419,382.9081663,2.94
622,1622,HAIMA,16102000,18.4,120.1,6,2.3e-05,945.0,80.0,5.85,27.84077541,431.4543983,4.05
623,1622,HAIMA,16102003,18.7,119.45,9,2.33e-05,947.5,77.5,5.83,25.39910627,482.4275781,5.73
624,1622,HAIMA,16102006,19.0,118.8,12,2.37e-05,950.0,75.0,5.32,25.36246385,539.2353577,0.0
625,1622,HAIMA,16102009,19.4,118.1,15,2.42e-05,955.0,72.5,4.89,28.62219358,612.2902203,0.0
626,1622,HAIMA,16102012,19.8,117.4,18,2.46e-05,960.0,70.0,4.79,28.57025645,687.987778,0.0
627,1622,HAIMA,16102015,20.2,117.0,21,2.51e-05,960.0,70.0,3.84,20.32337634,747.5459079,0.0
628,1622,HAIMA,16102018,20.6,116.6,24,2.56e-05,960.0,70.0,2.18,20.29880289,807.0866596,0.0
629,1625,TOKAGE,16112418,11.0,123.2,-24,1.39e-05,1000.0,0.0,2.98,0.0,467.6216275,1.41
630,1625,TOKAGE,16112421,11.2,122.85,-21,1.41e-05,1000.0,0.0,2.2,14.73182923,429.2804127,2.7
631,1625,TOKAGE,16112500,11.4,122.5,-18,1.44e-05,1000.0,0.0,2.47,14.72416473,392.2265383,6.48
632,1625,TOKAGE,16112503,11.45,121.9,-15,1.44e-05,1000.0,0.0,3.47,21.89903653,364.0361967,8.28
633,1625,TOKAGE,16112506,11.5,121.3,-12,1.45e-05,1000.0,0.0,3.79,21.89518532,346.1856433,8.52
634,1625,TOKAGE,16112509,11.6,121.0,-9,1.46e-05,999.0,17.5,5.06,11.51478947,333.3557909,5.25
635,1625,TOKAGE,16112512,11.7,120.7,-6,1.47e-05,998.0,35.0,6.09,11.51107688,323.7196399,13.47
636,1625,TOKAGE,16112515,12.15,120.3,-3,1.53e-05,996.0,40.0,6.16,22.08122433,282.2633578,23.28
637,1625,TOKAGE,16112518,12.6,119.9,0,1.59e-05,994.0,45.0,6.72,22.06495468,251.5582174,23.49
638,1625,TOKAGE,16112521,12.9,119.3,3,1.62e-05,993.0,47.5,6.63,24.37433411,262.8314695,11.19
639,1625,TOKAGE,16112600,13.2,118.7,6,1.66e-05,992.0,50.0,5.44,24.35093981,292.3300148,12.93
640,1625,TOKAGE,16112603,13.5,118.2,9,1.7e-05,993.0,47.5,4.9,21.1801774,325.1279602,10.47
641,1625,TOKAGE,16112606,13.8,117.7,12,1.73e-05,994.0,45.0,4.76,21.16070095,365.8761282,11.46
642,1625,TOKAGE,16112609,14.05,117.55,15,1.77e-05,994.0,45.0,4.98,10.70830638,375.7082613,11.19
643,1625,TOKAGE,16112612,14.3,117.4,18,1.8e-05,994.0,45.0,4.29,10.70536455,387.8848065,8.46
644,1625,TOKAGE,16112615,14.55,117.35,21,1.83e-05,994.0,45.0,3.07,9.420243963,391.4133598,10.56
645,1625,TOKAGE,16112618,14.8,117.3,24,1.86e-05,994.0,45.0,2.92,9.419918613,396.8967109,9.54
646,1626,NOCK-TEN,16122503,13.5,125.55,-24,1.7e-05,920.0,102.5,4.35,0.0,509.3918794,0.0
647,1626,NOCK-TEN,16122506,13.5,125.1,-21,1.7e-05,925.0,100.0,4.08,16.23655866,462.2608738,1.29
648,1626,NOCK-TEN,16122509,13.5,124.55,-18,1.7e-05,925.0,100.0,4.88,19.84468281,405.163758,1.2
649,1626,NOCK-TEN,16122512,13.5,124.0,-15,1.7e-05,925.0,100.0,5.74,19.84468281,348.882261,1.62
650,1626,NOCK-TEN,16122515,13.5,123.4,-12,1.7e-05,937.5,92.5,5.21,21.64874488,288.9748133,1.62
651,1626,NOCK-TEN,16122518,13.5,122.8,-9,1.7e-05,950.0,85.0,4.49,21.64874488,231.7974981,1.95
652,1626,NOCK-TEN,16122521,13.55,122.1,-6,1.7e-05,950.0,85.0,4.77,25.31920481,168.2801236,2.19
653,1626,NOCK-TEN,16122600,13.6,121.4,-3,1.71e-05,950.0,85.0,4.82,25.31389884,120.2531524,3.24
654,1626,NOCK-TEN,16122603,13.85,120.55,0,1.74e-05,960.0,77.5,5.11,31.98924432,95.84606188,9.75
655,1626,NOCK-TEN,16122606,14.1,119.7,3,1.77e-05,970.0,70.0,5.43,31.95744778,149.3127163,42.27
656,1626,NOCK-TEN,16122609,14.25,119.05,6,1.79e-05,970.0,70.0,6.77,24.02652456,212.1462588,44.52
657,1626,NOCK-TEN,16122612,14.4,118.4,9,1.81e-05,970.0,70.0,8.56,24.01132934,279.3390471,17.19
658,1626,NOCK-TEN,16122615,14.6,117.7,12,1.83e-05,972.5,67.5,6.23,26.20189421,353.574948,7.83
659,1626,NOCK-TEN,16122618,14.8,117.0,15,1.86e-05,975.0,65.0,4.32,26.17983543,429.1398177,5.37
660,1626,NOCK-TEN,16122621,14.9,116.65,18,1.87e-05,977.5,62.5,3.19,13.08434831,467.1974568,3.24
661,1626,NOCK-TEN,16122700,15.0,116.3,21,1.88e-05,980.0,60.0,2.47,13.07874246,505.3722656,0.0
662,1626,NOCK-TEN,16122703,14.85,116.15,24,1.86e-05,982.5,55.0,2.19,7.728613701,520.6666089,0.0
663,1714,PAKHAR,17082412,15.3,126.0,-24,1.92e-05,1006.0,0.0,1.5,0.0,544.2862703,0.0
664,1714,PAKHAR,17082415,15.2,125.45,-21,1.91e-05,1003.0,17.5,1.39,20.03898051,484.4867085,2.31
665,1714,PAKHAR,17082418,15.1,124.9,-18,1.89e-05,1000.0,35.0,1.65,20.04812768,424.6485759,1.65
666,1714,PAKHAR,17082421,15.05,124.4,-15,1.89e-05,998.0,37.5,1.88,18.01207305,370.733124,1.38
667,1714,PAKHAR,17082500,15.0,123.9,-12,1.88e-05,996.0,40.0,1.77,18.01624789,316.8000123,0.96
668,1714,PAKHAR,17082503,15.2,123.45,-9,1.91e-05,996.0,40.0,2.05,17.73093247,273.2242291,0.96
669,1714,PAKHAR,17082506,15.4,123.0,-6,1.93e-05,996.0,40.0,2.65,17.7169746,233.8703094,1.14
670,1714,PAKHAR,17082509,15.7,122.6,-3,1.97e-05,995.0,42.5,3.63,18.09205938,211.7692169,5.16
671,1714,PAKHAR,17082512,16.0,122.2,0,2e-05,994.0,45.0,4.32,18.07536348,202.4230296,9.57
672,1714,PAKHAR,17082515,16.35,121.7,3,2.05e-05,996.0,42.5,4.26,22.01306021,208.3619595,14.01
673,1714,PAKHAR,17082518,16.7,121.2,6,2.09e-05,998.0,40.0,3.86,21.98708295,233.7423245,18.75
674,1714,PAKHAR,17082521,16.95,120.35,9,2.12e-05,997.0,40.0,3.49,31.55599626,268.8953857,20.1
675,1714,PAKHAR,17082600,17.2,119.5,12,2.15e-05,996.0,40.0,2.98,31.51738637,328.3797579,10.95
676,1714,PAKHAR,17082603,17.55,118.8,15,2.19e-05,995.0,40.0,2.38,27.94592675,400.6564377,11.22
677,1714,PAKHAR,17082606,17.9,118.1,18,2.24e-05,994.0,40.0,2.07,27.9031983,476.4522694,4.56
678,1714,PAKHAR,17082609,18.45,117.45,21,2.3e-05,993.0,42.5,2.66,30.61816982,566.8327692,0.0
679,1714,PAKHAR,17082612,19.0,116.8,24,2.37e-05,992.0,45.0,2.84,30.56293552,657.1082851,0.0
680,1717,GUCHOL,17090318,16.3,129.8,-24,2.04e-05,1008.0,0.0,1.89,0.0,960.7501063,0.0
681,1717,GUCHOL,17090321,16.2,128.95,-21,2.03e-05,1007.0,0.0,1.73,30.51322383,869.9688178,0.0
682,1717,GUCHOL,17090400,16.1,128.1,-18,2.02e-05,1006.0,0.0,1.55,30.52842147,779.1609279,0.0
683,1717,GUCHOL,17090403,16.25,127.75,-15,2.03e-05,1006.0,0.0,1.52,13.64736879,745.9941051,0.0
684,1717,GUCHOL,17090406,16.4,127.4,-12,2.05e-05,1006.0,0.0,1.32,13.6386486,713.7463607,0.0
685,1717,GUCHOL,17090409,16.35,126.55,-9,2.05e-05,1005.0,0.0,1.04,30.32148854,625.5007763,0.0
686,1717,GUCHOL,17090412,16.3,125.7,-6,2.04e-05,1004.0,0.0,0.73,30.32921064,538.0581355,0.0
687,1717,GUCHOL,17090415,16.45,125.35,-3,2.06e-05,1004.0,0.0,0.31,13.6357248,509.3257258,0.0
688,1717,GUCHOL,17090418,16.6,125.0,0,2.08e-05,1004.0,0.0,0.75,13.62690226,482.4632395,1.11
689,1717,GUCHOL,17090421,17.05,124.95,3,2.13e-05,1004.0,0.0,0.96,16.74099353,501.9917926,0.0
690,1717,GUCHOL,17090500,17.5,124.9,6,2.19e-05,1004.0,0.0,1.33,16.74078392,525.6333933,0.0
691,1717,GUCHOL,17090503,18.25,124.55,9,2.28e-05,1004.0,0.0,1.76,30.36367964,553.1629677,0.0
692,1717,GUCHOL,17090506,19.0,124.2,12,2.37e-05,1004.0,0.0,1.62,30.34234246,593.9096133,0.0
693,1717,GUCHOL,17090509,19.4,123.45,15,2.42e-05,1004.0,0.0,2.6,30.13371675,591.9939887,0.0
694,1717,GUCHOL,17090512,19.8,122.7,18,2.46e-05,1004.0,0.0,4.09,30.07706786,604.092592,0.0
695,1717,GUCHOL,17090515,20.05,121.9,21,2.49e-05,1002.0,17.5,4.12,29.37994908,612.0029727,0.0
696,1717,GUCHOL,17090518,20.3,121.1,24,2.52e-05,1000.0,35.0,2.2,29.33757954,632.3035479,0.0
697,1719,DOKSURI,17091106,14.7,124.9,-24,1.85e-05,1002.0,0.0,1.26,0.0,421.9860002,13.8
698,1719,DOKSURI,17091109,14.7,124.4,-21,1.85e-05,1002.0,0.0,2.19,17.94595895,368.1677091,37.32
699,1719,DOKSURI,17091112,14.7,123.9,-18,1.85e-05,1002.0,0.0,3.0,17.94595895,314.3561255,29.61
700,1719,DOKSURI,17091115,14.65,123.45,-15,1.84e-05,1002.0,0.0,3.52,16.2605796,265.831548,60.36
701,1719,DOKSURI,17091118,14.6,123.0,-12,1.83e-05,1002.0,0.0,3.43,16.26423466,217.3677869,40.5
702,1719,DOKSURI,17091121,14.5,122.55,-9,1.82e-05,1002.0,0.0,2.95,16.58384363,169.362798,42.51
703,1719,DOKSURI,17091200,14.4,122.1,-6,1.81e-05,1002.0,0.0,2.82,16.59093045,122.6353145,45.66
704,1719,DOKSURI,17091203,14.5,121.4,-3,1.82e-05,1001.0,0.0,2.22,25.41779006,46.48883154,64.65
705,1719,DOKSURI,17091206,14.6,120.7,0,1.83e-05,1000.0,0.0,1.87,25.40652384,30.40353712,193.11
706,1719,DOKSURI,17091209,14.45,120.1,3,1.81e-05,999.0,17.5,2.03,22.26211599,96.62657968,110.61
707,1719,DOKSURI,17091212,14.3,119.5,6,1.8e-05,998.0,35.0,1.43,22.27612446,163.4101176,38.07
708,1719,DOKSURI,17091215,14.5,118.8,9,1.82e-05,998.0,37.5,0.72,26.21281411,235.4678558,70.23
709,1719,DOKSURI,17091218,14.7,118.1,12,1.85e-05,998.0,40.0,3.21,26.1909013,310.5250883,17.13
710,1719,DOKSURI,17091221,14.7,117.65,15,1.85e-05,997.0,40.0,5.74,16.15136306,358.9546066,5.58
711,1719,DOKSURI,17091300,14.7,117.2,18,1.85e-05,996.0,40.0,4.46,16.15136306,407.3899682,5.1
712,1719,DOKSURI,17091303,15.0,116.6,21,1.88e-05,996.0,40.0,3.51,24.19965081,473.2447203,2.4
713,1719,DOKSURI,17091306,15.3,116.0,24,1.92e-05,996.0,40.0,3.38,24.17262617,540.5026867,0.0
714,1720,KHANUN,17101206,18.7,124.6,-24,2.33e-05,998.0,0.0,0.72,0.0,593.4268109,0.0
715,1720,KHANUN,17101209,18.6,123.95,-21,2.32e-05,997.0,17.5,1.02,23.1568567,542.8714554,0.0
716,1720,KHANUN,17101212,18.5,123.3,-18,2.31e-05,996.0,35.0,1.93,23.17007478,496.8042523,3.27
717,1720,KHANUN,17101215,18.35,122.6,-15,2.29e-05,995.0,35.0,2.17,25.27056882,449.491918,5.52
718,1720,KHANUN,17101218,18.2,121.9,-12,2.27e-05,994.0,35.0,1.68,25.29136608,410.7047468,3.9
719,1720,KHANUN,17101221,17.9,121.1,-9,2.24e-05,993.0,35.0,2.2,30.35018476,365.9858404,4.56
720,1720,KHANUN,17101300,17.6,120.3,-6,2.2e-05,992.0,35.0,2.49,30.39425191,340.2641128,4.5
721,1720,KHANUN,17101303,17.25,119.85,-3,2.16e-05,988.5,40.0,2.14,20.54121353,317.3419406,3.6
722,1720,KHANUN,17101306,16.9,119.4,0,2.11e-05,985.0,45.0,2.35,20.56437931,305.4741235,3.45
723,1720,KHANUN,17101309,16.8,119.05,3,2.1e-05,985.0,45.0,3.83,12.97163068,319.0321755,3.75
724,1720,KHANUN,17101312,16.7,118.7,6,2.09e-05,985.0,45.0,5.46,12.97788868,336.6148571,3.99
725,1720,KHANUN,17101315,16.7,118.5,9,2.09e-05,982.5,47.5,4.97,7.108287493,352.3387728,10.38
726,1720,KHANUN,17101318,16.7,118.3,12,2.09e-05,980.0,50.0,3.86,7.108287493,368.6260424,14.97
727,1720,KHANUN,17101321,17.0,118.2,15,2.13e-05,980.0,50.0,3.85,11.65133294,398.0146587,21.18
728,1720,KHANUN,17101400,17.3,118.1,18,2.16e-05,980.0,50.0,4.01,11.64969444,428.1888818,27.72
729,1720,KHANUN,17101403,17.65,118.05,21,2.2e-05,977.5,52.5,4.28,13.06788879,459.3584181,26.67
730,1720,KHANUN,17101406,18.0,118.0,24,2.25e-05,975.0,55.0,4.35,13.06757369,491.6478433,32.43
731,1723,DAMREY,17103106,11.2,125.9,-24,1.41e-05,1006.0,0.0,3.43,0.0,656.5610348,0.0
732,1723,DAMREY,17103109,11.3,125.3,-21,1.42e-05,1007.0,0.0,5.22,22.14339227,597.1441558,0.0
733,1723,DAMREY,17103112,11.4,124.7,-18,1.44e-05,1008.0,0.0,6.02,22.13585386,539.4446846,0.0
734,1723,DAMREY,17103115,11.55,123.95,-15,1.46e-05,1007.0,0.0,5.16,27.8250536,468.6396053,24.45
735,1723,DAMREY,17103118,11.7,123.2,-12,1.47e-05,1006.0,0.0,4.36,27.81067105,402.8566874,20.4
736,1723,DAMREY,17103121,11.8,122.75,-9,1.49e-05,1007.0,0.0,3.44,16.75832193,365.9606124,18.27
737,1723,DAMREY,17110100,11.9,122.3,-6,1.5e-05,1008.0,0.0,3.78,16.7524869,332.630778,21.42
738,1723,DAMREY,17110103,11.9,121.65,-3,1.5e-05,1007.0,0.0,4.18,23.60087642,308.7549817,30.54
739,1723,DAMREY,17110106,11.9,121.0,0,1.5e-05,1006.0,0.0,4.52,23.60087642,300.0701044,42.12
740,1723,DAMREY,17110109,11.95,120.25,3,1.51e-05,1005.0,0.0,5.26,27.28949899,305.1204162,36.99
741,1723,DAMREY,17110112,12.0,119.5,6,1.51e-05,1004.0,0.0,5.19,27.28447172,330.9835544,28.26
742,1723,DAMREY,17110115,12.1,119.05,9,1.52e-05,1003.0,0.0,5.04,16.7406716,348.4892654,30.39
743,1723,DAMREY,17110118,12.2,118.6,12,1.54e-05,1002.0,0.0,4.17,16.73469136,371.9580108,20.13
744,1723,DAMREY,17110121,12.35,118.15,15,1.56e-05,1001.0,17.5,3.53,17.22927488,396.7625442,13.08
745,1723,DAMREY,17110200,12.5,117.7,18,1.57e-05,1000.0,35.0,3.24,17.220377,426.3344186,9.06
746,1723,DAMREY,17110203,12.7,117.25,21,1.6e-05,998.0,37.5,2.99,17.89048341,457.0740472,10.86
747,1723,DAMREY,17110206,12.9,116.8,24,1.62e-05,996.0,40.0,2.69,17.87874209,491.6349247,13.53
748,1724,HAIKUI,17110815,11.7,126.35,-24,1.47e-05,1005.0,0.0,4.13,0.0,667.9970278,0.0
749,1724,HAIKUI,17110818,12.1,125.6,-21,1.52e-05,1004.0,0.0,2.4,30.97358519,574.3263632,0.0
750,1724,HAIKUI,17110821,12.4,124.95,-18,1.56e-05,1005.0,0.0,2.45,26.03922536,495.902524,0.69
751,1724,HAIKUI,17110900,12.7,124.3,-15,1.6e-05,1006.0,0.0,2.37,26.01443846,417.6875953,1.74
752,1724,HAIKUI,17110903,13.0,123.55,-12,1.64e-05,1005.0,0.0,2.61,29.29918779,330.5465911,3.6
753,1724,HAIKUI,17110906,13.3,122.8,-9,1.67e-05,1004.0,0.0,2.64,29.26854214,244.3880429,6.57
754,1724,HAIKUI,17110909,13.55,122.15,-6,1.7e-05,1004.0,0.0,4.61,25.20544721,172.2109836,12.87
755,1724,HAIKUI,17110912,13.8,121.5,-3,1.73e-05,1004.0,0.0,5.04,25.18232647,105.3435278,21.06
756,1724,HAIKUI,17110915,14.1,120.9,0,1.77e-05,1004.0,0.0,4.41,24.27762926,56.64976819,44.79
757,1724,HAIKUI,17110918,14.4,120.3,3,1.81e-05,1004.0,0.0,3.6,24.25215356,76.96753567,52.92
758,1724,HAIKUI,17110921,14.7,119.75,6,1.85e-05,1003.0,17.5,2.35,22.64583038,133.1032901,48.84
759,1724,HAIKUI,17111000,15.0,119.2,9,1.88e-05,1002.0,35.0,2.73,22.62200862,196.6025899,33.15
760,1724,HAIKUI,17111003,15.45,118.85,12,1.94e-05,1002.0,35.0,4.28,20.82752501,247.2838438,50.67
761,1724,HAIKUI,17111006,15.9,118.5,15,1.99e-05,1002.0,35.0,3.29,20.81115625,302.1578491,65.97
762,1724,HAIKUI,17111009,16.4,118.05,18,2.05e-05,1002.0,35.0,3.6,24.4682718,371.1706085,13.26
763,1724,HAIKUI,17111012,16.9,117.6,21,2.11e-05,1002.0,35.0,3.55,24.44118485,441.2377161,2.76
764,1724,HAIKUI,17111015,17.05,117.3,24,2.13e-05,1001.0,35.0,2.14,12.00239104,476.7061548,1.44
765,1726,KAI-TAK,17121606,12.1,126.0,-24,1.52e-05,998.0,35.0,2.99,0.0,612.7919487,0.0
