YYMMDDHH,PRECIP,WS10M
13042900,0.03,2.25
13042906,0.33999999999999997,2.52
13042912,0.04,2.59
13042918,0.0,2.1
13043000,0.0,1.83
13043006,0.0,1.94
13043012,0.0,1.31
13043018,0.0,2.07
13050100,0.0,1.67
13050106,0.0,0.45
13050112,0.35000000000000003,1.3
13050118,0.15000000000000002,1.85
13050200,0.22000000000000003,1.74
13050206,0.78,0.32
13050212,0.12,1.77
13050218,0.0,1.07
13050300,0.0,0.95
13050306,0.0,1.7
13050312,0.56,1.62
13050318,0.13,1.02
13050400,0.63,1.54
13050406,2.3,1.94
13050412,1.1400000000000001,1.9
13050418,0.54,2.24
13050500,0.25,2.68
13050506,0.44000000000000006,2.82
13050512,1.08,4.38
13050518,0.36000000000000004,3.72
13050600,0.48,2.32
13050606,1.6500000000000001,2.83
13050612,1.03,4.36
13050618,0.8200000000000001,3.28
13050700,0.67,2.59
13050706,1.35,2.71
13050712,0.56,4.23
13050718,0.31999999999999995,3.29
13050800,0.19,2.59
13050806,0.27,2.23
13050812,0.99,3.31
13050818,1.27,2.22
13050900,1.24,1.9
13050906,1.5,2.08
13050912,2.21,2.6
13050918,2.08,1.63
13051000,1.22,1.58
13051006,1.27,1.23
13051012,0.5,1.61
13051018,0.31,0.95
13051100,0.55,0.73
13051106,0.6699999999999999,0.84
13051112,2.41,2.23
13051118,2.8299999999999996,1.61
13051200,2.77,1.77
13051206,3.81,1.12
13051212,1.27,1.13
13051218,0.6699999999999999,1.45
13051300,0.42000000000000004,1.31
13051306,0.64,1.16
13051312,2.08,1.62
13051318,1.8,1.16
13051400,0.62,0.72
13051406,1.12,1.41
13051412,2.2199999999999998,1.9
13051418,2.25,1.36
13051500,1.21,0.2
13051506,2.3,1.36
13051512,1.29,1.78
13051518,0.8400000000000001,1.23
13051600,0.29000000000000004,1.66
13051606,0.4,2.02
13051612,0.34,3.24
13051618,0.32999999999999996,1.04
13051700,0.15999999999999998,0.87
13051706,0.12000000000000001,1.44
13051712,0.16,2.55
13051718,0.19,1.91
13051800,0.13,1.47
13051806,0.27,1.01
13051812,0.34,0.32
13051818,0.21999999999999997,1.42
13051900,0.060000000000000005,1.67
13051906,0.060000000000000005,1.25
13051912,0.12000000000000001,2.56
13051918,0.14,2.32
13052000,0.02,1.89
13052006,0.16,1.73
13052012,0.6900000000000001,2.14
13052018,0.45999999999999996,1.91
13052100,0.14,1.58
13052106,0.30000000000000004,1.17
13052112,0.25,1.82
13052118,0.2,1.86
13052200,0.12000000000000001,0.7
13052206,0.1,0.62
13052212,0.79,1.46
13052218,1.5199999999999998,1.15
13052300,0.8,1.06
13052306,1.17,0.67
13052312,2.6799999999999997,1.3
13052318,2.18,1.17
13052400,1.31,0.85
13052406,1.0,1.68
13052412,1.0299999999999998,1.35
13052418,1.0,1.37
13052500,0.74,0.81
13052506,0.52,1.49
13052512,1.33,0.46
13052518,1.3999999999999997,0.44
13052600,1.0299999999999998,0.65
13052606,1.28,0.97
13052612,3.12,1.45
13052618,4.02,1.08
13052700,1.26,1.28
13052706,1.3699999999999999,0.56
13052712,2.01,0.87
13052718,1.9700000000000002,0.99
13052800,0.5800000000000001,1.67
13052806,1.52,1.56
13052812,1.83,2.05
13052818,1.97,1.61
13052900,0.69,1.84
13052906,0.8500000000000001,2.13
13052912,1.7899999999999998,3.74
13052918,2.45,2.6
13053000,1.5,2.5
13053006,2.93,2.23
13053012,4.0600000000000005,3.47
13053018,3.1,1.69
13053100,2.4,1.79
13053106,1.86,1.56
13053112,0.9199999999999999,2.44
13053118,1.2399999999999998,1.74
13060100,0.38,1.61
13060106,0.49000000000000005,1.77
13060112,0.33,1.05
13060118,0.3,0.75
13060200,0.28,1.26
13060206,0.3,1.48
13060212,0.54,1.01
13060218,0.26,0.49
13060300,0.15,0.58
13060306,0.29,0.9
13060312,0.9299999999999999,0.72
13060318,1.4500000000000002,1.17
13060400,0.56,1.75
13060406,0.74,2.15
13060412,1.29,3.09
13060418,0.8099999999999999,2.11
13060500,0.4600000000000001,1.73
13060506,0.61,2.05
13060512,0.9299999999999999,2.88
13060518,1.0,2.41
13060600,0.7100000000000001,2.1
13060606,0.88,2.18
13060612,0.8600000000000001,3.13
13060618,0.47,2.27
13060700,0.5,1.71
13060706,0.63,1.63
13060712,2.6500000000000004,1.36
13060718,3.96,0.76
13060800,3.43,1.21
13060806,2.5799999999999996,1.32
13060812,4.17,2.96
13060818,3.0200000000000005,2.32
13060900,0.91,2.53
13060906,1.21,1.69
13060912,3.1500000000000004,3.15
13060918,3.0700000000000003,2.7
13061000,1.12,2.54
13061006,1.1099999999999999,2.48
13061012,2.2,2.97
13061018,3.2800000000000002,2.36
13061100,2.7299999999999995,1.89
13061106,2.75,1.4
13061112,3.5500000000000003,1.16
13061118,6.04,1.55
13061200,6.129999999999999,1.03
13061206,4.71,1.64
13061212,5.249999999999999,1.58
13061218,8.54,1.41
13061300,6.619999999999999,1.57
13061306,9.6,1.17
13061312,9.18,3.02
13061318,9.09,0.83
13061400,4.74,1.76
13061406,3.6599999999999997,1.42
13061412,4.66,2.56
13061418,5.73,1.81
13061500,6.34,1.68
13061506,5.88,1.61
13061512,2.2,2.16
13061518,1.6,2
13061600,1.11,1.5
13061606,1.0999999999999999,0.5
13061612,1.9700000000000002,1.5
13061618,2.4199999999999995,1.46
13061700,1.8900000000000001,1.21
13061706,1.82,0.28
13061712,4.880000000000001,2.31
13061718,7.109999999999999,2.25
13061800,4.28,2.69
13061806,2.25,2.96
13061812,4.5600000000000005,5.02
13061818,5.71,3.66
13061900,1.78,2.71
13061906,2.37,2.38
13061912,3.82,3.64
13061918,4.1,2.75
13062000,1.68,2.8
13062006,2.32,3.52
13062012,1.1800000000000002,4.46
13062018,0.9800000000000001,3.46
13062100,0.32,2.92
13062106,0.33999999999999997,2.41
13062112,4.41,3.68
13062118,4.34,2.29
13062200,3.2399999999999998,1.88
13062206,2.16,1.74
13062212,1.6800000000000002,2.23
13062218,3.2,1.54
13062300,1.6400000000000001,1.27
13062306,0.36000000000000004,0.94
13062312,1.4400000000000002,1.33
13062318,0.64,1.19
13062400,0.37,0.83
13062406,0.16999999999999998,1.77
13062412,0.42,1.83
13062418,0.23,1.74
13062500,0.3,2.08
13062506,0.8,1.98
13062512,0.26,2.58
13062518,0.10999999999999999,1.89
13062600,0.02,1.96
13062606,0.01,1.81
13062612,0.01,1.08
13062618,0.0,1.33
13062700,0.0,1.46
13062706,0.0,1.27
13062712,0.8599999999999999,0.33
13062718,0.9299999999999999,0.38
13062800,0.53,0.44
13062806,0.22999999999999998,0.85
13062812,0.24,0.67
13062818,0.22,0.8
13062900,0.30000000000000004,1.29
13062906,1.17,1.8
13062912,10.42,2.77
13062918,14.98,2.44
13063000,27.799999999999997,4.47
13063006,32.77,6.04
13063012,5.55,4.2
13063018,6.01,1.85
13070100,1.4300000000000002,1.18
13070106,1.28,1.65
13070112,0.82,3.15
13070118,0.6499999999999999,1.93
13070200,0.48000000000000004,1.86
13070206,0.49999999999999994,1.51
13070212,4.3,2.84
13070218,5.430000000000001,2.1
13070300,4.930000000000001,2.27
13070306,5.88,1.63
13070312,5.28,2.24
13070318,3.92,2.43
13070400,2.73,2.33
13070406,2.3899999999999997,2.65
13070412,6.69,3.19
13070418,9.85,1.93
13070500,6.800000000000001,1.78
13070506,3.1699999999999995,2.11
13070512,1.75,2.38
13070518,3.89,1.51
13070600,3.0100000000000002,1.88
13070606,2.4099999999999997,2.16
13070612,2.29,2.98
13070618,3.3099999999999996,2.17
13070700,2.97,2.21
13070706,3.61,2.4
13070712,2.0999999999999996,2.77
13070718,1.3900000000000003,2.02
13070800,0.66,1.98
13070806,0.71,1.73
13070812,0.59,1.86
13070818,0.58,1.84
13070900,0.68,1.52
13070906,0.75,1.54
13070912,0.33,0.91
13070918,0.72,1.01
13071000,0.49000000000000005,1.42
13071006,0.45000000000000007,1.6
13071012,1.3299999999999998,0.84
13071018,2.7700000000000005,0.64
13071100,1.3599999999999999,1.42
13071106,1.29,2.47
13071112,0.49999999999999994,1.88
13071118,0.27,2
13071200,0.08,1.85
13071206,0.14,1.63
13071212,1.56,4.27
13071218,1.3699999999999999,2.8
13071300,1.27,2.4
13071306,1.5,1.92
13071312,2.57,2.93
13071318,3.21,1.6
13071400,3.07,1.82
13071406,3.2199999999999998,1.51
13071412,2.13,2.5
13071418,2.78,2.13
13071500,2.3,2.21
13071506,2.21,2.38
13071512,0.7500000000000001,2.9
13071518,0.79,1.53
13071600,0.8300000000000001,1.65
13071606,1.15,1.71
13071612,10.139999999999999,2.33
13071618,9.2,2.93
13071700,5.08,2.45
13071706,5.7,1.33
13071712,1.65,0.97
13071718,1.42,1.16
13071800,0.9100000000000001,1.74
13071806,1.13,1.53
13071812,0.42,2.43
13071818,0.30999999999999994,1.28
13071900,0.24000000000000002,1.16
13071906,0.29,1.08
13071912,3.6800000000000006,0.74
13071918,5.46,0.39
13072000,4.09,1.68
13072006,5.459999999999999,3.17
13072012,3.44,1.98
13072018,2.06,1.22
13072100,1.4200000000000002,1.68
13072106,2.44,1.23
13072112,3.45,2.24
13072118,3.02,1.81
13072200,0.8200000000000001,1.56
13072206,0.94,1.89
13072212,6.67,3.45
13072218,7.449999999999999,1.55
13072300,4.1899999999999995,2.19
13072306,4.39,1.13
13072312,7.1499999999999995,1.44
13072318,10.7,1.91
13072400,8.64,1.46
13072406,4.24,1.47
13072412,0.5800000000000001,3.21
13072418,1.2,1.76
13072500,0.27,1.46
13072506,0.33,0.64
13072512,0.22,2.2
13072518,0.33999999999999997,1.89
13072600,0.67,1.67
13072606,0.6699999999999999,1.86
13072612,3.06,1.94
13072618,4.79,1.37
13072700,1.19,1.51
13072706,0.89,1.23
13072712,1.5499999999999998,1.43
13072718,2.67,1.78
13072800,2.73,1.28
13072806,0.89,1.26
13072812,4.37,1.83
13072818,11.57,1.43
13072900,10.930000000000001,1.42
13072906,12.65,1.14
13072912,5.9399999999999995,1.2
13072918,5.25,1.08
13073000,2.57,1.6
13073006,3.0700000000000003,1.79
13073012,5.6899999999999995,1.97
13073018,7.069999999999999,1.08
13073100,8.129999999999999,1.78
13073106,4.99,1.23
13073112,14.46,2.8
13073118,18.07,1.53
13080100,5.1899999999999995,1.73
13080106,2.57,2.02
13080112,1.48,3.21
13080118,1.48,1.81
13080200,0.52,1.55
13080206,0.55,2.28
13080212,1.39,2.27
13080218,2.0300000000000002,1.17
13080300,2.0199999999999996,0.96
13080306,1.77,0.84
13080312,7.1,0.96
13080318,9.0,1.54
13080400,5.0600000000000005,1.72
13080406,4.029999999999999,1.82
13080412,2.7199999999999998,2.99
13080418,2.65,2.94
13080500,1.6600000000000001,2.96
13080506,2.14,3.38
13080512,5.01,4.24
13080518,8.84,2.23
13080600,6.27,2.29
13080606,6.66,2.39
13080612,1.77,2.58
13080618,1.2599999999999998,1.27
13080700,0.8200000000000001,1.6
13080706,1.1300000000000001,1.15
13080712,0.32999999999999996,1.91
13080718,0.13,1.37
13080800,0.13,1.57
13080806,0.27,1.65
13080812,4.4,1.84
13080818,4.67,1.57
13080900,4.55,1.61
13080906,5.23,1.73
13080912,3.1,2.55
13080918,2.7800000000000002,2.07
13081000,1.7,1.97
13081006,4.0,2.15
13081012,2.16,3.19
13081018,2.98,1.56
13081100,1.18,1.36
13081106,1.34,1.34
13081112,5.93,1.17
13081118,11.34,2.64
13081200,7.69,4.43
13081206,7.05,4.5
13081212,9.409999999999998,5.87
13081218,9.31,4.34
13081300,5.220000000000001,2.89
13081306,2.87,3.18
13081312,1.05,4.66
13081318,0.5900000000000001,1.93
13081400,0.18000000000000002,2.18
13081406,0.26,2.17
13081412,0.03,3.03
13081418,0.0,1.42
13081500,0.0,1.27
13081506,0.0,1.23
13081512,0.01,2.71
13081518,0.0,1.65
13081600,0.0,1.94
13081606,0.0,1.87
13081612,0.05,4.02
13081618,0.03,2.93
13081700,0.03,1.91
13081706,0.11000000000000001,2.94
13081712,3.49,4.64
13081718,5.98,2.99
13081800,1.8499999999999999,2.85
13081806,2.16,2.41
13081812,19.54,5.42
13081818,22.880000000000003,4.29
13081900,31.759999999999998,3.72
13081906,25.84,3.25
13081912,24.8,4.82
13081918,35.86,3.91
13082000,14.059999999999999,3.47
13082006,12.729999999999997,3.33
13082012,22.11,6.19
13082018,21.35,4.92
13082100,4.999999999999999,4.63
13082106,10.8,3.31
13082112,14.760000000000002,6.24
13082118,10.3,5.05
13082200,5.380000000000001,4.11
13082206,5.61,4.02
13082212,2.66,5.77
13082218,4.609999999999999,2.79
13082300,2.2600000000000002,1.97
13082306,2.3,1.6
13082312,2.12,3.83
13082318,4.2299999999999995,2.07
13082400,2.6799999999999997,1.79
13082406,1.7700000000000002,2.09
13082412,4.24,3.67
13082418,5.780000000000001,2.13
13082500,3.01,2.37
13082506,2.19,1.16
13082512,2.44,2.37
13082518,2.67,1.77
13082600,1.57,0.79
13082606,1.9200000000000002,2.76
13082612,1.5700000000000003,4.08
13082618,1.7899999999999998,3.34
13082700,0.74,2.22
13082706,2.01,2.36
13082712,2.17,4.13
13082718,1.1600000000000001,2.96
13082800,0.66,2.3
13082806,0.5700000000000001,2.77
13082812,0.27,4.57
13082818,0.04,2.43
13082900,0.0,1.83
13082906,0.09000000000000001,1.47
13082912,0.04,2.79
13082918,0.0,1.68
13083000,0.01,1.34
13083006,0.04,0.82
13083012,0.0,1.44
13083018,0.0,1.57
13083100,0.0,1.51
13083106,0.0,1.45
13083112,0.0,2.03
13083118,0.0,1.47
13090100,0.0,1.76
13090106,0.0,1.26
13090112,0.36,1.64
13090118,0.24000000000000002,1.79
13090200,0.060000000000000005,1.66
13090206,0.12000000000000001,1.66
13090212,0.05,1.99
13090218,0.0,1.58
13090300,0.0,1.53
13090306,0.0,0.65
13090312,0.6900000000000001,0.64
13090318,0.95,0.68
13090400,0.41,1.35
13090406,1.55,0.53
13090412,5.98,0.82
13090418,6.98,0.63
13090500,1.6300000000000001,0.69
13090506,3.85,0.99
13090512,1.7000000000000002,1.34
13090518,1.2900000000000003,0.65
13090600,0.44000000000000006,1.29
13090606,0.74,1.72
13090612,2.21,1.74
13090618,2.6800000000000006,1.73
13090700,1.04,1.99
13090706,1.3699999999999999,2.15
13090712,3.43,2.83
13090718,4.99,1.76
13090800,3.76,1.56
13090806,5.5,1.43
13090812,6.140000000000001,2.33
13090818,5.890000000000001,1.55
13090900,3.17,1.8
13090906,4.96,2.09
13090912,2.7,2.9
13090918,4.34,1.96
13091000,2.85,1.73
13091006,5.33,1.13
13091012,10.8,1.56
13091018,4.940000000000001,0.8
13091100,0.6000000000000001,1.92
13091106,0.4,1.36
13091112,0.8200000000000001,2.09
13091118,1.9800000000000002,1.98
13091200,2.25,2.03
13091206,2.2,1.67
13091212,4.22,1.6
13091218,2.71,2.36
13091300,1.58,2.59
13091306,1.5499999999999998,1.73
13091312,4.4,3.18
13091318,3.8100000000000005,2.72
13091400,0.99,2.56
13091406,0.9500000000000002,2.45
13091412,2.42,4.78
13091418,3.18,3.69
13091500,3.5500000000000003,3.35
13091506,3.73,3.19
13091512,8.81,4.3
13091518,14.26,2.67
13091600,4.59,2.27
13091606,3.66,2.24
13091612,3.2,3.4
13091618,5.92,1.5
13091700,4.75,1.72
13091706,2.1,1.83
13091712,1.7499999999999998,3.55
13091718,2.55,1.78
13091800,1.91,1.95
13091806,1.57,1.44
13091812,1.7200000000000002,4.66
13091818,1.5999999999999999,2.44
13091900,1.56,2.49
13091906,1.32,2.48
13091912,5.220000000000001,4.08
13091918,5.74,3.94
13092000,2.17,4.38
13092006,1.9499999999999997,4.83
13092012,3.7199999999999998,6.66
13092018,4.07,6.18
13092100,2.42,6.46
13092106,3.2399999999999998,5.98
13092112,6.550000000000001,8.28
13092118,7.8500000000000005,6.02
13092200,6.11,5.29
13092206,5.04,3.7
13092212,22.85,5.78
13092218,26.4,4.44
13092300,8.829999999999998,5.09
13092306,14.82,3.75
13092312,13.45,4.01
13092318,8.930000000000001,1.98
13092400,3.55,2.25
13092406,6.71,1.8
13092412,4.77,2.55
13092418,6.09,2.18
13092500,5.0,1.84
13092506,5.16,1.85
13092512,3.13,2.21
13092518,2.99,1.46
13092600,3.9600000000000004,0.34
13092606,3.7700000000000005,3.25
13092612,5.15,5.2
13092618,4.659999999999999,1.45
13092700,2.0300000000000002,1.65
13092706,2.62,1.79
13092712,5.83,2.97
13092718,5.22,1.67
13092800,2.29,1.46
13092806,2.42,1.15
13092812,6.43,2.75
13092818,9.860000000000001,1.3
13092900,3.67,1.95
13092906,4.15,1.4
13092912,2.84,1.77
13092918,2.4699999999999998,1.43
13093000,1.41,1.73
13093006,1.49,1.81
13093012,2.58,1.32
13093018,2.66,2.23
13100100,2.0700000000000003,1.61
13100106,2.87,1.7
13100112,4.7299999999999995,2.65
13100118,3.08,1.31
13100200,1.03,1.14
13100206,1.24,1.08
13100212,2.27,2.88
13100218,2.3600000000000003,1.9
13100300,1.8100000000000003,2.41
13100306,2.0999999999999996,1.41
13100312,0.96,3.1
13100318,0.6,2.53
13100400,0.66,2.4
13100406,0.9900000000000001,1.26
13100412,0.77,2.7
13100418,0.6000000000000001,1.81
13100500,0.27,1.68
13100506,0.14,1.46
13100512,0.01,3.26
13100518,0.0,2.3
13100600,0.0,1.95
13100606,0.01,1.63
13100612,0.03,3.92
13100618,0.07999999999999999,2.68
13100700,0.0,2.49
13100706,0.15,2.3
13100712,0.10999999999999997,3.45
13100718,0.05,2.44
13100800,0.07,2.11
13100806,0.13,1.93
13100812,0.9199999999999999,3.07
13100818,0.97,2.19
13100900,0.6,1.99
13100906,0.37999999999999995,1.66
13100912,1.36,2.04
13100918,2.02,1.15
13101000,1.22,1.16
13101006,1.3900000000000001,1.54
13101012,4.3100000000000005,1.98
13101018,4.96,1.27
13101100,1.9000000000000001,1.38
13101106,2.1,1.4
13101112,9.36,3.42
13101118,25.41,4.31
13101200,16.759999999999998,5.02
13101206,16.89,4.53
13101212,8.719999999999999,5.23
13101218,4.1899999999999995,3.12
13101300,0.86,2.04
13101306,0.59,1.24
13101312,1.92,3.17
13101318,1.4400000000000004,1.69
13101400,1.1,1.8
13101406,1.9300000000000002,2.18
13101412,0.48,3.28
13101418,0.18,1.95
13101500,0.12000000000000001,2.09
13101506,0.12000000000000001,1.6
13101512,4.73,2.49
13101518,6.46,2.08
13101600,4.3,2.36
13101606,6.62,1.61
13101612,13.88,2.77
13101618,12.39,2.9
13101700,6.050000000000001,2.84
13101706,4.1899999999999995,3.16
13101712,1.8,4.9
13101718,0.24000000000000005,2.84
13101800,0.0,2.55
13101806,0.05,2.29
13101812,2.27,3.42
13101818,4.6,2.29
13101900,5.5,2.11
13101906,8.38,1.92
13101912,4.1499999999999995,3.4
13101918,2.02,2.03
13102000,0.29000000000000004,1.8
13102006,0.03,1.66
13102012,0.47,2.83
13102018,0.9200000000000002,2.25
13102100,0.1,1.87
13102106,0.03,2.03
13102112,0.18,2.59
13102118,0.09999999999999999,1.56
13102200,0.2,1.66
13102206,0.16999999999999998,2.06
13102212,1.78,1.92
13102218,2.4699999999999998,0.38
13102300,5.77,1.18
13102306,3.29,1.93
13102312,0.45000000000000007,0.3
13102318,0.13,0.35
13102400,0.07,1.1
13102406,0.12000000000000001,1.04
13102412,0.09000000000000001,0.62
13102418,0.05,0.29
13102500,0.03,1.51
13102506,0.04,1.39
13102512,0.22000000000000003,0.74
13102518,0.27,0.44
13102600,0.33,1.77
13102606,1.19,2.26
13102612,4.83,3.8
13102618,3.56,3.27
13102700,2.28,2.85
13102706,2.2100000000000004,2.81
13102712,0.61,4.47
13102718,0.29000000000000004,3.21
13102800,0.0,2.78
13102806,0.21,2.64
13102812,1.18,4.41
13102818,0.21,2.69
13102900,0.35,2.44
13102906,0.01,2.13
13102912,0.0,3.71
13102918,0.0,2.27
13103000,0.0,2.22
13103006,0.0,1.92
13103012,0.05,2.65
13103018,0.060000000000000005,1.35
13103100,0.05,1.49
13103106,0.0,1.44
13103112,0.01,3.01
13103118,0.07,2.34
13110100,0.16,2.01
13110106,0.08,2.06
13110112,0.65,2.96
13110118,0.9500000000000001,1.9
13110200,0.7100000000000001,1.87
13110206,1.4700000000000002,2.31
13110212,4.29,2.59
13110218,4.45,2.09
13110300,3.2500000000000004,2.3
13110306,2.43,2.4
13110312,4.9,3.61
13110318,3.79,2.17
13110400,2.1,2.14
13110406,3.33,2.22
13110412,3.01,3.51
13110418,2.82,2.43
13110500,2.8200000000000003,3.16
13110506,3.1900000000000004,3.64
13110512,6.43,4.35
13110518,7.3,3.58
13110600,4.42,3.01
13110606,1.93,2.79
13110612,0.7000000000000001,4.51
13110618,1.12,2.57
13110700,1.71,2.74
13110706,0.3600000000000001,2.67
13110712,4.17,5.42
13110718,5.17,3.07
13110800,6.239999999999999,3.6
13110806,6.289999999999999,4.76
13110812,19.7,7.64
13110818,20.42,9.21
13110900,16.47,8.79
13110906,17.8,7.58
13110912,4.54,5.43
13110918,3.34,3.57
13111000,1.77,2.85
13111006,0.82,2.68
13111012,1.1,5.22
13111018,0.54,2.69
13111100,1.42,2.59
13111106,2.2,2.93
13111112,3.04,6.43
13111118,2.5999999999999996,3.74
13111200,2.12,2.86
13111206,2.0900000000000003,2.96
13111212,6.21,5.48
13111218,3.43,3.41
13111300,6.02,3.48
13111306,9.670000000000002,3.44
13111312,5.82,4.83
13111318,2.26,2.62
13111400,1.5100000000000002,2.48
13111406,4.02,2.17
13111412,3.32,2.91
13111418,2.6999999999999997,2.34
13111500,2.3899999999999997,2.38
13111506,1.51,2.26
13111512,2.21,3.77
13111518,1.63,2.46
13111600,0.36000000000000004,2.38
13111606,0.7300000000000001,2.32
13111612,0.6600000000000001,4.04
13111618,0.29,2.68
13111700,0.15000000000000002,2.3
13111706,0.33999999999999997,2.44
13111712,0.21999999999999997,3.64
13111718,0.12,2.36
13111800,0.12000000000000001,2.53
13111806,0.58,2.7
13111812,2.09,4.59
13111818,3.6399999999999997,2.9
13111900,4.989999999999999,2.97
13111906,3.96,3.55
13111912,5.16,5.69
13111918,5.33,3.96
13112000,2.85,3.52
13112006,3.46,3.42
13112012,4.31,5.47
13112018,4.619999999999999,3.65
13112100,6.120000000000001,2.93
13112106,4.76,2.91
13112112,4.09,5.12
13112118,3.64,3.01
13112200,3.55,2.62
13112206,5.41,2.59
13112212,7.03,4.16
13112218,5.819999999999999,2.8
13112300,2.27,2.39
13112306,5.03,2.54
13112312,6.58,3.91
13112318,6.550000000000001,3.41
13112400,3.2999999999999994,2.83
13112406,2.9000000000000004,2.97
13112412,2.36,4.11
13112418,1.86,2.22
13112500,0.6199999999999999,1.95
13112506,1.1,1.89
13112512,1.6700000000000002,1.48
13112518,0.69,0.86
13112600,0.8300000000000001,1.71
13112606,1.16,1.96
13112612,2.33,3.41
13112618,2.0300000000000002,2.24
13112700,0.8900000000000001,2.1
13112706,0.8099999999999999,1.99
13112712,3.17,2.83
13112718,1.9899999999999998,2.06
13112800,1.94,1.95
13112806,1.9100000000000001,1.9
13112812,0.76,2.68
13112818,0.45,2.2
13112900,0.33,1.91
13112906,0.8300000000000001,2.6
13112912,8.11,5.34
13112918,5.42,4.22
13113000,1.27,3.79
13113006,3.4300000000000006,3.66
13113012,8.6,5.43
13113018,7.1,3.47
13120100,2.14,2.67
13120106,6.35,2.75
13120112,7.52,4.34
13120118,4.1899999999999995,2.1
13120200,3.84,1.92
13120206,2.4799999999999995,1.9
13120212,1.8499999999999999,4.56
13120218,2.94,3.58
13120300,3.39,3.69
13120306,3.55,3.86
13120312,2.36,5.02
13120318,2.14,3.09
13120400,2.0300000000000002,3.28
13120406,2.25,3.04
13120412,3.1700000000000004,3.95
13120418,3.96,2.58
13120500,2.23,3.39
13120506,0.9499999999999998,3.35
13120512,0.39,4.87
13120518,1.19,3.4
13120600,0.93,3.16
13120606,0.37000000000000005,2.77
13120612,0.8799999999999999,4.04
13120618,1.81,2.74
13120700,1.1400000000000001,2.69
13120706,3.3800000000000003,2.44
13120712,5.58,3.81
13120718,5.17,2.41
13120800,3.99,2.06
13120806,3.7399999999999998,2.23
13120812,5.31,3.6
13120818,5.130000000000001,2.03
13120900,3.3900000000000006,1.84
13120906,3.52,1.49
13120912,2.16,0.87
13120918,2.08,0.42
13121000,2.31,1.25
13121006,2.4499999999999997,1.74
13121012,2.8999999999999995,2.58
13121018,2.7800000000000002,2.22
13121100,2.44,2.11
13121106,3.12,1.93
13121112,6.19,3.43
13121118,6.84,2.42
13121200,7.66,2.39
13121206,11.010000000000002,2.11
13121212,16.82,3.97
13121218,9.709999999999999,3.49
13121300,2.9200000000000004,2.76
13121306,5.129999999999999,2.99
13121312,5.609999999999999,4.35
13121318,3.0199999999999996,2.7
13121400,2.1599999999999997,2.41
13121406,1.53,2.6
13121412,2.91,5.3
13121418,4.95,3.6
13121500,5.89,2.73
13121506,6.03,2.48
13121512,3.0999999999999996,4.6
13121518,2.91,2.88
13121600,1.56,3.07
13121606,2.12,3.18
13121612,1.58,4.41
13121618,1.9800000000000002,1.97
13121700,2.02,1.92
13121706,2.63,1.59
13121712,0.3900000000000001,1.56
13121718,0.14,1.45
13121800,0.13,1.03
13121806,0.13,1.39
13121812,0.7200000000000001,0.92
13121818,0.8300000000000001,1.36
13121900,0.55,1.83
13121906,1.01,2.34
13121912,3.1500000000000004,2.72
13121918,3.3600000000000003,1.63
13122000,3.87,2.09
13122006,6.54,1.72
13122012,3.7,3.14
13122018,2.11,1.8
13122100,3.5200000000000005,2.28
13122106,3.6599999999999997,1.01
13122112,3.7100000000000004,3.66
13122118,3.56,2.33
13122200,4.029999999999999,1.89
13122206,4.8100000000000005,1.99
13122212,1.21,3.42
13122218,0.85,3.11
13122300,0.47,2.86
13122306,0.49000000000000005,2.25
13122312,1.67,4.01
13122318,1.76,1.98
13122400,1.2299999999999998,2.22
13122406,1.0199999999999998,2.16
13122412,0.5800000000000001,3.32
13122418,0.51,1.98
13122500,0.21,2.11
13122506,0.5,1.98
13122512,0.19,2.73
13122518,0.14,1.55
13122600,0.060000000000000005,1.61
13122606,0.060000000000000005,1.77
13122612,3.4499999999999997,1.23
13122618,2.8200000000000003,1.2
13122700,2.12,1.88
13122706,3.87,2.42
13122712,3.55,3.94
13122718,1.43,2.69
13122800,1.3099999999999998,3.2
13122806,3.18,3.6
13122812,1.32,4.77
13122818,1.0,3.16
13122900,0.2,2.7
13122906,0.25,2.54
13122912,0.41,5.01
13122918,0.19000000000000003,3.57
13123000,0.05,3.11
13123006,0.09999999999999999,2.9
13123012,0.30000000000000004,4.34
13123018,0.18000000000000002,2.5
13123100,0.03,2.57
13123106,0.15,2.24
13123112,0.03,3.46
13123118,0.0,2.46
14010100,0.0,2.58
14010106,0.0,2.6
14010112,0.0,3.84
14010118,0.0,2.71
14010200,0.0,2.8
14010206,0.0,2.79
14010212,0.0,4.28
14010218,0.0,2.35
14010300,0.0,2.43
14010306,0.0,2.23
14010312,0.07,2.17
14010318,0.02,2.17
14010400,0.0,2.28
14010406,0.06999999999999999,2.22
14010412,0.09000000000000001,1.51
14010418,0.25,1.98
14010500,0.8,2.29
14010506,1.2899999999999998,2.52
14010512,1.0399999999999998,4.59
14010518,0.43000000000000005,3.16
14010600,0.07,3.27
14010606,0.5800000000000001,3.07
14010612,0.38,4.83
14010618,0.33999999999999997,2.89
14010700,0.13,2.7
14010706,0.46,2.93
14010712,0.38,4.49
14010718,0.13,2.69
14010800,0.03,2.81
14010806,0.0,2.66
14010812,0.0,3.93
14010818,0.0,2.74
14010900,0.0,2.51
14010906,0.0,2.73
14010912,0.0,4.74
14010918,0.03,3.12
14011000,0.07,3.84
14011006,0.41000000000000003,3.47
14011012,0.21,6.7
14011018,0.13,4.46
14011100,0.07,4.02
