YYMMDDHH,PRECIP,WS10M
10011300,0.39,3.03
10011303,0.53,3.01
10011306,0.4,3.82
10011309,0.34,6.25
10011312,0.35,6.41
10011315,0.29000000000000004,6.25
10011318,0.21000000000000002,5.01
10011321,0.08,5.27
10011400,0.16,4.8
10011403,0.26,4.16
10011406,0.35000000000000003,4.36
10011409,0.14,7.01
10011412,0.31,7.09
10011415,0.22,6.76
10011418,0.09000000000000001,5.31
10011421,0.11000000000000001,5.28
10011500,0.1,4.42
10011503,0.12000000000000001,3.56
10011506,0.19,3.84
10011509,0.18,6.56
10011512,0.2,6.86
10011515,0.12,6.41
10011518,0.11000000000000001,4.63
10011521,0.18,4.3
10011600,0.2,3.49
10011603,0.21000000000000002,3.12
10011606,0.17,3.43
10011609,0.44,5.76
10011612,0.52,5.58
10011615,0.39,5.32
10011618,0.43,4.18
10011621,0.9099999999999999,4.17
10011700,1.73,4.17
10011703,1.73,4.31
10011706,1.3599999999999999,4.63
10011709,4.05,5.29
10011712,6.9,6.32
10011715,4.82,5.82
10011718,3.23,4.69
10011721,3.6100000000000003,4.63
10011800,2.1799999999999997,4.69
10011803,0.97,4.52
10011806,0.9000000000000001,4.38
10011809,3.04,5.76
10011812,5.029999999999999,6.11
10011815,3.66,5.1
10011818,1.68,4.06
10011821,0.6799999999999999,4.23
10011900,0.65,3.91
10011903,0.6,3.29
10011906,0.65,3.89
10011909,1.13,6.53
10011912,0.8200000000000001,7.05
10011915,0.14,6.32
10011918,0.15000000000000002,4.49
10011921,0.11,4.53
10012000,0.4,3.83
10012003,0.9299999999999999,3.06
10012006,1.12,3.38
10012009,1.08,6
10012012,0.29000000000000004,6.26
10012015,0.04,5.39
10012018,0.0,3.28
10012021,0.0,3.05
10012100,0.02,2.79
10012103,0.05,2.54
10012106,0.24,2.71
10012109,0.41000000000000003,5.12
10012112,0.27,5.23
10012115,0.03,4.94
10012118,0.01,3.26
10012121,0.0,2.98
10012200,0.060000000000000005,2.66
10012203,0.17,2.54
10012206,0.27,2.76
10012209,0.16,5.19
10012212,0.08,5.42
10012215,0.11000000000000001,4.63
10012218,0.03,3.34
10012221,0.0,3.25
10012300,0.04,2.61
10012303,0.09,2.5
10012306,0.11,2.78
10012309,0.64,5.27
10012312,0.69,5.38
10012315,0.34,4.92
10012318,0.2,3.37
10012321,0.23,3.31
10012400,0.6399999999999999,3.17
10012403,0.9299999999999999,3.37
10012406,0.72,3.37
10012409,0.45,4.87
10012412,0.32999999999999996,4.53
10012415,0.16,4.31
10012418,0.02,3.35
10012421,0.04,3.45
10012500,0.05,3.27
10012503,0.21000000000000002,3.1
10012506,0.4,2.74
10012509,0.49,4.81
10012512,0.32,5.15
10012515,0.24,4.97
10012518,0.30000000000000004,3.11
10012521,0.8,3.51
10012600,1.03,2.82
10012603,0.97,2.46
10012606,1.21,3.57
10012609,0.7100000000000001,6.5
10012612,0.22000000000000003,6.39
10012615,0.08,5.99
10012618,0.06,4.23
10012621,0.12,4.12
10012700,0.16999999999999998,3.16
10012703,0.16,2.66
10012706,0.1,3.06
10012709,0.16999999999999998,5.64
10012712,0.23,5.77
10012715,0.26,5.2
10012718,0.30000000000000004,2.93
10012721,0.07,2.74
10012800,0.15000000000000002,2.21
10012803,0.19,2.21
10012806,0.14,2.58
10012809,0.01,4.44
10012812,0.0,4.44
10012815,0.0,4.65
10012818,0.0,2.83
10012821,0.0,2.55
10012900,0.0,2.13
10012903,0.02,2.27
10012906,0.03,2.54
10012909,0.01,4.89
10012912,0.0,4.93
10012915,0.0,4.88
10012918,0.0,3.06
10012921,0.0,2.68
10013000,0.0,2.62
10013003,0.0,2.45
10013006,0.0,2.87
10013009,0.0,4.74
10013012,0.01,4.61
10013015,0.04,5.08
10013018,0.06,3.56
10013021,0.16,2.99
10013100,0.16,2.43
10013103,0.08,2.12
10013106,0.06,2.07
10013109,0.12000000000000001,3.97
10013112,0.1,3.92
10013115,0.22000000000000003,4.06
10013118,0.2,3.12
10013121,0.01,2.44
10020100,0.0,1.98
10020103,0.0,2.05
10020106,0.06,2.21
10020109,0.04,2.94
10020112,0.0,2.36
10020115,0.0,2.43
10020118,0.0,2.92
10020121,0.0,2.48
10020200,0.0,1.89
10020203,0.0,1.92
10020206,0.0,2.26
10020209,0.09,3.2
10020212,0.04,3.27
10020215,0.07,3.69
10020218,0.04,3.18
10020221,0.0,2.59
10020300,0.0,1.9
10020303,0.03,1.83
10020306,0.12,2.17
10020309,0.04,3.4
10020312,0.0,3.24
10020315,0.0,3.9
10020318,0.0,3.26
10020321,0.0,2.69
10020400,0.0,2.2
10020403,0.0,2.14
10020406,0.0,2.32
10020409,0.0,3.42
10020412,0.0,3.79
10020415,0.0,3.89
10020418,0.0,3.13
10020421,0.0,2.55
10020500,0.0,2.05
10020503,0.0,2.05
10020506,0.0,2.26
10020509,0.0,3.33
10020512,0.0,3.44
10020515,0.0,3.73
10020518,0.0,3.1
10020521,0.0,2.68
10020600,0.0,2.19
10020603,0.0,2.22
10020606,0.0,2.31
10020609,0.04,3.85
10020612,0.05,4.31
10020615,0.04,4.23
10020618,0.0,3.18
10020621,0.0,2.71
10020700,0.0,2.25
10020703,0.0,2.15
10020706,0.0,2.09
10020709,0.0,2.46
10020712,0.0,2.51
10020715,0.0,3.26
10020718,0.0,3.13
10020721,0.0,2.59
10020800,0.0,2.14
10020803,0.0,2.36
10020806,0.0,2.41
10020809,0.0,3.76
10020812,0.0,4.06
10020815,0.0,4.31
10020818,0.0,3.24
10020821,0.0,2.79
10020900,0.0,2.53
10020903,0.0,2.23
10020906,0.0,2.72
10020909,0.19,4.87
10020912,0.53,5.26
10020915,0.72,5.41
10020918,0.49,3.59
10020921,0.97,3.22
10021000,0.5800000000000001,2.74
10021003,0.39,2.65
10021006,0.3,3.3
10021009,0.22,4.93
10021012,0.02,4.51
10021015,0.0,4.5
10021018,0.0,3.57
10021021,0.0,3.29
10021100,0.01,2.88
10021103,0.05,2.6
10021106,0.01,2.89
10021109,0.0,3.76
10021112,0.0,3.98
10021115,0.0,4.43
10021118,0.0,3.09
10021121,0.0,2.81
10021200,0.0,2.31
10021203,0.0,2.19
10021206,0.0,2.36
10021209,0.0,3.66
10021212,0.0,3.68
10021215,0.0,4.19
10021218,0.0,3.42
10021221,0.01,2.84
10021300,0.06,2.36
10021303,0.060000000000000005,2.57
10021306,0.05,2.78
10021309,0.05,4.86
10021312,0.0,5.21
10021315,0.0,5.35
10021318,0.0,3.4
10021321,0.05,3.48
10021400,0.08,2.63
10021403,0.09000000000000001,2.49
10021406,0.060000000000000005,2.74
10021409,0.01,4.52
10021412,0.0,4.25
10021415,0.0,4.22
10021418,0.0,3.45
10021421,0.0,3.01
10021500,0.03,2.59
10021503,0.0,2.2
10021506,0.01,2.53
10021509,0.79,3.53
10021512,0.93,3.32
10021515,0.73,3.6
10021518,0.13,3.49
10021521,0.0,2.81
10021600,0.0,2.35
10021603,0.0,2.08
10021606,0.12000000000000001,2.14
10021609,0.43,3.82
10021612,0.11,4.23
10021615,0.04,4.46
10021618,0.01,3.43
10021621,0.0,2.84
10021700,0.17,2.66
10021703,0.29000000000000004,2.48
10021706,0.26,2.63
10021709,0.05,4.4
10021712,0.0,4.69
10021715,0.0,4.38
10021718,0.0,3.11
10021721,0.0,2.35
10021800,0.0,2.13
10021803,0.0,2.19
10021806,0.0,2.41
10021809,0.0,3.82
10021812,0.0,4.53
10021815,0.0,4.57
10021818,0.0,3.17
10021821,0.0,2.63
10021900,0.0,2.64
10021903,0.0,2.24
10021906,0.0,2.11
10021909,0.0,2.8
10021912,0.0,2.63
10021915,0.0,3.11
10021918,0.0,2.43
10021921,0.0,2.09
10022000,0.0,1.97
10022003,0.0,1.91
10022006,0.0,1.93
10022009,0.09,1.88
10022012,0.11,1.86
10022015,0.060000000000000005,1.67
10022018,0.01,1.64
10022021,0.0,1.64
10022100,0.02,2.06
10022103,0.1,2.14
10022106,0.1,2.18
10022109,0.3,2.87
10022112,0.11,1.95
10022115,0.02,1.8
10022118,0.0,2.47
10022121,0.0,2.45
10022200,0.0,2.19
10022203,0.05,1.89
10022206,0.08,2.44
10022209,0.04,2.5
10022212,0.0,0.98
10022215,0.0,0.94
10022218,0.0,1.34
10022221,0.0,0.44
10022300,0.0,0.52
10022303,0.0,1.19
10022306,0.0,1.89
10022309,0.0,2.1
10022312,0.0,1.96
10022315,0.0,2.31
10022318,0.0,2.34
10022321,0.0,1.79
10022400,0.0,1.94
10022403,0.0,2.27
10022406,0.0,2.87
10022409,0.0,3.6
10022412,0.0,3.28
10022415,0.0,3.13
10022418,0.0,2.88
10022421,0.0,2.96
10022500,0.0,2.43
10022503,0.0,2.44
10022506,0.0,2.75
10022509,0.48,3.41
10022512,0.33,3.19
10022515,0.12000000000000001,3.25
10022518,0.02,3.24
10022521,0.0,2.86
10022600,0.0,2.16
10022603,0.0,1.94
10022606,0.0,2.33
10022609,0.0,2.86
10022612,0.0,3.06
10022615,0.0,3.25
10022618,0.0,3.17
10022621,0.0,2.84
10022700,0.0,2.16
10022703,0.0,2.02
10022706,0.0,2.6
10022709,0.0,3.66
10022712,0.0,3.61
10022715,0.0,3.65
10022718,0.0,3.41
10022721,0.0,2.85
10022800,0.0,2.44
10022803,0.0,2.32
10022806,0.0,2.56
10022809,0.0,4.53
10022812,0.0,4.92
10022815,0.0,4.8
10022818,0.0,3.61
10022821,0.0,3.24
10030100,0.0,2.97
10030103,0.0,2.81
10030106,0.0,2.92
10030109,0.0,4.21
10030112,0.0,4.21
10030115,0.0,4.17
10030118,0.0,3.39
10030121,0.0,2.76
10030200,0.0,2.2
10030203,0.0,2.16
10030206,0.0,2.29
10030209,0.0,2.38
10030212,0.0,2.07
10030215,0.0,2
10030218,0.0,2.01
10030221,0.0,1.59
10030300,0.0,1.6
10030303,0.0,1.77
10030306,0.0,2.25
10030309,0.0,2.68
10030312,0.0,3.12
10030315,0.0,3.82
10030318,0.0,3.86
10030321,0.0,3.16
10030400,0.0,2.38
10030403,0.0,2.12
10030406,0.0,2.4
10030409,0.0,2.99
10030412,0.0,3.44
10030415,0.0,3.86
10030418,0.0,3.46
10030421,0.0,3.24
10030500,0.0,2.51
10030503,0.0,2.45
10030506,0.0,2.82
10030509,0.0,4.47
10030512,0.0,4.85
10030515,0.0,4.52
10030518,0.0,3.45
10030521,0.0,3.36
10030600,0.0,2.48
10030603,0.0,2.1
10030606,0.0,2.31
10030609,0.0,3.73
10030612,0.02,3.39
10030615,0.0,3.45
10030618,0.0,2.77
10030621,0.0,2.53
10030700,0.0,2.22
10030703,0.0,1.95
10030706,0.0,2.1
10030709,0.28,2.83
10030712,0.06999999999999999,2.9
10030715,0.03,3.22
10030718,0.02,3.09
10030721,0.0,2.71
10030800,0.02,2.26
10030803,0.05,2.07
10030806,0.0,2.52
10030809,0.0,3.71
10030812,0.0,4.27
10030815,0.24,4.06
10030818,0.4,3.32
10030821,0.56,2.76
10030900,0.29,2.37
10030903,0.15000000000000002,1.93
10030906,0.02,2.08
10030909,0.0,2.32
10030912,0.0,1.99
10030915,0.0,1.99
10030918,0.01,1.43
10030921,0.0,1.38
10031000,0.0,1.89
10031003,0.0,2.13
10031006,0.08,2.41
10031009,0.17,4.16
10031012,0.27,4.54
10031015,0.29,6.13
10031018,0.41000000000000003,4.57
10031021,0.51,3.98
10031100,0.65,3.74
10031103,0.56,4.18
10031106,0.66,3.86
10031109,2.38,5.43
10031112,2.01,5.88
10031115,1.3399999999999999,6.08
10031118,0.96,4.54
10031121,0.5700000000000001,4.3
10031200,0.69,3.68
10031203,1.43,3.19
10031206,1.93,3.18
10031209,1.3800000000000001,4.84
10031212,1.4100000000000001,5.81
10031215,1.41,5.91
10031218,1.1400000000000001,3.51
10031221,1.15,2.67
10031300,1.12,2.16
10031303,1.13,2.06
10031306,1.41,2.1
10031309,0.68,3.55
10031312,0.31,4.19
10031315,0.25,4.31
10031318,0.25,3.1
10031321,0.23,2.46
10031400,0.23,2.23
10031403,0.24,2.35
10031406,0.22000000000000003,2.67
10031409,0.22,4.58
10031412,0.060000000000000005,5.12
10031415,0.0,5.16
10031418,0.0,3.63
10031421,0.0,3.24
10031500,0.06,2.68
10031503,0.16,2.4
10031506,0.18,2.6
10031509,0.30000000000000004,4.57
10031512,0.31,5.2
10031515,0.13,5.53
10031518,0.06,3.73
10031521,0.03,3.24
10031600,0.03,2.51
10031603,0.01,2.37
10031606,0.0,2.49
10031609,0.0,4.03
10031612,0.02,5.01
10031615,0.03,5.61
10031618,0.03,4.34
10031621,0.04,4.31
10031700,0.08,3.66
10031703,0.09,3.41
10031706,0.06,3.33
10031709,0.53,5.41
10031712,0.64,5.68
10031715,0.30000000000000004,5.45
10031718,0.47000000000000003,3.7
10031721,0.25,3.59
10031800,0.28,2.97
10031803,0.3,2.63
10031806,0.07999999999999999,2.97
10031809,0.13,5.28
10031812,0.14,5.52
10031815,0.39,5.33
10031818,0.32999999999999996,3.15
10031821,0.21000000000000002,2.57
10031900,0.51,2.41
10031903,0.8700000000000001,2.6
10031906,0.78,2.92
10031909,0.43000000000000005,4.95
10031912,0.03,4.84
10031915,0.01,4.72
10031918,0.0,3.71
10031921,0.0,2.91
10032000,0.0,2.59
10032003,0.0,2.54
10032006,0.03,2.68
10032009,0.08,4.33
10032012,0.07,4.74
10032015,0.060000000000000005,4.9
10032018,0.01,3.59
10032021,0.0,2.82
10032100,0.07,2.55
10032103,0.06,2.59
10032106,0.06,3.04
10032109,0.65,4.8
10032112,1.42,5.37
10032115,1.78,5.49
10032118,1.01,3.82
10032121,0.7,3.79
10032200,0.37,3.68
10032203,0.19,3.37
10032206,0.19,3.24
10032209,0.46,5.11
10032212,0.16,5.21
10032215,0.03,5.01
10032218,0.0,3.49
10032221,0.0,2.96
10032300,0.0,2.67
10032303,0.04,2.56
10032306,0.18,2.75
10032309,0.16000000000000003,4.76
10032312,0.15,5.01
10032315,0.06,4.9
10032318,0.06,3.83
10032321,0.03,3.1
10032400,0.0,2.34
10032403,0.0,2.02
10032406,0.0,2.4
10032409,0.01,3.03
10032412,0.0,2.67
10032415,0.01,2.89
10032418,0.0,2.78
10032421,0.0,2.34
10032500,0.0,1.8
10032503,0.0,1.87
10032506,0.03,1.92
10032509,0.0,2.22
10032512,0.0,2.38
10032515,0.0,2.24
10032518,0.0,1.46
10032521,0.0,2.09
10032600,0.09,2.54
10032603,0.16,2.15
10032606,0.27,2.46
10032609,0.9199999999999999,5.19
10032612,0.87,6.27
10032615,0.32,6.31
10032618,0.28,4.41
10032621,0.76,3.97
10032700,0.98,4
10032703,0.74,3.79
10032706,0.52,3.74
10032709,0.29000000000000004,5.68
10032712,0.14,4.94
10032715,0.05,4.45
10032718,0.02,3.68
10032721,0.01,3.11
10032800,0.07,2.48
10032803,0.15,2.54
10032806,0.13,3
10032809,0.33999999999999997,4.78
10032812,0.64,4.54
10032815,0.48,4.52
10032818,0.13999999999999999,4.12
10032821,0.19,3.55
10032900,0.32,3.5
10032903,0.34,3.69
10032906,0.18,4.04
10032909,0.32999999999999996,6.14
10032912,0.9200000000000002,6.15
10032915,0.76,5.84
10032918,0.21,4.61
10032921,0.04,4.26
10033000,0.12000000000000001,3.15
10033003,0.15000000000000002,2.98
10033006,0.08,3.72
10033009,0.12000000000000001,6.04
10033012,0.12,5.65
10033015,0.07,5
10033018,0.04,4.08
10033021,0.05,3.83
10033100,0.2,2.78
10033103,0.31999999999999995,2.34
10033106,0.41,2.88
10033109,0.55,4.59
10033112,0.33999999999999997,4.4
10033115,0.23,4.58
10033118,0.06,3.98
10033121,0.0,2.97
10040100,0.0,2.15
10040103,0.0,1.98
10040106,0.02,2.32
10040109,0.01,3.06
10040112,0.0,3.01
10040115,0.05,3.38
10040118,0.0,3.33
10040121,0.0,3
10040200,0.0,1.94
10040203,0.0,1.78
10040206,0.0,2.34
10040209,0.01,2.9
10040212,0.0,3.26
10040215,0.0,3.64
10040218,0.0,3.4
10040221,0.0,3.13
10040300,0.0,2.57
10040303,0.0,2.36
10040306,0.0,2.83
10040309,0.0,4.06
10040312,0.0,4.85
10040315,0.0,5.08
10040318,0.0,3.82
10040321,0.0,3.17
10040400,0.0,2.47
10040403,0.02,2.53
10040406,0.01,3.07
10040409,0.02,3.92
10040412,0.01,3.86
10040415,0.08,4.01
10040418,0.01,3.49
10040421,0.0,2.56
10040500,0.0,1.63
10040503,0.05,1.66
10040506,0.1,1.9
10040509,0.04,2.09
10040512,0.0,2.58
10040515,0.0,3.15
10040518,0.0,2.95
10040521,0.0,2.8
10040600,0.0,2.37
10040603,0.0,1.96
10040606,0.0,2.55
10040609,0.0,3.98
10040612,0.0,4.57
10040615,0.0,4.15
10040618,0.0,3.34
10040621,0.0,2.72
10040700,0.0,2.08
10040703,0.0,2.13
10040706,0.0,2.6
10040709,0.0,3.09
10040712,0.0,3.97
10040715,0.0,4.78
10040718,0.0,3.56
10040721,0.0,2.68
10040800,0.0,2.05
10040803,0.0,2.23
10040806,0.0,2.78
10040809,0.0,3.93
10040812,0.0,3.9
10040815,0.0,3.7
10040818,0.0,2.75
10040821,0.0,2.5
10040900,0.0,1.89
10040903,0.0,1.79
10040906,0.0,1.72
10040909,0.0,1.51
10040912,0.0,1.92
10040915,0.0,2.31
10040918,0.0,2.25
10040921,0.0,1.84
10041000,0.0,1.89
10041003,0.0,2
10041006,0.0,2.48
10041009,0.0,3.15
10041012,0.0,4.31
10041015,0.0,4.58
10041018,0.0,3.72
10041021,0.0,3.36
10041100,0.0,2.63
10041103,0.0,2.33
10041106,0.0,2.77
10041109,0.0,3.68
10041112,0.0,4.1
10041115,0.0,4.86
10041118,0.0,4.22
10041121,0.0,3.62
10041200,0.0,2.85
10041203,0.0,2.31
10041206,0.0,2.46
10041209,0.04,3.1
10041212,0.02,3.48
10041215,0.0,3.8
10041218,0.03,3.19
10041221,0.01,2.7
10041300,0.51,2.1
10041303,1.0,1.86
10041306,1.87,2.13
10041309,4.0,3.38
10041312,2.9799999999999995,4.09
10041315,1.58,4.08
10041318,0.15000000000000002,3.26
10041321,0.02,3.27
10041400,0.0,3.41
10041403,0.04,3.23
10041406,0.25,3.23
10041409,0.18,5.53
10041412,0.22,6.34
10041415,0.47,5.85
10041418,0.81,3.68
10041421,0.7100000000000001,3.17
10041500,0.7000000000000001,2.34
10041503,0.18,2.16
10041506,0.3,2.75
10041509,0.18000000000000002,3.96
10041512,0.0,3.7
10041515,0.0,4
10041518,0.0,3.64
10041521,0.0,3.08
10041600,0.0,2.2
10041603,0.0,2.09
10041606,0.02,2.86
10041609,0.25,4.1
10041612,0.16000000000000003,4.81
10041615,0.01,5.14
10041618,0.0,4.12
10041621,0.0,3.4
10041700,0.0,3.01
10041703,0.0,2.93
10041706,0.0,3.53
10041709,0.0,5.38
10041712,0.02,6.13
10041715,0.18,5.89
10041718,0.2,3.92
10041721,0.24,3.92
10041800,0.6,3.12
10041803,1.1800000000000002,2.62
10041806,1.2,3
10041809,0.74,5.25
10041812,0.16,5.41
10041815,0.09,5.33
10041818,0.05,3.73
10041821,0.0,2.72
10041900,0.15,2.55
10041903,0.06999999999999999,2.82
10041906,0.03,3.48
10041909,0.01,4.7
10041912,0.0,4.47
10041915,0.0,4.34
10041918,0.0,3.3
10041921,0.0,2.74
10042000,0.0,2.12
10042003,0.0,2.03
10042006,0.0,2.67
10042009,0.06,3.1
10042012,0.03,3.58
10042015,0.08,3.9
10042018,0.05,3.42
10042021,0.04,2.69
10042100,0.06,1.87
10042103,0.75,1.99
10042106,0.8799999999999999,2.68
10042109,0.32,3.55
10042112,0.08,3.71
10042115,0.01,4.11
10042118,0.06999999999999999,3.64
10042121,0.0,3.06
10042200,0.0,2.44
10042203,0.01,2.07
10042206,0.06,2.74
10042209,0.01,3.13
10042212,0.0,3.4
10042215,0.0,3.34
10042218,0.0,2.5
10042221,0.0,2.46
10042300,0.0,1.99
10042303,0.0,1.81
10042306,0.01,2.31
10042309,0.2,2.08
10042312,0.02,1.94
10042315,0.02,1.63
10042318,0.0,1.35
10042321,0.0,1.73
10042400,0.0,2.21
10042403,0.06,2.07
10042406,0.05,2.34
10042409,0.01,2.37
10042412,0.0,2.91
10042415,0.0,3.6
10042418,0.0,3.3
10042421,0.0,3.31
10042500,0.0,2.75
10042503,0.05,2.23
10042506,0.02,2.97
10042509,0.0,3.7
10042512,0.03,4.4
10042515,0.02,4.73
10042518,0.0,3.99
10042521,0.0,3.33
10042600,0.01,2.72
10042603,0.06,2.46
10042606,0.08,3.04
10042609,0.060000000000000005,3.86
10042612,0.0,3.97
10042615,0.0,4.17
10042618,0.0,3.6
10042621,0.0,2.81
10042700,0.0,2.07
10042703,0.0,2.01
10042706,0.12000000000000001,2.13
10042709,0.03,1.85
10042712,0.02,2.05
10042715,0.12000000000000001,2.8
10042718,0.12000000000000001,3.13
10042721,0.07,2.8
10042800,0.15,2.07
10042803,0.16999999999999998,1.36
10042806,0.11,1.34
10042809,0.27,1.83
10042812,0.59,2.33
10042815,0.76,2.57
10042818,0.54,1.62
10042821,0.26,1.23
10042900,0.27,1.35
10042903,0.35,1.58
10042906,0.2,2.11
10042909,0.69,2.93
10042912,1.28,2.94
10042915,1.2599999999999998,2.22
10042918,0.6,1.36
10042921,0.29,1.04
10043000,1.11,1.16
10043003,1.46,1.54
10043006,1.0,1.72
10043009,2.64,2.15
10043012,3.87,2.05
10043015,2.24,1.91
10043018,0.94,2.01
10043021,0.56,2.47
10050100,0.65,1.97
10050103,1.6400000000000001,1.87
10050106,1.52,2.25
10050109,0.64,2.98
10050112,0.6499999999999999,2.86
10050115,0.27,2.51
10050118,0.21,2.06
10050121,0.34,1.66
10050200,1.4100000000000001,1.36
10050203,0.44000000000000006,1.28
10050206,0.05,1.09
10050209,0.01,1.06
10050212,0.03,1.31
10050215,0.03,1.6
10050218,0.06,1.09
10050221,0.22,1.16
10050300,0.32,1.34
10050303,0.16,1.2
10050306,0.0,0.52
10050309,0.06999999999999999,1.24
10050312,0.77,1.44
10050315,0.43,1.04
10050318,0.27,1.26
10050321,0.27,1.53
10050400,0.43000000000000005,1.59
10050403,0.88,1.7
10050406,0.6699999999999999,2.08
10050409,0.35,2.52
10050412,0.42000000000000004,2.13
10050415,0.57,1.99
10050418,0.11,1.82
10050421,0.060000000000000005,1.66
10050500,0.03,1.71
10050503,0.03,1.64
10050506,0.04,1.15
10050509,0.75,1.91
10050512,1.45,1.91
10050515,1.09,2.02
10050518,0.36,2.03
10050521,0.03,2.09
10050600,0.01,1.79
10050603,0.14,1.84
10050606,0.13,2.58
10050609,0.02,2.99
10050612,0.0,3.11
10050615,0.0,3.2
10050618,0.0,2.62
10050621,0.0,2.63
10050700,0.0,2.29
10050703,0.0,2.08
10050706,0.0,2.91
10050709,0.0,2.75
10050712,0.0,2.05
10050715,0.0,2.59
10050718,0.0,2.97
10050721,0.0,2.62
10050800,0.0,2.5
10050803,0.0,2.31
10050806,0.0,2.69
10050809,0.0,2.73
10050812,0.0,3.1
10050815,0.0,3.57
10050818,0.0,3.19
10050821,0.0,2.79
10050900,0.02,2.01
10050903,0.03,1.65
10050906,0.06,1.98
10050909,0.04,2.21
10050912,0.0,2
10050915,0.0,2.26
10050918,0.0,2.07
10050921,0.0,1.66
10051000,0.0,1.34
10051003,0.0,1.68
10051006,0.0,2.29
10051009,0.03,1.57
10051012,0.05,1.65
10051015,0.01,2.43
10051018,0.0,2.46
10051021,0.0,2.01
10051100,0.0,1.89
10051103,0.0,1.81
10051106,0.0,2.85
10051109,0.0,3.42
10051112,0.0,3.9
10051115,0.0,4.14
10051118,0.0,3.22
10051121,0.0,2.94
10051200,0.0,2.43
10051203,0.0,2.5
10051206,0.0,3.15
10051209,1.45,3.93
10051212,0.52,4.29
10051215,0.27,4.72
10051218,0.14,3.84
10051221,0.0,3.36
10051300,0.0,2.8
10051303,0.0,2
10051306,0.0,2.56
10051309,0.0,3.16
10051312,0.11,3.51
10051315,0.36,4.1
10051318,0.16000000000000003,3.9
10051321,0.02,3
10051400,0.0,2.44
10051403,0.0,2.75
10051406,0.0,3.38
10051409,0.0,3.31
10051412,0.0,3.33
10051415,0.0,3.42
10051418,0.0,2.97
10051421,0.0,2.99
10051500,0.0,1.93
10051503,0.0,1.67
10051506,0.0,2.37
10051509,0.0,2.8
10051512,0.0,3.6
10051515,0.0,3.62
10051518,0.0,3.07
10051521,0.0,2.73
10051600,0.0,2.16
10051603,0.0,2.07
10051606,0.0,2.66
10051609,0.0,2.65
10051612,0.0,2.97
10051615,0.0,3.56
10051618,0.0,3.36
10051621,0.0,2.92
10051700,0.0,2.59
10051703,0.0,2.26
10051706,0.0,2.86
10051709,0.0,2.85
10051712,0.0,2.83
10051715,0.0,2.85
10051718,0.0,2.61
10051721,0.0,2.5
10051800,0.0,2.5
10051803,0.0,2.35
10051806,0.0,2.84
10051809,0.03,2.27
10051812,0.03,1.82
10051815,0.0,1.83
10051818,0.0,1.69
10051821,0.0,1.3
10051900,0.0,1.13
10051903,0.0,1.43
10051906,0.02,2.09
10051909,0.01,2.08
10051912,0.0,2.49
10051915,0.0,2.54
10051918,0.0,1.72
10051921,0.0,0.66
10052000,0.0,0.43
10052003,0.0,1.38
10052006,0.0,2.34
10052009,0.02,2.32
