YYMMDDHH,PRECIP,WS10M
11072300,0.36,1.78
11072303,0.33999999999999997,1.89
11072306,0.35,1.85
11072309,0.69,2.56
11072312,1.1199999999999999,2.86
11072315,1.26,2.62
11072318,0.98,1.95
11072321,0.75,2.05
11072400,0.99,1.71
11072403,1.25,1.55
11072406,1.41,1.02
11072409,1.59,1.04
11072412,1.5699999999999998,0.91
11072415,1.33,0.92
11072418,0.64,0.93
11072421,0.42000000000000004,0.97
11072500,0.43000000000000005,0.58
11072503,0.57,1.69
11072506,0.8,2.04
11072509,2.58,2.55
11072512,5.09,2.57
11072515,6.31,2.33
11072518,6.68,2.29
11072521,5.640000000000001,2.55
11072600,5.98,3.9
11072603,6.59,4.57
11072606,6.16,4.47
11072609,6.199999999999999,5.87
11072612,8.11,6.27
11072615,8.879999999999999,6.21
11072618,7.709999999999999,5.14
11072621,9.29,5.82
11072700,9.969999999999999,5.36
11072703,9.61,4.82
11072706,7.93,4.55
11072709,5.8100000000000005,5.78
11072712,5.83,6.22
11072715,4.41,5.62
11072718,3.03,3.8
11072721,2.86,2.93
11072800,2.6,2.33
11072803,3.13,2.93
11072806,2.91,1.81
11072809,1.5,3
11072812,1.43,3.79
11072815,1.5599999999999998,2.9
11072818,1.27,1.04
11072821,1.03,1.14
11072900,0.56,3.19
11072903,0.6100000000000001,3.01
11072906,0.45999999999999996,3.89
11072909,0.97,4.29
11072912,2.41,4.3
11072915,2.17,3.43
11072918,0.9,3.59
11072921,0.5700000000000001,3.54
11073000,0.52,2.77
11073003,1.23,2.65
11073006,1.9,1.88
11073009,1.9,3.02
11073012,2.05,4
11073015,2.0,3.54
11073018,2.26,2.91
11073021,3.1,3
11073100,3.09,2.9
11073103,1.8899999999999997,2.23
11073106,1.8399999999999999,2.3
11073109,1.51,3.89
11073112,2.2,4.57
11073115,3.4800000000000004,3.91
11073118,2.3,2.27
11073121,0.88,2.6
11080100,0.8,3.18
11080103,1.33,2.65
11080106,1.74,2.78
11080109,2.7800000000000002,4.3
11080112,4.53,4.93
11080115,4.54,4.01
11080118,3.5299999999999994,2.59
11080121,2.06,2.23
11080200,1.7000000000000002,2.59
11080203,2.2399999999999998,2.5
11080206,2.52,2.44
11080209,2.16,3.59
11080212,2.58,4.38
11080215,2.37,3.61
11080218,1.38,2.82
11080221,1.38,3.05
11080300,1.44,3.04
11080303,1.6400000000000001,2.74
11080306,1.7599999999999998,2.48
11080309,1.2600000000000002,4.13
11080312,1.44,4.94
11080315,1.75,4.38
11080318,1.38,3.3
11080321,0.73,3.48
11080400,0.58,2.94
11080403,0.78,2.41
11080406,0.67,2.61
11080409,0.32,3.69
11080412,0.29,4.45
11080415,0.31,4.76
11080418,0.09000000000000001,3.18
11080421,0.07,3.18
11080500,0.21000000000000002,2.77
11080503,0.37,2.49
11080506,0.4,2.52
11080509,0.96,4.07
11080512,2.12,5.36
11080515,2.23,4.9
11080518,1.52,4.09
11080521,0.89,3.82
11080600,0.73,3.35
11080603,0.94,2.89
11080606,1.2,2.9
11080609,2.0,3.74
11080612,2.2,5.13
11080615,2.1399999999999997,4.88
11080618,1.85,3.81
11080621,1.7999999999999998,3.19
11080700,1.57,2.18
11080703,1.53,2.25
11080706,1.42,2.31
11080709,0.71,3.73
11080712,0.35000000000000003,4.56
11080715,0.38,4.54
11080718,0.31,2.74
11080721,0.22000000000000003,3.03
11080800,0.24000000000000002,2.75
11080803,0.32,2.4
11080806,0.30000000000000004,2.21
11080809,0.32,3.65
11080812,0.33,3.85
11080815,0.32,2.99
11080818,0.24,1.93
11080821,0.16999999999999998,1.78
11080900,0.15,1.94
11080903,0.21000000000000002,1.7
11080906,0.28,1.69
11080909,0.27,2.88
11080912,0.76,4.07
11080915,0.82,3.37
11080918,0.6200000000000001,2.01
11080921,0.75,1.9
11081000,0.8400000000000001,1.82
11081003,0.8400000000000001,1.54
11081006,0.74,1.3
11081009,0.56,1.93
11081012,0.81,2.31
11081015,0.88,2.5
11081018,0.49,1.92
11081021,0.36,1.72
11081100,0.33999999999999997,1.44
11081103,0.41000000000000003,1.46
11081106,0.42000000000000004,1.22
11081109,0.58,1.05
11081112,1.37,0.63
11081115,1.4,0.83
11081118,0.78,0.5
11081121,0.43000000000000005,0.34
11081200,0.4700000000000001,0.75
11081203,0.48,1.21
11081206,0.36,1.21
11081209,0.36,2.08
11081212,0.71,2.72
11081215,0.61,2.94
11081218,0.41000000000000003,2.42
11081221,0.4,2.33
11081300,0.4700000000000001,2.16
11081303,0.62,2.18
11081306,0.53,2.26
11081309,0.4,3.01
11081312,0.71,3.52
11081315,1.1,3.58
11081318,0.79,2.47
11081321,0.33,2.5
11081400,0.33,2.22
11081403,0.51,2.22
11081406,0.6000000000000001,2.36
11081409,2.0500000000000003,3.16
11081412,3.6100000000000003,3.4
11081415,4.77,2.66
11081418,3.49,1.98
11081421,2.96,2.07
11081500,3.33,1.84
11081503,3.88,2.12
11081506,2.8199999999999994,2.71
11081509,0.7999999999999999,3.73
11081512,0.52,3.18
11081515,0.79,2.45
11081518,0.66,1.7
11081521,0.32,1.17
11081600,0.39,0.83
11081603,0.47,1.61
11081606,0.49,1.41
11081609,0.76,1.71
11081612,1.06,2.26
11081615,1.1400000000000001,2.3
11081618,0.5800000000000001,1.88
11081621,0.41000000000000003,2.05
11081700,0.35,1.95
11081703,0.42000000000000004,2.04
11081706,0.51,1.98
11081709,1.16,2.92
11081712,1.53,3.02
11081715,1.62,2.74
11081718,1.81,1.98
11081721,1.6700000000000002,1.87
11081800,1.55,2.04
11081803,1.23,2.14
11081806,0.93,1.95
11081809,0.8300000000000001,3.18
11081812,1.3199999999999998,3.47
11081815,2.38,2.74
11081818,2.09,2.05
11081821,1.79,1.98
11081900,1.79,1.71
11081903,1.9700000000000002,1.63
11081906,1.81,1.74
11081909,1.4699999999999998,2.2
11081912,1.45,1.97
11081915,1.29,1.65
11081918,0.5900000000000001,1.69
11081921,0.37,2.02
11082000,0.42000000000000004,1.99
11082003,0.54,1.69
11082006,0.41000000000000003,1.44
11082009,1.67,2.27
11082012,3.09,2.15
11082015,2.46,1.26
11082018,1.41,1.35
11082021,0.51,1.13
11082100,1.19,0.43
11082103,2.9400000000000004,0.9
11082106,3.12,0.95
11082109,1.92,1.69
11082112,1.6,1.28
11082115,1.54,0.64
11082118,0.8,0.52
11082121,0.4,0.36
11082200,0.6499999999999999,0.82
11082203,1.24,1.34
11082206,1.1400000000000001,0.85
11082209,0.97,0.84
11082212,1.8299999999999998,0.67
11082215,2.49,2.51
11082218,1.61,2.17
11082221,1.42,1.9
11082300,1.41,1.81
11082303,1.1,1.87
11082306,0.9199999999999999,1.82
11082309,0.9600000000000001,2.17
11082312,1.49,2.8
11082315,1.9500000000000002,3.55
11082318,1.81,2.81
11082321,1.13,2.45
11082400,0.6799999999999999,2.4
11082403,0.67,2.37
11082406,0.63,2.19
11082409,0.44999999999999996,3.26
11082412,0.59,4.03
11082415,0.62,3.52
11082418,0.38,2.12
11082421,0.25,2.17
11082500,0.29000000000000004,2.63
11082503,0.34,2.48
11082506,0.47,2.09
11082509,0.28,2.95
11082512,0.42000000000000004,4.01
11082515,0.62,4.43
11082518,0.43,4.13
11082521,0.16,3.57
11082600,0.1,4.52
11082603,0.14,5.11
11082606,0.16999999999999998,5.53
11082609,2.02,5.93
11082612,3.12,6.47
11082615,2.5300000000000002,6.29
11082618,1.62,5.03
11082621,1.58,4.67
11082700,1.75,4.75
11082703,1.99,4.96
11082706,2.46,5.45
11082709,4.42,6.33
11082712,6.390000000000001,6.79
11082715,4.73,6.35
11082718,3.46,6.01
11082721,3.83,5.48
11082800,2.55,5.17
11082803,1.37,4.07
11082806,0.9199999999999999,4.39
11082809,0.66,6.1
11082812,1.33,7.51
11082815,1.98,6.54
11082818,1.9200000000000002,4.46
11082821,1.2799999999999998,3.68
11082900,0.8400000000000001,3.92
11082903,0.74,3.84
11082906,0.9199999999999999,3.53
11082909,0.78,4.53
11082912,0.95,5.3
11082915,0.73,4.61
11082918,0.41000000000000003,3.64
11082921,0.5,3.5
11083000,0.5,2.83
11083003,0.4,2.26
11083006,0.42000000000000004,2.58
11083009,0.36,4.48
11083012,0.44000000000000006,5.85
11083015,0.5700000000000001,5.29
11083018,0.43,3.38
11083021,0.31999999999999995,3.22
11083100,0.28,3.41
11083103,0.30000000000000004,2.8
11083106,0.28,2.81
11083109,1.46,4.51
11083112,2.81,5.45
11083115,2.79,4.71
11083118,2.1100000000000003,3.25
11083121,1.1500000000000001,2.94
11090100,1.03,2.64
11090103,1.34,2.73
11090106,1.46,3.13
11090109,1.13,4.16
11090112,1.69,5.28
11090115,1.66,4.38
11090118,0.99,2.61
11090121,0.6499999999999999,1.84
11090200,0.52,1.95
11090203,0.44,2.11
11090206,0.36,1.91
11090209,0.41000000000000003,3.31
11090212,0.79,4.33
11090215,0.95,3.81
11090218,0.6699999999999999,2.02
11090221,0.54,1.73
11090300,0.48,1.67
11090303,0.42000000000000004,1.74
11090306,0.33999999999999997,1.91
11090309,0.43000000000000005,3.29
11090312,0.71,3.85
11090315,0.8600000000000001,3.52
11090318,0.8200000000000001,2.87
11090321,0.5800000000000001,3.82
11090400,0.36,2.2
11090403,0.24,1.45
11090406,0.1,1.28
11090409,0.44,2.35
11090412,1.7400000000000002,2.61
11090415,1.8,2.38
11090418,1.49,2.07
11090421,1.3399999999999999,2.46
11090500,0.9,2.73
11090503,0.73,2.56
11090506,0.49,2.33
11090509,0.29000000000000004,3.12
11090512,0.26,4.09
11090515,0.29000000000000004,4.41
11090518,0.19,2.78
11090521,0.16,2.68
11090600,0.13,2.47
11090603,0.16,2.2
11090606,0.1,2.34
11090609,0.27,3.36
11090612,0.6,3.85
11090615,0.75,3.69
11090618,0.64,2.33
11090621,0.6699999999999999,2.32
11090700,0.74,2.31
11090703,0.5700000000000001,1.71
11090706,0.53,1.53
11090709,0.55,2.38
11090712,0.77,3.17
11090715,0.65,3.08
11090718,0.36,2.07
11090721,0.31000000000000005,2.2
11090800,0.35,1.73
11090803,0.36,1.52
11090806,0.22000000000000003,1.44
11090809,0.33999999999999997,1.87
11090812,0.74,2.53
11090815,0.74,2.92
11090818,0.46,1.99
11090821,0.42000000000000004,1.95
11090900,0.43000000000000005,1.97
11090903,0.48,1.32
11090906,0.41000000000000003,0.59
11090909,0.89,0.81
11090912,2.07,0.92
11090915,3.86,0.96
11090918,2.77,1.43
11090921,2.11,1.75
11091000,1.61,1.31
11091003,1.56,1.03
11091006,1.98,0.85
11091009,2.1,1.29
11091012,1.8900000000000001,0.84
11091015,1.72,0.29
11091018,0.67,0.04
11091021,0.43000000000000005,1.53
11091100,0.4700000000000001,1.68
11091103,0.53,1.59
11091106,0.33,0.69
11091109,0.35000000000000003,1.02
11091112,0.6699999999999999,1.26
11091115,1.12,2.08
11091118,0.8600000000000001,1.75
11091121,0.8400000000000001,1.82
11091200,1.0499999999999998,1.82
11091203,1.28,1.72
11091206,0.83,1.7
11091209,0.21000000000000002,2.42
11091212,0.05,2.96
11091215,0.05,3.53
11091218,0.03,2.38
11091221,0.03,2.06
11091300,0.03,1.9
11091303,0.01,1.8
11091306,0.0,1.8
11091309,0.02,2.52
11091312,0.16,3.49
11091315,0.15,3.61
11091318,0.11,2.56
11091321,0.07,2.3
11091400,0.02,2.01
11091403,0.0,1.49
11091406,0.04,1.68
11091409,0.27,3.11
11091412,0.52,4.34
11091415,0.5700000000000001,4.3
11091418,0.33999999999999997,2.78
11091421,0.16,2.6
11091500,0.15000000000000002,2.29
11091503,0.22,2.4
11091506,0.29000000000000004,2.32
11091509,0.53,3.37
11091512,0.8300000000000001,4.66
11091515,0.71,4.39
11091518,0.52,2.94
11091521,0.44999999999999996,2.64
11091600,0.5,2.11
11091603,0.44,2.1
11091606,0.37,2.11
11091609,0.51,3.3
11091612,0.65,3.71
11091615,0.72,3.53
11091618,0.46,2.28
11091621,0.52,2.14
11091700,1.04,1.92
11091703,1.06,1.76
11091706,0.75,1.92
11091709,0.89,3.31
11091712,1.71,4.27
11091715,1.87,3.81
11091718,1.38,2.6
11091721,1.1400000000000001,2.49
11091800,1.07,2.23
11091803,0.92,1.94
11091806,0.58,2.26
11091809,0.30000000000000004,3.62
11091812,0.55,4.44
11091815,0.95,4.08
11091818,0.8500000000000001,2.85
11091821,0.8,2.77
11091900,0.9600000000000001,2.3
11091903,1.12,2.17
11091906,0.7600000000000001,2.21
11091909,0.18000000000000002,3.07
11091912,0.32999999999999996,3.53
11091915,0.5900000000000001,3.51
11091918,0.6100000000000001,1.91
11091921,0.55,1.83
11092000,0.62,2.17
11092003,0.7,2.07
11092006,0.5,2.03
11092009,0.14,2.75
11092012,0.06,3.42
11092015,0.09,3.4
11092018,0.12,2.17
11092021,0.12,2.6
11092100,0.09,2.05
11092103,0.09,1.39
11092106,0.06,1.51
11092109,0.18,2.28
11092112,0.29000000000000004,3.27
11092115,0.24,3.04
11092118,0.13,1.93
11092121,0.13,1.71
11092200,0.18,1.66
11092203,0.21000000000000002,1.54
11092206,0.26,1.45
11092209,0.24,1.93
11092212,0.33,2.53
11092215,0.56,3.05
11092218,0.61,2.05
11092221,0.79,1.74
11092300,0.9199999999999999,1.59
11092303,0.97,1.66
11092306,0.9,1.56
11092309,0.71,1.93
11092312,0.71,3.27
11092315,0.64,2.44
11092318,0.44,1.86
11092321,0.38,2.15
11092400,0.5599999999999999,1.78
11092403,0.79,0.93
11092406,0.78,2.11
11092409,0.6499999999999999,2.9
11092412,0.47,2.5
11092415,0.4,2.91
11092418,0.28,2.08
11092421,0.12,1.71
11092500,0.04,1.57
11092503,0.03,1.27
11092506,0.06,0.96
11092509,0.21000000000000002,1.73
11092512,0.72,2.39
11092515,0.8999999999999999,2.69
11092518,0.62,1.84
11092521,0.6799999999999999,2.05
11092600,1.18,2.63
11092603,1.8399999999999999,3.48
11092606,2.54,4.08
11092609,2.2399999999999998,5.29
11092612,2.27,6.87
11092615,3.56,6.62
11092618,7.029999999999999,7.14
11092621,11.12,8.46
11092700,13.690000000000001,9.04
11092703,12.91,9.45
11092706,11.04,10.28
11092709,25.94,11.21
11092712,31.02,11.07
11092715,14.84,9.47
11092718,3.8400000000000003,7.47
11092721,1.12,5.12
11092800,1.6099999999999999,6.67
11092803,0.9299999999999999,5.44
11092806,0.88,5.1
11092809,1.7799999999999998,5.16
11092812,2.24,6.36
11092815,2.32,5.3
11092818,0.8799999999999999,3.94
11092821,0.45000000000000007,2.96
11092900,0.19,2.34
11092903,0.13,1.92
11092906,0.2,1.94
11092909,0.11000000000000001,3.79
11092912,0.11000000000000001,3.95
11092915,0.08,3.27
11092918,0.03,1.79
11092921,0.01,1.68
11093000,0.0,2.03
11093003,0.04,2.18
11093006,0.1,1.97
11093009,0.2,2.78
11093012,0.32999999999999996,2.94
11093015,0.27,2.77
11093018,0.15,2.06
11093021,0.12,2.84
11100100,0.15000000000000002,2.88
11100103,0.18,2.83
11100106,0.18,3.96
11100109,1.63,6.27
11100112,3.97,8.03
11100115,3.3899999999999997,7.35
11100118,2.12,5.45
11100121,1.07,4.93
11100200,0.69,4.92
11100203,0.94,4.56
11100206,1.21,3.34
11100209,1.5899999999999999,4.14
11100212,2.69,5.09
11100215,2.51,3.09
11100218,1.52,2.24
11100221,0.88,2.49
11100300,0.9300000000000002,2.41
11100303,0.95,2.42
11100306,0.6799999999999999,2.11
11100309,0.8400000000000001,2.74
11100312,1.4300000000000002,2.75
11100315,1.5,2.01
11100318,1.12,1.62
11100321,1.03,1.77
11100400,1.0,1.77
11100403,0.94,1.72
11100406,0.57,1.54
11100409,0.29000000000000004,1.5
11100412,0.27,1.96
11100415,0.37,2.09
11100418,0.27,1.37
11100421,0.16,1.35
11100500,0.19,1.28
11100503,0.27,1.45
11100506,0.35,1.33
11100509,0.79,0.7
11100512,0.8600000000000001,0.5
11100515,0.6599999999999999,0.37
11100518,0.47,0.36
11100521,0.53,0.78
11100600,0.74,1.19
11100603,0.94,1.41
11100606,1.19,1.5
11100609,1.03,2.49
11100612,1.0699999999999998,2.92
11100615,1.33,2.22
11100618,1.12,1.84
11100621,0.9199999999999999,1.74
11100700,1.0,1.72
11100703,1.15,1.91
11100706,1.33,1.73
11100709,4.22,3.12
11100712,9.29,3.32
11100715,8.92,2.05
11100718,8.15,1.36
11100721,8.36,1.59
11100800,7.5,1.78
11100803,6.98,1.8
11100806,7.38,1.92
11100809,6.029999999999999,2.61
11100812,7.27,3.29
11100815,6.790000000000001,4.34
11100818,3.25,3.7
11100821,2.17,4.08
11100900,1.8499999999999999,4.37
11100903,1.5,2.04
11100906,1.52,1.46
11100909,1.9,2.36
11100912,2.42,3.04
11100915,2.06,2.65
11100918,1.53,1.25
11100921,1.0699999999999998,1.7
11101000,1.24,1.77
11101003,1.18,1.81
11101006,0.5800000000000001,1.74
11101009,0.86,2.1
11101012,1.81,1.86
11101015,2.63,1.65
11101018,2.66,1.15
11101021,2.66,1.07
11101100,1.6500000000000001,1.2
11101103,1.46,1.47
11101106,2.02,1.73
11101109,1.37,2.77
11101112,1.28,3.52
11101115,1.05,4.14
11101118,0.4,2.6
11101121,0.48000000000000004,1.93
11101200,0.9199999999999999,2.03
11101203,1.62,1.93
11101206,1.3399999999999999,2.04
11101209,2.67,2.98
11101212,6.83,3.2
11101215,10.72,3.15
11101218,10.33,2.61
11101221,11.64,2.51
11101300,12.02,2.49
11101303,8.33,3.25
11101306,4.86,2.73
11101309,3.33,2.64
11101312,3.67,3.29
11101315,4.68,2.28
11101318,3.8099999999999996,1.81
11101321,3.65,1.72
11101400,3.31,1.39
11101403,2.39,1.5
11101406,1.5799999999999998,1.51
11101409,0.5,1.9
11101412,0.21000000000000002,2.45
11101415,0.28,2.11
11101418,0.13,1.4
11101421,0.11000000000000001,1.48
11101500,0.14,1.59
11101503,0.1,1.56
11101506,0.07,1.4
11101509,0.06,1.92
11101512,0.09,2.63
11101515,0.08,2.56
11101518,0.03,1.31
11101521,0.01,0.36
11101600,0.01,1.57
11101603,0.04,1.83
11101606,0.06,1.67
11101609,0.19,1.75
11101612,0.33,1.58
11101615,0.31,0.97
11101618,0.21000000000000002,1.06
11101621,0.24000000000000002,1.49
11101700,0.29000000000000004,1.47
11101703,0.2,1.68
11101706,0.13,1.79
11101709,0.15000000000000002,2.24
11101712,0.31,2
11101715,0.24000000000000002,1.77
11101718,0.16999999999999998,1.88
11101721,0.21000000000000002,1.98
11101800,0.24,1.87
11101803,0.23,1.91
11101806,0.15,1.89
11101809,0.1,2.36
11101812,0.19,2.1
11101815,0.2,1.97
11101818,0.15000000000000002,1.9
11101821,0.18,1.99
11101900,0.13,1.91
11101903,0.07,2.04
11101906,0.1,2.17
11101909,0.75,2.78
11101912,2.2199999999999998,1.79
11101915,1.85,1.45
11101918,1.16,1.71
11101921,0.97,2
11102000,0.98,1.96
11102003,1.18,1.71
11102006,1.38,1.78
11102009,1.29,2.49
11102012,1.22,2.15
11102015,0.7400000000000001,1.47
11102018,0.31,1.61
11102021,0.14,1.97
11102100,0.16999999999999998,1.87
11102103,0.49000000000000005,1.74
11102106,0.5900000000000001,1.65
11102109,0.31,2.19
11102112,0.41000000000000003,0.97
11102115,0.33,0.69
11102118,0.18000000000000002,0.99
11102121,0.1,1.49
11102200,0.1,1.62
11102203,0.14,1.69
11102206,0.15000000000000002,1.86
11102209,0.31,2.83
11102212,0.63,2.8
11102215,0.41000000000000003,2.81
11102218,0.17,2.42
11102221,0.15000000000000002,2.25
11102300,0.17,2.06
11102303,0.24000000000000002,2.11
11102306,0.23,2.26
11102309,1.44,3.35
11102312,2.8,3.42
11102315,2.19,3.34
11102318,1.55,2.36
11102321,1.39,2.21
11102400,1.39,2.2
11102403,1.46,2.24
11102406,1.49,2.25
11102409,1.29,3.43
11102412,1.23,3.72
11102415,0.94,3.29
11102418,0.5,2.22
11102421,0.6,2.09
11102500,0.98,2.12
11102503,1.05,2.32
11102506,0.85,2.31
11102509,0.41000000000000003,3.12
11102512,0.41000000000000003,3.8
11102515,0.16,3.71
11102518,0.07,2.39
11102521,0.13,2.29
11102600,0.21000000000000002,2.29
11102603,0.27,2.32
11102606,0.24,2.17
11102609,0.42000000000000004,3.93
11102612,0.47,3.99
11102615,0.36,3.58
11102618,0.21,2.45
11102621,0.34,2.3
11102700,0.56,2.34
11102703,0.69,2.37
11102706,0.81,2.6
11102709,4.199999999999999,4.42
11102712,5.6,4.97
11102715,3.17,4.73
11102718,1.5300000000000002,3.5
11102721,1.16,3.33
11102800,1.38,2.97
11102803,1.29,3.02
11102806,1.15,3.17
11102809,0.36,4.71
11102812,0.0,4.79
11102815,0.0,4.36
11102818,0.0,2.91
11102821,0.0,2.58
11102900,0.0,2.39
11102903,0.03,2.3
11102906,0.03,2.53
11102909,0.07,4.33
11102912,0.11000000000000001,4.43
11102915,0.1,3.8
11102918,0.1,2.84
11102921,0.12,3.16
11103000,0.12,2.68
11103003,0.14,2.54
11103006,0.15000000000000002,2.71
11103009,1.27,3.52
11103012,1.94,3.85
11103015,1.31,3.21
11103018,0.81,3.33
11103021,0.76,3.67
11103100,0.64,3.55
11103103,0.67,3.2
11103106,0.79,3.03
11103109,1.17,3.72
11103112,1.8600000000000003,4.18
11103115,2.05,4.11
11103118,1.4899999999999998,3.9
11103121,1.34,3.88
11110100,1.17,3.66
11110103,1.04,3.27
11110106,1.13,2.75
11110109,2.33,3.81
11110112,4.640000000000001,4.29
11110115,4.720000000000001,3.43
11110118,3.34,2.78
11110121,3.1500000000000004,3.31
11110200,2.6799999999999997,3.58
11110203,2.11,3.38
11110206,1.73,3.27
11110209,1.9,4.33
11110212,2.6500000000000004,4.6
11110215,2.86,4.36
11110218,2.59,3.33
11110221,2.76,3.22
11110300,3.0900000000000003,3.14
11110303,2.96,3.23
11110306,2.65,2.94
11110309,7.41,4.52
11110312,11.5,5.18
11110315,9.96,4.61
11110318,12.68,4.12
11110321,17.72,5.42
11110400,10.97,3.55
11110403,6.129999999999999,3.19
11110406,4.83,2.94
11110409,3.26,3.53
11110412,2.95,3.93
11110415,3.27,2.61
11110418,2.74,2.31
11110421,2.31,2.75
11110500,1.67,1.54
11110503,1.47,1.81
11110506,1.25,1.71
11110509,4.029999999999999,2.24
11110512,9.77,3.08
11110515,9.350000000000001,3.04
11110518,6.289999999999999,3.74
11110521,5.8,4.09
11110600,7.47,0.56
11110603,5.57,2.93
11110606,4.49,3.08
11110609,2.13,2.43
11110612,1.4300000000000002,2.85
11110615,2.43,1.71
11110618,1.78,1.39
11110621,1.1500000000000001,1.71
11110700,0.75,1.65
11110703,0.51,1.7
11110706,0.29000000000000004,1.55
11110709,0.29,1.61
11110712,0.98,1.39
11110715,0.96,1.36
11110718,0.44,1.54
11110721,0.23,1.46
11110800,0.21000000000000002,1.36
11110803,0.24000000000000002,1.26
11110806,0.29000000000000004,1.16
11110809,0.18000000000000002,1.31
11110812,0.18000000000000002,1.29
11110815,0.29000000000000004,1.07
11110818,0.22,0.73
11110821,0.15,0.5
11110900,0.1,0.59
11110903,0.06,1.12
11110906,0.05,1.37
11110909,0.02,1.82
11110912,0.0,2.4
11110915,0.0,2.64
11110918,0.0,1.87
11110921,0.0,1.61
11111000,0.0,1.45
11111003,0.0,1.34
11111006,0.0,1.24
11111009,0.06,2.04
11111012,0.11000000000000001,2.38
11111015,0.11,2.23
11111018,0.060000000000000005,1.72
11111021,0.04,1.81
11111100,0.07,1.72
11111103,0.1,1.23
11111106,0.11,0.62
11111109,0.35,1.35
11111112,1.02,1.46
11111115,0.91,1.44
11111118,0.39,1.17
11111121,0.37,1.26
11111200,0.5,1.45
11111203,0.5900000000000001,1.65
11111206,0.53,1.77
11111209,0.61,2.23
11111212,0.76,2.47
11111215,0.41,2.37
11111218,0.08,2.09
11111221,0.06,2.3
11111300,0.15,2.25
11111303,0.22,2.25
11111306,0.26,2.37
11111309,0.85,3.7
11111312,1.61,4.17
11111315,0.8699999999999999,3.77
11111318,0.37,2.51
11111321,0.3,2.22
11111400,0.5,2.25
11111403,0.42000000000000004,2.51
11111406,0.38,2.69
11111409,2.52,4.42
11111412,4.43,5.12
11111415,4.58,4.29
11111418,3.51,3.52
11111421,4.72,3.28
11111500,6.49,3.3
11111503,6.2,3.14
11111506,7.98,3.79
11111509,6.56,4.84
11111512,6.66,6.33
11111515,5.9399999999999995,6.36
11111518,4.79,6
11111521,5.78,5.41
11111600,6.6800000000000015,5.47
11111603,6.79,5.33
11111606,3.3200000000000003,3.42
11111609,2.17,3.06
11111612,1.85,3.21
11111615,1.44,2.57
11111618,0.8,2.57
11111621,0.62,2.49
11111700,0.75,2.23
11111703,1.02,2.27
11111706,0.88,2.3
11111709,0.8500000000000001,3.06
11111712,1.15,4.08
11111715,0.97,3.61
11111718,0.8200000000000001,2.31
11111721,1.01,2.08
11111800,1.17,2.07
11111803,1.15,2.08
11111806,0.8500000000000001,2.25
11111809,0.28,3.02
11111812,0.17,3.9
11111815,0.18,3.37
11111818,0.11,2.22
11111821,0.05,2.31
11111900,0.05,2.2
11111903,0.04,2.17
11111906,0.03,2.23
11111909,0.03,3.92
11111912,0.04,3.62
11111915,0.03,3.13
11111918,0.06,2.34
11111921,0.04,2.41
11112000,0.0,2.4
11112003,0.0,2.43
11112006,0.0,2.58
11112009,0.17,4.02
11112012,1.42,4.36
11112015,1.49,3.76
11112018,1.38,3.68
11112021,1.5,4.07
11112100,0.95,4.4
11112103,0.54,4.81
11112106,0.43999999999999995,4.76
11112109,0.29000000000000004,6.06
11112112,1.44,6.77
11112115,2.49,5.79
11112118,3.67,5.12
11112121,5.74,4.97
11112200,7.780000000000001,4.83
11112203,8.24,4.44
11112206,5.35,4.65
11112209,2.01,5.27
11112212,1.36,5.52
11112215,1.34,4.83
11112218,1.26,4.36
11112221,1.92,4.07
11112300,2.68,4.02
11112303,2.3200000000000003,3.76
11112306,2.21,3.61
11112309,2.33,4.37
11112312,2.9400000000000004,5.45
11112315,2.46,4.42
11112318,1.45,3.96
11112321,1.46,3.7
11112400,1.83,3.19
11112403,1.8599999999999999,2.72
11112406,2.08,2.24
11112409,2.37,4.86
11112412,2.66,4.08
11112415,1.8,4.76
11112418,0.8900000000000001,4.85
11112421,1.27,5.16
11112500,1.85,4.86
11112503,1.97,4.42
11112506,1.66,4.32
11112509,1.42,5.21
11112512,1.23,6.09
11112515,0.91,5.47
11112518,0.6699999999999999,4.2
11112521,0.32,3.34
11112600,0.25,3.3
11112603,0.66,3.46
11112606,0.55,3.24
11112609,0.32,4.58
11112612,0.8,5.23
11112615,1.44,4.63
11112618,1.53,4.38
11112621,1.46,4.61
11112700,1.6400000000000001,4.34
11112703,2.27,3.45
11112706,2.38,2.78
11112709,1.62,3.14
11112712,1.13,3.18
11112715,0.89,2.39
11112718,0.47,1.89
11112721,0.30000000000000004,1.87
11112800,0.38,2.06
11112803,0.5900000000000001,2.04
11112806,0.4,1.99
11112809,0.05,2.14
11112812,0.02,1.29
11112815,0.03,1.03
11112818,0.02,0.86
11112821,0.04,1.34
11112900,0.04,1.6
11112903,0.06,1.64
11112906,0.04,1.71
11112909,0.2,2.48
11112912,0.62,2.46
11112915,0.64,1.96
11112918,0.52,2.01
11112921,0.51,2.17
11113000,0.56,2.14
11113003,0.51,2.15
11113006,0.31,2.18
11113009,0.31,2.6
11113012,0.56,2.9
11113015,0.69,2.94
11113018,0.51,2.11
11113021,0.49,2.15
11120100,0.62,2.04
11120103,0.67,1.95
11120106,0.78,1.94
11120109,1.8,2.54
11120112,2.17,2.33
11120115,1.8699999999999997,1.69
11120118,1.61,1.52
11120121,1.79,1.49
11120200,2.33,1.43
11120203,2.71,1.64
11120206,2.8,1.71
11120209,1.4100000000000001,2.45
11120212,1.06,1.98
11120215,1.2999999999999998,1.03
