,ID,t,phi,f,P,mw,w10m,v,r,resid^2,rf,fit,,,,,
119,1724,-24,126.35,1.47E-05,1005,0,4.13,0,667.9970278,0.104796754,0,0.323723268,,,,,
120,1724,-21,125.6,1.52E-05,1004,0,2.4,30.97358519,574.3263632,3.483504537,0,1.866414889,,,,,
121,1724,-18,124.95,1.56E-05,1005,0,2.45,26.03922536,495.902524,22.965182,0,4.792200121,,,,,
122,1724,-15,124.3,1.60E-05,1006,0,2.37,26.01443846,417.6875953,60.0321109,0,7.748039165,,,,,
123,1724,-12,123.55,1.64E-05,1005,0,2.61,29.29918779,330.5465911,67.39157393,3.6,11.80923711,,,,,
124,1724,-9,122.8,1.67E-05,1004,0,2.64,29.26854214,244.3880429,73.1177006,6.57,15.12088888,,,,,
125,1724,-6,122.15,1.70E-05,1004,0,4.61,25.20544721,172.2109836,90.16200128,12.87,22.36536736,,,,,
126,1724,-3,121.5,1.73E-05,1004,0,5.04,25.18232647,105.3435278,24.02200563,21.06,25.96122491,,,,,
127,1724,0,120.9,1.77E-05,1004,0,4.41,24.27762926,56.64976819,348.2869484,44.79,26.12755246,,,,,
128,1724,3,120.3,1.81E-05,1004,0,3.6,24.25215356,76.96753567,896.7696222,52.92,22.97388803,,,,,
129,1724,6,119.75,1.85E-05,1003,17.5,2.35,22.64583038,133.1032901,936.7220713,48.84,18.23408437,,,,,
130,1724,9,119.2,1.88E-05,1002,35,2.73,22.62200862,196.6025899,252.5509971,33.15,17.25814683,,,,,
131,1724,12,118.85,1.94E-05,1002,35,4.28,20.82752501,247.2838438,1047.623761,50.67,18.30298344,,,,,
132,1724,15,118.5,1.99E-05,1002,35,3.29,20.81115625,302.1578491,2783.51632,65.97,13.21095982,,,,,
133,1724,18,118.05,2.05E-05,1002,35,3.6,24.4682718,371.1706085,5.703584213,13.26,10.87178221,,,,,
134,1724,21,117.6,2.11E-05,1002,35,3.55,24.44118485,441.2377161,54.1037822,0,7.355527323,,,,,
135,1724,24,117.3,2.13E-05,1001,35,2.14,12.00239104,476.7061548,1.344176911,0,1.159386437,,,,,
136,1829,-24,127.7,1.34E-05,1002,0,2.58,0,858.9052651,131.6814781,0,-11.47525503,,,,,
137,1829,-21,127.25,1.36E-05,1003,0,4.4,17.9930736,804.9284273,12.98640386,0,-3.603665337,,,,,
138,1829,-18,126.8,1.39E-05,1004,0,5.19,17.98304023,751.0639588,0.204617902,0,0.452347104,,,,,
139,1829,-15,126.1,1.41E-05,1004,0,4.89,26.53195234,674.5415668,11.23177493,0,3.351384032,,,,,
140,1829,-12,125.4,1.44E-05,1004,0,3.14,26.51490052,599.0117361,4.252495978,0,2.062158087,,,,,
141,1829,-9,124.45,1.41E-05,1005,0,2.79,35.36219412,534.8651995,21.60674401,0,4.648305499,,,,,
142,1829,-6,123.5,1.39E-05,1006,0,2.64,35.38535325,485.4215965,41.19671558,0,6.418466762,,,,,
143,1829,-3,122.55,1.37E-05,1005,0,2.74,35.06270992,450.4508453,61.8776858,0,7.86623708,,,,,
144,1829,0,121.6,1.35E-05,1004,0,3.31,35.07974319,438.4458081,90.05420332,0,9.489689316,,,,,
145,1829,3,120.85,1.34E-05,1005,0,4.26,27.60387671,444.5370508,120.331017,0,10.96954954,,,,,
146,1829,6,120.1,1.33E-05,1006,0,5.7,27.61268877,465.5213952,183.087747,0,13.53099209,,,,,
147,1829,9,119.25,1.34E-05,1006,0,5.25,31.48979794,477.930705,143.1454275,0,11.96433983,,,,,
148,1829,12,118.4,1.36E-05,1006,0,4.49,31.47467516,507.8426093,73.7329289,0,8.586788044,,,,,
149,1829,15,117.7,1.39E-05,1005,17.5,3.54,27.11813474,533.0328587,32.79607321,0,5.726785591,,,,,
150,1829,18,117,1.42E-05,1004,35,3.25,27.09750466,568.6727522,18.67998521,0,4.322034846,,,,,
151,1829,21,116.3,1.44E-05,1004,35,3.25,26.05514889,619.2413198,3.32894711,0,1.824540246,,,,,
152,1829,24,115.6,1.46E-05,1004,35,3.05,26.04187839,674.9677325,1.694061551,0,-1.301561198,,,,,
153,1311,-24,126.45,1.80E-05,952.5,82.5,1.66,0,590.3563213,24.7488342,0,-4.974820017,,,,,
154,1311,-21,125.9,1.82E-05,950,85,1.36,20.52277952,530.1356319,4.329427591,0,-2.080727659,,,,,
155,1311,-18,125.35,1.86E-05,945,87.5,1.12,22.63794118,470.5919764,0.667161059,0,-0.816799277,,,,,
156,1311,-15,124.8,1.89E-05,940,90,1.34,22.61396535,413.9939184,1.723663348,0,1.3128836,,,,,
157,1311,-12,124.15,1.92E-05,932.5,97.5,1.66,24.41237023,348.793565,5.125367818,6.45,4.18607248,,,,,
158,1311,-9,123.5,1.94E-05,925,105,1.17,24.39107837,287.8002891,42.33903816,11.34,4.833154515,,,,,
159,1311,-6,122.85,1.98E-05,930,100,1.99,25.72471907,240.076505,66.31807176,17.1,8.956409161,,,,,
160,1311,-3,122.2,2.02E-05,935,95,2.64,25.69345963,210.9960277,26.46831734,16.92,11.77526314,,,,,
161,1311,0,121.5,2.05E-05,945,85,3.37,27.2772972,206.8199031,0.088836884,13.92,14.21805517,,,,,
162,1311,3,120.8,2.09E-05,955,75,4.43,27.24195593,233.3957655,46.77631895,9.15,15.98932153,,,,,
163,1311,6,120,2.12E-05,960,72.5,4.75,29.8637248,280.5558665,27.3142523,9.93,15.15630388,,,,,
164,1311,9,119.2,2.15E-05,965,70,4.5,29.82758853,344.8301564,0.651888172,11.22,12.02739592,,,,,
165,1311,12,118.6,2.19E-05,965,70,4.63,24.86471559,413.290977,76.16986708,0,8.727534995,,,,,
166,1311,15,118,2.24E-05,965,70,5.87,24.82945647,483.3088348,69.78104708,0,8.353505078,,,,,
167,1311,18,117.25,2.24E-05,965,70,4.25,26.5398124,542.3084884,3.460126313,0,1.860141477,,,,,
168,1311,21,116.5,2.25E-05,965,70,4.34,26.5323361,605.9842263,0.759452427,0,-0.871465677,,,,,
169,1311,24,115.85,2.27E-05,962.5,70,3.77,23.58135659,670.512144,33.94984073,0,-5.826649185,,,,,
170,1510,-24,125,1.93E-05,990,40,3.76,0,440.1512506,67.4102871,0,8.210376794,,,,,
171,1510,-21,124.8,1.97E-05,990,40,3.42,14.78651547,428.3469913,74.61544797,0,8.638023383,,,,,
172,1510,-18,124.6,2.02E-05,990,40,3.77,14.78063406,421.0396799,89.08608309,0,9.438542424,,,,,
173,1510,-15,124.2,2.04E-05,987.5,42.5,3.81,16.05255992,391.9425824,2.450596852,8.88,10.44543823,,,,,
174,1510,-12,123.8,2.07E-05,985,45,3.71,16.0396011,367.0414354,0.012786162,10.92,10.80692409,,,,,
175,1510,-9,123.4,2.08E-05,985,45,4.22,15.26454709,343.5684733,81.32718392,3.75,12.76815857,,,,,
176,1510,-6,123,2.10E-05,985,45,4.98,15.25414,324.9946037,89.13166262,5.7,15.14095666,,,,,
177,1510,-3,122.8,2.11E-05,985,45,4.92,8.006615797,320.0032559,11.63216405,11.07,14.48059585,,,,,
178,1510,0,122.6,2.13E-05,985,45,3.61,8.003272638,316.7869072,47.54185994,4.32,11.21506055,,,,,
179,1510,3,122.3,2.16E-05,987.5,42.5,3.71,14.09089928,325.3387384,108.0478483,1.02,11.41460669,,,,,
180,1510,6,122,2.19E-05,990,40,4.15,14.08000982,339.0558762,58.29690207,4.14,11.7752408,,,,,
181,1510,9,121.15,2.22E-05,991,40,4.1,31.43053278,349.5769836,69.35578756,3.96,12.28801222,,,,,
182,1510,12,120.3,2.25E-05,992,40,2.8,31.39018704,383.730857,41.99326682,1.05,7.530221201,,,,,
183,1510,15,120.05,2.24E-05,992,40,3.83,9.016852387,384.2218493,41.19787585,1.83,8.248557147,,,,,
184,1510,18,119.8,2.24E-05,992,40,6.47,9.019290292,386.6172269,18.36111671,10.05,14.33498736,,,,,
185,1510,21,119.65,2.25E-05,992,40,6.54,7.66801259,407.5882682,176.9734741,0,13.30313775,,,,,
186,1510,24,119.5,2.27E-05,992,40,4.45,7.664905716,428.7500836,50.65892707,0,7.117508487,,,,,
187,1929,-24,124.9,1.44E-05,975,75,4.26,0,556.0443757,44.22148432,0,6.649923632,,,,,
188,1929,-21,124.15,1.46E-05,972.5,77.5,4.39,28.24727934,480.0498843,139.2946286,0,11.80231454,,,,,
189,1929,-18,123.4,1.49E-05,970,80,2.71,28.22827671,407.7150178,107.5610766,0,10.37116564,,,,,
190,1929,-15,122.9,1.49E-05,972.5,77.5,2.49,18.25178753,370.2078492,71.20107555,2.28,10.71807298,,,,,
191,1929,-12,122.4,1.50E-05,975,75,2.89,18.24847321,337.4745266,73.86421731,4.44,13.03442943,,,,,
192,1929,-9,121.85,1.51E-05,977.5,72.5,3.48,20.30236463,304.0253823,98.51175819,6.06,15.98530897,,,,,
193,1929,-6,121.3,1.52E-05,980,70,3.94,20.29505459,280.0175387,172.1733117,4.95,18.07148283,,,,,
194,1929,-3,120.7,1.55E-05,982.5,67.5,5.1,22.97628995,257.5171415,31.45743609,16.29,21.8986929,,,,,
195,1929,0,120.1,1.57E-05,985,65,5.62,22.96050267,252.4087636,148.4278357,11.1,23.28309631,,,,,
196,1929,3,119.7,1.59E-05,988.5,60,5.37,15.50870476,257.7172226,3.722867554,23.73,21.80052661,,,,,
197,1929,6,119.3,1.61E-05,992,55,5.02,15.50071978,270.9735842,395.9529105,40.17,20.27143446,,,,,
198,1929,9,118.95,1.63E-05,988.5,60,4.13,13.81960991,286.8807349,8.597728508,14.01,16.94218835,,,,,
199,1929,12,118.6,1.65E-05,985,65,3.94,13.81260065,307.5240474,1.607225574,13.95,15.21776401,,,,,
200,1929,15,118.3,1.67E-05,980,70,3.64,12.17349499,327.1825703,1.007226754,11.94,12.94360687,,,,,
201,1929,18,118,1.69E-05,975,75,2.86,12.16752677,349.4932684,21.84224079,14.19,9.516431685,,,,,
202,1929,21,117.85,1.72E-05,980,70,3.18,10.71291239,354.9861177,2.411511151,8.46,10.0129041,,,,,
203,1929,24,117.7,1.75E-05,985,65,3.51,10.71004822,363.1799219,47.91719623,3.6,10.5222248,,,,,
204,1102,-24,127.35,1.69E-05,940,90,0.91,0,701.2144919,151.555474,0,-12.3107869,,,,,
205,1102,-21,127.2,1.73E-05,935,95,0.98,14.02931716,678.0805217,116.8171753,0,-10.80819945,,,,,
206,1102,-18,126.85,1.79E-05,932.5,97.5,1.52,20.86903353,634.3210507,59.51159761,0,-7.714376035,,,,,
207,1102,-15,126.5,1.85E-05,930,100,1.73,20.85383501,594.2283772,36.77808339,0,-6.064493663,,,,,
208,1102,-12,126.15,1.90E-05,925,102.5,1.76,20.83819525,558.5766077,28.66299538,0,-5.353783277,,,,,
209,1102,-9,125.8,1.96E-05,920,105,1.97,20.8221171,528.246723,20.00941009,0,-4.473187911,,,,,
210,1102,-6,125.45,1.99E-05,920,105,3.31,16.70817195,499.4732466,0.355147388,0,-0.595942437,,,,,
211,1102,-3,125.1,2.03E-05,920,105,3.55,16.69419107,474.4786684,0.527641359,0,0.726389261,,,,,
212,1102,0,124.8,2.09E-05,920,105,4.04,21.34938788,468.8308928,4.360461999,0,2.088171927,,,,,
213,1102,3,124.5,2.15E-05,920,105,4.17,21.33552052,472.1551261,3.47389545,0,1.863838901,,,,,
214,1102,6,124.2,2.20E-05,920,105,4.22,19.73965142,480.3905187,1.345056435,0,1.159765681,,,,,
215,1102,9,123.9,2.26E-05,920,105,3.68,19.72546014,495.822223,1.432339155,0,-1.196803724,,,,,
216,1102,12,123.65,2.33E-05,925,102.5,4.03,23.87286721,534.5698609,2.613604826,0,-1.616664723,,,,,
217,1102,15,123.4,2.40E-05,930,100,4.6,23.86169261,579.7834367,4.330695894,0,-2.081032411,,,,,
218,1102,18,123.25,2.47E-05,930,97.5,4.77,21.01073786,628.7863907,20.93933503,0,-4.575951817,,,,,
219,1102,21,123.1,2.53E-05,930,95,5.29,21.00657642,680.1782432,37.07180544,0,-6.08866204,,,,,
220,1102,24,123.2,2.60E-05,935,92.5,4.15,20.64186674,741.1226539,129.0655187,0,-11.36070062,,,,,
221,1003,-24,122.95,1.96E-05,1008,0,1.36,0,240.7529615,47.90944286,3.51,10.43166475,,,,,
222,1003,-21,122.8,1.94E-05,1008,0,0.64,7.717193626,218.8745625,8.335706553,7.2,10.08716237,,,,,
223,1003,-18,122.6,1.93E-05,1008,0,0.9,8.054501233,194.7952209,20.9855746,7.05,11.63100148,,,,,
224,1003,-15,122.4,1.92E-05,1008,0,1.39,8.057542056,170.6972476,79.31651598,4.8,13.70598203,,,,,
225,1003,-12,122.25,1.91E-05,1008,0,1.86,6.521770172,151.3940738,108.348182,5.01,15.41904328,,,,,
226,1003,-9,122.1,1.89E-05,1008,0,1.48,6.523855074,132.1361788,70.86912098,6.81,15.22837995,,,,,
227,1003,-6,121.7,1.90E-05,1007,0,1.26,14.44563365,98.06764456,45.78264203,9.6,16.36628717,,,,,
228,1003,-3,121.3,1.91E-05,1006,0,1.05,14.44227133,74.41094786,48.6457231,9.54,16.5146486,,,,,
229,1003,0,120.6,1.89E-05,1006,0,0.62,25.68996244,64.30804836,76.93805469,7.83,16.60143402,,,,,
230,1003,3,119.9,1.87E-05,1006,0,0.56,25.70711406,120.9584371,61.329915,6.09,13.92134184,,,,,
231,1003,6,119.4,1.86E-05,1005,0,1.58,18.31514028,171.666934,14.40695027,9.6,13.39564886,,,,,
232,1003,9,118.9,1.85E-05,1004,0,1.38,18.3232127,224.4543557,2.554387086,11.97,10.371755,,,,,
