rf,fitted_lin,resid ^2,,,,,,fitted_step,resid^2,,,,
46.53,-1.7371364,2329.716456,,,,,,2.310153579,1955.394818,,,,
19.47,5.127468981,205.708196,,,,,,4.322412986,229.4493923,,,,
35.34,8.748083607,707.1300174,,,,,,8.793429363,704.7204126,,,,
33.93,7.139580234,717.7265912,,,,,,7.886311661,678.2737023,,,,
40.74,9.536894842,973.6337715,,,,,,7.143238537,1128.742381,,,,
27.96,13.19249925,218.0790785,,,,,,10.44135103,306.9030616,,,,
31.17,18.12127693,170.2691739,,,,,,14.99652617,261.5812558,,,,
25.89,21.72644372,17.33520092,,,,,,21.75715396,17.08041636,,,,
28.53,21.75836374,45.85505761,,,,,,24.96588706,12.70290103,,,,
61.59,31.26655196,919.5115013,,,,,,45.01604113,274.6961127,,,,
30.03,34.27619483,18.03017054,,,,,,53.42330653,547.2467904,,,,
9.48,30.1319801,426.5042821,,,,,,43.38807087,1149.75727,,,,
14.97,26.67180788,136.9323078,,,,,,34.03281089,363.3907591,,,,
7.8,16.85743842,82.03719076,,,,,,20.71502732,166.7979308,,,,
2.22,19.65366601,303.9327105,,,,,,22.08704451,394.6994575,,,,
0.33,15.17765705,220.4529199,,,,,,17.4133571,291.8410898,,,,
0.57,12.56071409,143.7772244,,,,,,14.63267531,197.7588368,,,,
1.05,10.88528153,96.7327628,,,,,,12.89278635,140.2515886,,,,
3.87,-3.109276759,48.71030407,,,,,,2.998231864,0.759979683,,,,
4.98,2.707006046,5.166501514,,,,,,-0.678820944,32.02225448,,,,
3.03,1.644182695,1.920489603,,,,,,0.367833216,7.087131985,,,,
2.01,-1.208627299,10.35956169,,,,,,2.757013551,0.558029245,,,,
2.7,-0.570866878,10.69857013,,,,,,2.879102754,0.032077797,,,,
3,3.351919736,0.123847501,,,,,,4.589910448,2.527815233,,,,
2.76,7.543239052,22.87937583,,,,,,7.430002976,21.80892779,,,,
1.8,11.86939654,101.3927467,,,,,,10.51953374,76.03026856,,,,
2.91,13.04797494,102.7785358,,,,,,12.34696271,89.05626521,,,,
3.27,9.421991772,37.84700276,,,,,,10.11245058,46.81912992,,,,
2.1,8.45950369,40.44328718,,,,,,9.481393083,54.48496385,,,,
0.84,6.886012042,36.55426162,,,,,,7.821931909,48.74737318,,,,
1.38,2.302843856,0.851640782,,,,,,5.615183325,17.9367778,,,,
3.24,1.441402973,3.234951267,,,,,,4.354408034,1.241905266,,,,
2.79,0.002803704,7.76846319,,,,,,3.060934837,0.073405686,,,,
3.42,0.163976935,10.6016862,,,,,,1.954755302,2.146942026,,,,
3.09,2.505001244,0.342223544,,,,,,0.012278315,9.472370771,,,,
1.95,4.560200615,6.813147253,,,,,,0.454255792,2.237250735,,,,
1.59,11.50920476,98.39062301,,,,,,3.01306822,2.025123159,,,,
3.18,16.79211879,185.289778,,,,,,7.187136638,16.05714404,,,,
5.25,19.32585912,198.12981,,,,,,11.75894245,42.36633183,,,,
3.96,21.64257921,312.6736075,,,,,,18.11806516,200.4508092,,,,
2.37,22.52870634,406.3734413,,,,,,21.74967071,375.5716368,,,,
8.73,23.38616306,214.8031157,,,,,,25.62585077,285.4697734,,,,
19.77,25.47428237,32.53883734,,,,,,31.06210443,127.5116224,,,,
21.06,28.58186697,56.57848278,,,,,,38.54861638,305.8517028,,,,
53.46,30.12726131,544.416695,,,,,,42.37251466,122.9323312,,,,
98.07,31.1782143,4474.510994,,,,,,43.16918878,3014.099073,,,,
102.06,29.91228694,5205.292499,,,,,,37.70098957,4142.082224,,,,
47.28,24.7285941,508.5659081,,,,,,20.45633204,719.5091627,,,,
19.92,20.75444206,0.696293559,,,,,,15.79651646,17.0031165,,,,
21.18,18.18115844,8.993050684,,,,,,14.35659092,46.55891141,,,,
21.24,15.17180082,36.82304128,,,,,,10.23077911,121.2029447,,,,
28.62,10.27160335,336.6636598,,,,,,4.854212467,564.8126571,,,,
1.5,5.796451563,18.45949603,,,,,,2.701282152,1.443078809,,,,
1.29,8.621530688,53.75134222,,,,,,4.02002782,7.4530519,,,,
1.2,12.7693772,133.8504889,,,,,,6.700990346,30.26089479,,,,
1.62,16.62882321,225.2647741,,,,,,10.16714309,73.05365497,,,,
1.62,18.00469546,268.4582452,,,,,,12.14409828,110.7566446,,,,
1.95,18.55791727,275.8229161,,,,,,13.90803963,142.9947119,,,,
2.19,21.48333632,372.2328265,,,,,,18.33041742,260.5130744,,,,
3.24,22.88553685,385.9471182,,,,,,20.73106951,305.9375127,,,,
9.75,25.98777342,263.6652857,,,,,,28.43979728,349.3085225,,,,
42.27,26.41820517,251.2793995,,,,,,31.60598855,113.7211402,,,,
44.52,27.66344784,284.1433506,,,,,,31.76831396,162.6054969,,,,
17.19,31.02838243,191.5008282,,,,,,34.29356621,292.5319772,,,,
7.83,23.06385427,232.070316,,,,,,23.60882697,248.9713805,,,,
5.37,15.94013226,111.7276961,,,,,,15.66870834,106.0633934,,,,
3.24,10.27471437,49.48720625,,,,,,8.687898818,29.67960153,,,,
3.78,7.349101884,12.73848826,,,,,,7.425192364,13.28742737,,,,
3.54,5.496245977,3.826898323,,,,,,5.692545563,4.633452401,,,,
0.69,5.647996031,24.58172465,,,,,,2.772240466,4.335725357,,,,
1.35,10.54173454,84.48798377,,,,,,4.610070484,10.62805956,,,,
2.07,12.88722408,117.0123369,,,,,,6.873868145,23.07714915,,,,
3.99,12.60886375,74.28481226,,,,,,7.833582139,14.77312366,,,,
1.98,12.93826714,120.0836187,,,,,,8.443995747,41.78324102,,,,
1.2,19.47942425,334.1373511,,,,,,16.37070185,230.1501947,,,,
1.89,26.60111299,610.6391052,,,,,,27.40558322,651.0449872,,,,
2.85,30.25764831,751.1791861,,,,,,36.12462825,1107.200885,,,,
27.69,34.94037659,52.56796065,,,,,,46.4064127,350.3041045,,,,
87.99,41.70869196,2141.959474,,,,,,55.12761445,1079.936384,,,,
126.24,47.31824721,6228.643063,,,,,,61.42021714,4201.60425,,,,
127.17,38.30245054,7897.441347,,,,,,46.79300543,6460.461256,,,,
57.15,28.85928951,800.3643,,,,,,32.83736408,591.1042653,,,,
25.5,23.58511991,3.666765778,,,,,,25.06078229,0.192912193,,,,
15.81,20.28430043,20.01936435,,,,,,20.83488028,25.24942186,,,,
8.76,16.38344698,58.11694393,,,,,,15.64168868,47.35763909,,,,
8.04,12.10107013,16.49229057,,,,,,12.31604397,18.28455205,,,,
0.87,-4.459793325,28.40669689,,,,,,5.76176316,23.92934681,,,,
2.13,1.280219173,0.722127454,,,,,,2.954696332,0.68012404,,,,
3.27,5.82388609,6.522334161,,,,,,5.99199185,7.409239634,,,,
5.52,8.010404531,6.202114727,,,,,,7.709951368,4.795886996,,,,
3.9,7.67321596,14.23715868,,,,,,7.668694773,14.20306029,,,,
4.56,11.03661722,41.94657057,,,,,,10.48727109,35.13254263,,,,
4.5,12.71190244,67.43534175,,,,,,12.3681134,61.90720845,,,,
3.6,11.07802177,55.9208096,,,,,,10.36785371,45.80384388,,,,
3.45,11.98701915,72.88069604,,,,,,10.9454357,56.18155627,,,,
3.75,14.87248351,123.7096394,,,,,,13.2482957,90.21762129,,,,
3.99,19.00148566,225.3447018,,,,,,16.32729839,152.2089317,,,,
10.38,16.19306553,33.79173083,,,,,,11.94382322,2.445543054,,,,
14.97,12.3332701,6.952344576,,,,,,9.097086357,34.49111466,,,,
21.18,11.75240343,88.87957705,,,,,,9.399678927,138.7759646,,,,
27.72,11.1230766,275.4578662,,,,,,8.60630687,365.333265,,,,
26.67,10.70969542,254.7313223,,,,,,7.839104894,354.6026105,,,,
32.43,9.489925169,526.2470332,,,,,,6.40870077,677.1080136,,,,
6.18,0.008921983,38.08220389,,,,,,7.884196021,2.904284077,,,,
7.14,5.876728455,1.595854996,,,,,,3.819561129,11.02531429,,,,
10.14,7.998797396,4.58474859,,,,,,5.552564804,21.04456168,,,,
6.51,9.955013344,11.86811694,,,,,,7.728074379,1.483705193,,,,
4.05,10.62683939,43.25481642,,,,,,7.284393549,10.46130163,,,,
3.69,13.52493314,96.72590991,,,,,,12.85006071,83.90671225,,,,
4.38,14.73829825,107.2943427,,,,,,16.74576849,152.9122303,,,,
4.38,15.31105769,119.4880222,,,,,,16.31507016,142.4458998,,,,
7.47,15.11129533,58.38939433,,,,,,16.05482911,73.69929089,,,,
19.86,13.1622141,44.86033603,,,,,,14.73538434,26.26168567,,,,
50.7,9.820961634,1671.095778,,,,,,11.26031369,1555.488856,,,,
50.94,10.84040169,1607.977784,,,,,,14.08598398,1358.218496,,,,
19.23,19.26441744,0.00118456,,,,,,23.94859983,22.26518436,,,,
10.32,16.86159253,42.79243279,,,,,,19.52091125,84.65676776,,,,
4.62,17.08885463,155.4723358,,,,,,17.43562413,164.2402218,,,,
2.19,15.24476554,170.4269034,,,,,,14.98476467,163.7060029,,,,
1.2,9.127100971,62.83892981,,,,,,9.864049124,75.06574723,,,,
0.12,-3.073416469,10.19790874,,,,,,3.216073419,9.585670616,,,,
0.36,1.086073234,0.527182341,,,,,,0.370778468,0.000116175,,,,
0.48,3.075757578,6.737957405,,,,,,0.676974702,0.038799033,,,,
0.6,3.810318805,10.30614683,,,,,,0.981001049,0.1451618,,,,
0.09,5.844079303,33.10942863,,,,,,3.587827415,12.23479662,,,,
0.06,5.419910978,28.7286457,,,,,,3.490317221,11.76707623,,,,
0.09,4.553780828,19.92533928,,,,,,2.877728286,7.771428997,,,,
0.42,1.940703815,2.312540093,,,,,,1.339779796,0.845994873,,,,
1.05,9.229509128,66.90436957,,,,,,8.278733597,52.25458942,,,,
1.59,5.880778993,18.41078437,,,,,,6.611671938,25.21718906,,,,
3.51,3.888414357,0.143197426,,,,,,5.657945316,4.613669082,,,,
1.98,3.021908469,1.085573257,,,,,,5.898911481,15.3578672,,,,
0.33,3.924902332,12.92332278,,,,,,6.781011984,41.61555562,,,,
0.09,6.914933254,46.57971392,,,,,,7.778808472,59.11777572,,,,
0.15,6.416475167,39.26871102,,,,,,7.452032821,53.31968332,,,,
0.03,-0.198529458,0.052225713,,,,,,5.131303435,26.02329673,,,,
0,-4.553796747,20.73706481,,,,,,3.907583356,15.26920768,,,,
5.88,2.264450338,13.07219936,,,,,,2.26486773,13.06918133,,,,
4.5,6.121699883,2.629910509,,,,,,1.94719376,6.516819697,,,,
3.66,8.113152755,19.83056946,,,,,,2.685412779,0.949820251,,,,
4.74,10.74548406,36.06583878,,,,,,4.597105224,0.020418917,,,,
7.05,14.4330384,54.50925604,,,,,,7.970202097,0.8467719,,,,
7.83,18.53691434,114.6380147,,,,,,13.47049486,31.81518227,,,,
19.59,18.5219646,1.140699617,,,,,,13.95256434,31.78068084,,,,
40.77,20.82411503,397.8383273,,,,,,15.87698606,619.662143,,,,
12.84,25.95031676,171.8804055,,,,,,23.15545422,106.4085958,,,,
4.29,31.6947356,751.0195334,,,,,,28.11710323,567.7308482,,,,
5.55,34.93248915,863.3306688,,,,,,31.9608176,697.5312865,,,,
17.13,40.20075868,532.2599058,,,,,,37.60270765,419.1317584,,,,
27.21,39.07592566,140.8001918,,,,,,36.2119132,81.03444123,,,,
27.81,38.24466583,108.882251,,,,,,42.37256646,212.0683419,,,,
4.68,32.54892821,776.6771598,,,,,,33.53822276,832.7970206,,,,
4.41,27.744877,544.5164846,,,,,,23.55455236,366.5138849,,,,
5.79,26.85157766,443.5900535,,,,,,22.81365132,289.8047042,,,,
2.55,0.924122622,2.643477248,,,,,,7.827388395,27.85082827,,,,
2.31,5.07716191,7.657185035,,,,,,5.387524964,9.471159906,,,,
1.65,7.889746677,38.93443859,,,,,,7.787611599,37.67027615,,,,
1.38,9.525590811,66.35064966,,,,,,9.610957732,67.74866519,,,,
0.96,10.49264114,90.87124712,,,,,,10.50094357,91.02960413,,,,
0.96,12.18629078,126.0296046,,,,,,12.73040177,138.5423578,,,,
1.14,14.75243509,185.2983892,,,,,,16.17616692,226.0863156,,,,
5.16,17.89731419,162.2391728,,,,,,20.89182306,247.4902567,,,,
9.57,19.90090589,106.7276165,,,,,,24.25337254,215.6014291,,,,
14.01,19.9676602,35.49371502,,,,,,25.31556063,127.8157011,,,,
18.75,18.15234607,0.357190225,,,,,,23.41360063,21.74917085,,,,
20.1,17.32948816,7.675735859,,,,,,22.29722601,4.827802145,,,,
10.95,14.34017482,11.4932853,,,,,,18.33622847,54.55637102,,,,
11.22,10.23076688,0.978582174,,,,,,13.72141577,6.257080839,,,,
4.56,7.236644377,7.164425119,,,,,,11.19987226,44.08790369,,,,
11.97,6.800236313,26.72645658,,,,,,10.60837952,1.854010344,,,,
6.57,4.83191212,3.020949479,,,,,,8.319089069,3.059312571,,,,
1.8,-14.101885,252.8699465,,,,,,15.6562733,191.9963097,,,,
2.16,-8.760772861,119.2632799,,,,,,5.706024914,12.57429269,,,,
2.01,-7.655370858,93.41939382,,,,,,2.806595018,0.634563623,,,,
0.93,-4.674853432,31.414382,,,,,,2.054737787,1.26503509,,,,
0.72,1.045702334,0.106082011,,,,,,3.841842317,9.745899453,,,,
0.51,6.73546753,38.75644596,,,,,,4.774371835,18.18486715,,,,
0.39,12.6252214,149.7006427,,,,,,8.860071176,71.74210573,,,,
1.38,13.90429849,156.8580527,,,,,,10.73482096,87.51267518,,,,
2.7,15.98907557,176.5995296,,,,,,14.40740393,137.0633068,,,,
2.94,16.01708128,171.0100548,,,,,,13.7566758,117.0004753,,,,
4.05,14.91929391,118.1415501,,,,,,12.0642046,64.22747536,,,,
5.73,13.42120497,59.15463391,,,,,,9.835787552,16.85749143,,,,
3.72,10.64451336,47.94888529,,,,,,7.660121227,15.52455528,,,,
1.47,8.361137107,47.48777062,,,,,,6.981903593,30.38108122,,,,
2.13,6.583645792,19.83496084,,,,,,5.09865455,8.812909835,,,,
3.3,1.158948956,4.584099571,,,,,,1.392288848,3.639361841,,,,
2.52,-5.2713414,60.70500081,,,,,,3.192837949,0.452710905,,,,
1.56,5.21757593,13.37786169,,,,,,4.648140026,9.536608822,,,,
2.31,11.22438063,79.46618193,,,,,,5.911538477,12.9710794,,,,
4.29,13.1479876,78.46394435,,,,,,7.582490742,10.84049528,,,,
3.39,12.69789073,86.63682986,,,,,,7.624425507,17.93035937,,,,
9.12,14.84597575,32.78679827,,,,,,9.995599617,0.76667469,,,,
8.22,18.42034483,104.0470347,,,,,,14.70050017,41.99688246,,,,
24.75,20.5095921,17.98105918,,,,,,17.90386962,46.86950122,,,,
43.26,22.67110234,423.9027067,,,,,,21.62006537,468.2867707,,,,
46.89,29.71967433,294.8200836,,,,,,37.99608622,79.10170233,,,,
57.33,35.37063703,482.213622,,,,,,49.36018608,63.5179339,,,,
28.95,29.78464157,0.696626548,,,,,,33.42134425,19.99291941,,,,
6.39,21.82151385,238.1316196,,,,,,21.48986334,228.005873,,,,
5.28,15.44099679,103.2458558,,,,,,13.48027573,67.24452204,,,,
8.82,13.06534728,18.02297354,,,,,,11.05131023,4.978745335,,,,
10.44,7.787777171,7.034285937,,,,,,9.773167784,0.444665205,,,,
8.01,3.880130649,17.05582085,,,,,,8.307841729,0.088709695,,,,
6.48,1.217497426,27.69393335,,,,,,5.405795191,1.153915971,,,,
7.74,11.84286589,16.8335085,,,,,,5.847141378,3.582913762,,,,
8.58,10.31922344,3.024898169,,,,,,7.137750936,2.080082363,,,,
8.88,8.402304507,0.228192984,,,,,,7.24511544,2.672847523,,,,
7.77,7.608455952,0.026096479,,,,,,7.030042428,0.547537208,,,,
8.91,9.458564241,0.300922726,,,,,,7.194296028,2.943640119,,,,
8.79,10.33580054,2.38949931,,,,,,7.172268095,2.617056516,,,,
8.52,9.553012233,1.067114274,,,,,,6.737956962,3.17567739,,,,
5.31,10.24374292,24.34181924,,,,,,6.825129809,2.295618339,,,,
3.12,10.41453783,53.21028211,,,,,,6.683256094,12.69679399,,,,
3.03,8.872471844,34.13447724,,,,,,6.161669259,9.807352348,,,,
1.5,6.736644537,27.42244601,,,,,,5.702132877,17.65792072,,,,
1.56,7.709738655,37.81928552,,,,,,5.312926138,14.08445459,,,,
1.26,9.162941158,62.45647894,,,,,,5.385444155,17.01928947,,,,
0.6,9.028072534,71.03240665,,,,,,6.810478703,38.57004572,,,,
0.81,8.27984615,55.7986015,,,,,,5.914217416,26.05303543,,,,
0.42,9.24015847,77.79519544,,,,,,4.895708066,20.03196269,,,,
0.12,7.093543079,48.63030308,,,,,,3.990613803,14.98165121,,,,
1.14,5.083697507,15.55275002,,,,,,7.069583096,35.15995569,,,,
1.38,5.712314823,18.76895172,,,,,,6.666240023,27.94433359,,,,
0.99,3.84532786,8.152897189,,,,,,6.389694536,29.15670108,,,,
1.11,3.590325772,6.152015936,,,,,,6.780071351,32.14970913,,,,
1.38,5.265146975,15.09436701,,,,,,7.479351109,37.20208395,,,,
1.74,6.518727148,22.83623316,,,,,,6.74851291,25.08520157,,,,
1.71,6.66966439,24.59827086,,,,,,6.586556739,23.78080563,,,,
9.78,7.900819557,3.531319136,,,,,,7.781956526,3.992177723,,,,
20.64,8.381864428,150.2618877,,,,,,8.549714291,146.1750085,,,,
19.2,10.37258948,77.92317643,,,,,,10.62596535,73.51407016,,,,
8.4,9.166203142,0.587067255,,,,,,10.07840648,2.817048304,,,,
8.16,9.962271834,3.248183764,,,,,,11.7033785,12.55553123,,,,
7.08,7.974615114,0.800336202,,,,,,11.01334573,15.4712086,,,,
8.34,4.872641213,12.02257696,,,,,,9.588266875,1.558170191,,,,
8.76,2.120826364,44.07862657,,,,,,8.330067975,0.184841546,,,,
3.03,-0.383045341,11.6488785,,,,,,7.746246454,22.24298062,,,,
1.92,-1.262772966,10.13004375,,,,,,7.404796505,30.0829927,,,,
3.81,-8.799230569,158.9926955,,,,,,5.487750341,2.814846207,,,,
2.22,-1.357472705,12.79831096,,,,,,-2.71686734,24.37265913,,,,
2.04,0.223075276,3.301215454,,,,,,-1.336569942,11.40122457,,,,
3.75,-1.584877264,28.46091542,,,,,,2.335467352,2.000902611,,,,
5.7,-1.052357282,45.59432886,,,,,,2.780191202,8.525283418,,,,
5.88,2.117518355,14.15626813,,,,,,2.599383224,10.76244643,,,,
8.43,2.94971734,30.03349803,,,,,,3.720422804,22.18011736,,,,
8.58,4.773237227,14.49144281,,,,,,3.059331555,30.47778008,,,,
7.08,2.949111311,17.06424136,,,,,,2.595255323,20.11293482,,,,
6.33,6.316846022,0.000173027,,,,,,6.692723363,0.131568238,,,,
5.73,12.07640137,40.27681035,,,,,,9.695371262,15.72416925,,,,
4.47,7.058843403,6.702110164,,,,,,6.039135804,2.46218717,,,,
3.09,2.75759576,0.110492579,,,,,,4.133963622,1.089860044,,,,
3.81,1.985930897,3.327228093,,,,,,2.729990022,1.166421553,,,,
1.71,1.646991593,0.003970059,,,,,,1.043662127,0.444006161,,,,
0.57,0.240282858,0.108713394,,,,,,-0.987932978,2.427155163,,,,
0.69,-2.966498722,13.36998291,,,,,,-2.399278231,9.543639986,,,,
8.61,10.55268956,3.774042721,,,,,,6.361693799,5.054880773,,,,
7.71,13.77833838,36.82473071,,,,,,9.221331628,2.284123291,,,,
10.41,12.2481724,3.378877761,,,,,,9.442193268,0.93664987,,,,
19.32,14.93980383,19.18611848,,,,,,12.51937358,46.24851976,,,,
7.35,16.40655777,82.02123857,,,,,,14.91778438,57.27136043,,,,
4.23,18.02234041,190.2286539,,,,,,18.32196103,198.5833657,,,,
5.88,19.70769208,191.2050684,,,,,,22.24678744,267.8717311,,,,
7.59,23.91087388,266.3709242,,,,,,30.15322303,509.0990333,,,,
11.4,27.89664982,272.1394552,,,,,,38.57374623,738.4124839,,,,
52.23,28.36955282,569.3209395,,,,,,40.53785557,136.7062414,,,,
157.68,29.22900026,16499.65933,,,,,,41.55779878,13484.36562,,,,
79.83,21.29768939,3426.031386,,,,,,27.86023805,2700.856157,,,,
18.33,9.349482723,80.64969056,,,,,,13.35356781,24.76487734,,,,
14.49,10.95093401,12.52498806,,,,,,14.9947853,0.254808202,,,,
14.58,5.786776976,77.32077115,,,,,,11.16132841,11.68731545,,,,
7.44,4.763572585,7.16326371,,,,,,9.292176736,3.430558662,,,,
1.92,1.010726228,0.826778792,,,,,,7.339946356,29.3758185,,,,
0.09,-10.58216245,113.8950514,,,,,,2.790091567,7.290494468,,,,
0.09,-4.961622162,25.51888647,,,,,,-2.633995461,7.420151273,,,,
0.09,-3.092882531,10.13074121,,,,,,-0.75847444,0.719908875,,,,
0.09,-4.51061594,21.16566703,,,,,,3.429422156,11.15174034,,,,
0,-4.42844685,19.6111415,,,,,,4.114498665,16.92909926,,,,
0.33,-0.928194435,1.583053236,,,,,,1.477571518,1.31692039,,,,
0.72,0.488996241,0.053362737,,,,,,1.674673742,0.911401954,,,,
1.59,-2.159087217,14.05565496,,,,,,4.803962806,10.32955692,,,,
1.11,-0.406275881,2.299092547,,,,,,5.160243162,16.40446967,,,,
1.53,-0.361652281,3.578348352,,,,,,4.870128162,11.15645614,,,,
2.97,-0.388287795,11.27809691,,,,,,5.124239936,4.640749704,,,,
3.66,1.33368897,5.411723009,,,,,,4.231780157,0.326932548,,,,
4.05,-0.53538355,21.0257423,,,,,,4.124213105,0.005507585,,,,
3.54,2.169975714,1.876966544,,,,,,5.832137982,5.253896528,,,,
2.25,6.024840671,14.24942209,,,,,,7.618254303,28.81815426,,,,
1.32,6.443616693,26.25144802,,,,,,7.350399526,36.36571844,,,,
1.29,1.132713363,0.024739086,,,,,,5.650419706,19.01326002,,,,
2.76,-3.356088948,37.40654403,,,,,,4.234381122,2.173799693,,,,
3.9,4.083121823,0.033533602,,,,,,-0.751642424,21.63777724,,,,
4.41,7.449793755,9.240346073,,,,,,1.931389193,6.143511533,,,,
3.39,8.564974784,26.78036402,,,,,,4.404425152,1.029058389,,,,
2.76,10.72522738,63.4448472,,,,,,6.353033681,12.90989103,,,,
26.91,12.26858718,214.3709694,,,,,,8.008493586,357.2669447,,,,
60.6,11.98333078,2363.580526,,,,,,6.262346933,2952.580541,,,,
49.89,12.56273453,1393.324747,,,,,,3.923401228,2112.928203,,,,
31.62,17.46548526,200.3502874,,,,,,13.24345378,337.697451,,,,
35.25,19.05154325,262.3900011,,,,,,18.90296286,267.2256232,,,,
41.91,15.8062354,681.4065261,,,,,,15.46249703,699.4704133,,,,
42.24,12.33720412,894.1772015,,,,,,12.28235101,897.4607332,,,,
29.79,14.00771842,249.080412,,,,,,16.43368143,178.3912457,,,,
15.9,16.0624366,0.02638565,,,,,,17.54480224,2.705374416,,,,
6.66,15.43310555,76.96738095,,,,,,16.2398111,91.7727807,,,,
11.49,13.90111962,5.813497828,,,,,,16.25617358,22.71641058,,,,
14.88,8.679592153,38.44505747,,,,,,11.94782993,8.597621325,,,,
4.65,-1.471493725,37.47268542,,,,,,6.028518196,1.900312416,,,,
6.36,2.262013615,16.79349241,,,,,,2.368318657,15.93351994,,,,
6.54,1.468412448,25.7210003,,,,,,1.490243728,25.50003841,,,,
4.26,-0.038936536,18.48085534,,,,,,2.340126895,3.685912738,,,,
6.18,3.329018025,8.128098223,,,,,,3.355033291,7.98043691,,,,
8.1,9.079144161,0.958723287,,,,,,6.9038735,1.430718604,,,,
7.17,8.20336562,1.067844505,,,,,,8.211404096,1.084522491,,,,
6.3,8.884802904,6.681206054,,,,,,8.462018007,4.674321862,,,,
6.87,10.61132935,13.99754528,,,,,,9.453096727,6.672388703,,,,
8.7,9.53444086,0.696291549,,,,,,8.140945644,0.312541773,,,,
9.42,9.904081751,0.234335141,,,,,,7.40380343,4.06504861,,,,
7.77,11.56797526,14.42461606,,,,,,6.561808056,1.459727773,,,,
6.18,12.15433815,35.69271637,,,,,,5.085185251,1.198619335,,,,
6.45,9.323249554,8.255562998,,,,,,3.444765688,9.031433272,,,,
6.42,5.243389805,1.38441155,,,,,,2.15239212,18.21247702,,,,
5.46,4.966475177,0.243566751,,,,,,0.794379232,21.76801715,,,,
4.8,3.777722828,1.045050616,,,,,,-0.630184885,29.48690789,,,,
7.5,2.909967259,21.06840057,,,,,,6.709840457,0.624352103,,,,
12.21,6.1475081,36.75380804,,,,,,4.052843843,66.53919657,,,,
8.1,7.866676331,0.054439934,,,,,,4.586316962,12.34596849,,,,
6.84,10.70530549,14.94058656,,,,,,6.983221666,0.020512446,,,,
14.85,13.07760139,3.141396846,,,,,,9.379482795,29.92655849,,,,
29.43,16.79846801,159.5556004,,,,,,14.36817287,226.8586365,,,,
5.7,22.52869605,283.2050107,,,,,,22.13233656,270.0216849,,,,
21.96,30.93862591,80.61572319,,,,,,39.54072204,309.0817874,,,,
92.76,41.17843833,2660.657504,,,,,,62.46658733,917.6908514,,,,
71.49,43.41156891,788.3982926,,,,,,68.88773859,6.771764439,,,,
87.84,44.43437013,1884.048704,,,,,,67.38691172,418.3288204,,,,
74.67,39.5420931,1233.969843,,,,,,48.8948495,664.3583835,,,,
53.85,30.33471303,552.9687213,,,,,,33.47960969,414.9528013,,,,
38.97,25.64377434,177.5882905,,,,,,26.33763572,159.5766272,,,,
35.79,21.85949442,194.0589857,,,,,,20.37835769,237.5187186,,,,
17.13,17.78674858,0.4313187,,,,,,14.24744353,8.309131814,,,,
11.43,14.54159119,9.681999721,,,,,,10.85496145,0.330669331,,,,
1.26,0.113062551,1.315465511,,,,,,4.785071082,12.42612613,,,,
2.07,3.790025033,2.958486115,,,,,,1.459502174,0.372707595,,,,
1.05,4.635533656,12.8560516,,,,,,1.972567214,0.851130264,,,,
0.78,4.183085398,11.58099023,,,,,,2.382431058,2.567785295,,,,
0.3,8.326839549,64.43015315,,,,,,5.675491014,28.89590364,,,,
0.12,15.34212112,231.7129714,,,,,,12.91185654,163.6315939,,,,
1.14,14.84858628,187.9253379,,,,,,12.36425612,125.9839255,,,,
2.82,13.23481997,108.468475,,,,,,11.64953726,77.9607283,,,,
2.97,11.19573385,67.66269741,,,,,,10.37738861,54.86940604,,,,
1.26,11.81469664,111.4016211,,,,,,10.68007519,88.73781652,,,,
0.81,11.49909606,114.2567746,,,,,,10.02113504,84.84500874,,,,
0.78,11.04785777,105.4289033,,,,,,9.157941404,70.18990216,,,,
23.25,14.2745503,80.55869727,,,,,,11.68995494,133.6346417,,,,
37.23,13.48739925,563.7110904,,,,,,10.72332738,702.6036935,,,,
21.09,11.30922067,95.66364429,,,,,,9.076555522,144.3228482,,,,
13.68,7.721233668,35.50689619,,,,,,6.817041856,47.10019449,,,,
11.19,5.350229609,34.10291822,,,,,,5.37020174,33.87005178,,,,
2.31,-0.320626394,6.920195222,,,,,,0.593126037,2.947656203,,,,
5.13,3.412124306,2.9510969,,,,,,-0.639073783,33.28221231,,,,
6.33,4.333418676,3.986336985,,,,,,0.476237436,34.26653615,,,,
7.29,4.323052678,8.802776414,,,,,,1.344560425,35.34825174,,,,
9.27,3.90881591,28.74229485,,,,,,0.925869137,69.62451986,,,,
16.53,5.924722122,112.4719189,,,,,,2.627107663,193.2904153,,,,
25.32,9.534001913,249.1977356,,,,,,6.185202471,366.1404765,,,,
19.71,15.73769123,15.77923695,,,,,,12.36629454,53.93000982,,,,
25.17,20.89675038,18.26066232,,,,,,20.46373215,22.14895712,,,,
26.7,24.65624499,4.176934523,,,,,,25.68796371,1.024217458,,,,
24.45,25.56232978,1.237277549,,,,,,29.03420136,21.01490208,,,,
23.22,23.2300846,0.000101699,,,,,,26.0610285,8.071442912,,,,
21.03,19.95958262,1.145793364,,,,,,17.51017559,12.38916389,,,,
16.23,17.22201189,0.984087585,,,,,,14.11170272,4.487183346,,,,
11.91,15.26221504,11.23734566,,,,,,14.36066429,6.005755449,,,,
11.37,9.935120964,2.058877849,,,,,,9.819330796,2.40457498,,,,
5.34,7.584654734,5.038474873,,,,,,5.398886676,0.003467641,,,,
2.79,2.015137157,0.600412425,,,,,,3.955479954,1.358343524,,,,
