,ID,t,phi,f,P,mw,w10m,v,r,rf_modded
628,1913,24,124,2.56E-05,990,55,2.87,16.73921349,736.0438483,9.543639986
629,2001,-24,124.4,1.55E-05,975,70,3.36,0,451.1755967,5.054880773
630,2001,-21,124,1.57E-05,977.5,67.5,3.36,16.26980844,402.5995118,2.284123291
631,2001,-18,123.6,1.60E-05,980,65,2.39,16.25975985,354.2083693,0.93664987
632,2001,-15,123.15,1.64E-05,980,65,2.74,19.69376008,294.9159196,46.24851976
633,2001,-12,122.7,1.67E-05,980,65,2.79,19.67737974,235.7457574,57.27136043
634,2001,-9,122.3,1.72E-05,986,57.5,2.83,19.38135159,177.5755296,198.5833657
635,2001,-6,121.9,1.76E-05,992,50,2.87,19.3653162,119.678222,267.8717311
636,2001,-3,121.6,1.81E-05,993,47.5,4,19.83114659,68.76076721,509.0990333
637,2001,0,121.3,1.87E-05,994,45,5.35,19.81929678,47.39515683,738.4124839
638,2001,3,120.95,1.95E-05,997,40,5.82,27.10479647,105.0151681,136.7062414
639,2001,6,120.6,2.03E-05,1000,35,6.91,27.08664533,181.7463583,13484.36562
640,2001,9,120.3,2.10E-05,1000,35,5.01,22.9691308,248.9910133,2700.856157
641,2001,12,120,2.16E-05,1000,35,1.5,22.95495411,316.8676423,24.76487734
642,2001,15,119.8,2.21E-05,1000,35,2.91,16.39966327,365.7342029,0.254808202
643,2001,18,119.6,2.26E-05,1000,35,1.64,16.39298823,414.6226091,11.68731545
644,2001,21,119.55,2.31E-05,1001,17.5,2.13,14.90208283,458.0436733,3.430558662
645,2001,24,119.5,2.36E-05,1002,0,1.59,14.90180292,501.6759712,29.3758185
646,1717,-24,129.8,2.04E-05,1008,0,1.89,0,960.7501063,7.290494468
647,1717,-21,128.95,2.03E-05,1007,0,1.73,30.51322383,869.9688178,7.420151273
648,1717,-18,128.1,2.02E-05,1006,0,1.55,30.52842147,779.1609279,0.719908875
649,1717,-15,127.75,2.03E-05,1006,0,1.52,13.64736879,745.9941051,11.15174034
650,1717,-12,127.4,2.05E-05,1006,0,1.32,13.6386486,713.7463607,16.92909926
651,1717,-9,126.55,2.05E-05,1005,0,1.04,30.32148854,625.5007763,1.31692039
652,1717,-6,125.7,2.04E-05,1004,0,0.73,30.32921064,538.0581355,0.911401954
653,1717,-3,125.35,2.06E-05,1004,0,0.31,13.6357248,509.3257258,10.32955692
654,1717,0,125,2.08E-05,1004,0,0.75,13.62690226,482.4632395,16.40446967
655,1717,3,124.95,2.13E-05,1004,0,0.96,16.74099353,501.9917926,11.15645614
656,1717,6,124.9,2.19E-05,1004,0,1.33,16.74078392,525.6333933,4.640749704
657,1717,9,124.55,2.28E-05,1004,0,1.76,30.36367964,553.1629677,0.326932548
658,1717,12,124.2,2.37E-05,1004,0,1.62,30.34234246,593.9096133,0.005507585
659,1717,15,123.45,2.42E-05,1004,0,2.6,30.13371675,591.9939887,5.253896528
660,1717,18,122.7,2.46E-05,1004,0,4.09,30.07706786,604.092592,28.81815426
661,1717,21,121.9,2.49E-05,1002,17.5,4.12,29.37994908,612.0029727,36.36571844
662,1717,24,121.1,2.52E-05,1000,35,2.2,29.33757954,632.3035479,19.01326002
663,1002,-24,126.5,1.80E-05,975,65,0.55,0,596.1634288,2.173799693
664,1002,-21,125.65,1.80E-05,975,65,1,30.56326237,504.6474551,21.63777724
665,1002,-18,124.8,1.80E-05,975,65,1.32,30.56326237,413.2085527,6.143511533
666,1002,-15,124.15,1.80E-05,975,65,1.37,23.43977846,342.798101,1.029058389
667,1002,-12,123.5,1.81E-05,975,65,1.5,23.43456943,272.4187649,12.90989103
668,1002,-9,122.9,1.81E-05,975,65,1.53,21.63878089,207.4419271,357.2669447
669,1002,-6,122.3,1.82E-05,975,65,0.85,21.63394249,142.4941158,2952.580541
670,1002,-3,121.6,1.81E-05,977.5,62.5,0.14,25.42898061,70.36124185,2112.928203
671,1002,0,120.9,1.80E-05,980,60,1.45,25.44009545,34.90191072,337.697451
672,1002,3,120.25,1.82E-05,982.5,57.5,2.39,24.49485337,79.75457764,267.2256232
673,1002,6,119.6,1.85E-05,985,55,1.81,24.47463588,149.2086308,699.4704133
674,1002,9,118.95,1.88E-05,987.5,52.5,1.13,25.80531368,222.8856786,897.4607332
675,1002,12,118.3,1.92E-05,990,50,2.36,25.7755628,298.1699256,178.3912457
676,1002,15,118,1.96E-05,991,47.5,3.94,16.8084752,340.0849456,2.705374416
677,1002,18,117.7,2.00E-05,992,45,4.2,16.79676302,383.8596655,91.7727807
678,1002,21,116.9,2.01E-05,992,45,3.83,28.58798668,465.2563859,22.71641058
679,1002,24,116.1,2.02E-05,992,45,2.67,28.58082886,547.9181936,8.597621325
680,1203,-24,126.3,1.80E-05,1000,0,1.04,0,574.625273,1.900312416
681,1203,-21,125.9,1.83E-05,999,0,1.29,18.15071212,529.7696794,15.93351994
682,1203,-18,125.5,1.87E-05,998,0,0.75,18.13511732,487.1163319,25.50003841
683,1203,-15,125.3,1.90E-05,998,0,0.42,11.69755959,467.8869694,3.685912738
684,1203,-12,125.1,1.93E-05,998,0,1.56,11.69239196,450.6704155,7.98043691
685,1203,-9,124.95,1.97E-05,997,17.5,3.37,12.32327162,442.2615304,1.430718604
686,1203,-6,124.8,2.00E-05,996,35,2.87,12.3199054,436.9117428,1.084522491
687,1203,-3,124.55,2.04E-05,993,40,3.07,14.22789078,425.1249264,4.674321862
688,1203,0,124.3,2.08E-05,990,45,3.76,14.21937021,417.5310919,6.672388703
689,1203,3,124.3,2.11E-05,987.5,47.5,3.92,9.248138421,432.5099549,0.312541773
690,1203,6,124.3,2.14E-05,985,50,4.39,9.248214318,448.7016356,4.06504861
691,1203,9,124.4,2.17E-05,982.5,52.5,5.39,9.903300906,474.0693267,1.459727773
692,1203,12,124.5,2.20E-05,980,55,6.04,9.901635847,499.869604,1.198619335
693,1203,15,124.6,2.23E-05,980,55,5.42,9.899949775,526.0364011,9.031433272
694,1203,18,124.7,2.26E-05,980,55,4.36,9.89824281,552.5153082,18.21247702
695,1203,21,124.85,2.29E-05,980,55,4.66,10.65111859,582.9525267,21.76801715
696,1203,24,125,2.32E-05,980,55,4.67,10.64737441,613.4788941,29.48690789
697,2022,-24,125.7,1.82E-05,990,55,1.43,0,508.5862366,0.624352103
698,2022,-21,125.15,1.83E-05,982.5,60,1.43,19.8404372,449.1179671,66.53919657
699,2022,-18,124.6,1.83E-05,975,65,1.73,19.83597517,389.7273933,12.34596849
700,2022,-15,124.05,1.82E-05,972.5,67.5,2.24,20.10177415,330.8302991,0.020512446
701,2022,-12,123.5,1.81E-05,970,70,2.6,20.11050887,272.4187649,29.92655849
702,2022,-9,123.15,1.83E-05,967.5,72.5,3.93,14.58364226,233.5264862,226.8586365
703,2022,-6,122.8,1.86E-05,965,75,5.77,14.57375127,196.8459224,270.0216849
704,2022,-3,122.05,1.88E-05,967.5,72.5,7.45,27.45439745,121.0849735,309.0817874
705,2022,0,121.3,1.89E-05,970,70,10.49,27.43590458,64.75949806,917.6908514
706,2022,3,120.45,1.90E-05,977.5,62.5,11.08,30.50045818,83.29872572,6.771764439
707,2022,6,119.6,1.91E-05,985,55,11.91,30.49326662,162.5382448,418.3288204
708,2022,9,119.05,1.91E-05,982.5,57.5,11.18,19.69460987,217.8427704,664.3583835
709,2022,12,118.5,1.91E-05,980,60,8.47,19.69460987,274.7254304,414.9528013
710,2022,15,117.9,1.90E-05,980,60,7.24,21.56955715,336.6771134,159.5766272
711,2022,18,117.3,1.89E-05,980,60,6.42,21.57460775,399.5541546,237.5187186
712,2022,21,116.8,1.90E-05,980,60,5.62,18.00368269,453.4431913,8.309131814
713,2022,24,116.3,1.91E-05,980,60,4.96,17.99946717,507.3129196,0.330669331
714,1604,-24,126.9,1.69E-05,1002,0,2.17,0,654.615652,12.42612613
715,1604,-21,126.5,1.77E-05,1002,0,1.84,29.62527179,598.3545251,0.372707595
716,1604,-18,126.15,1.86E-05,1000,17.5,1.76,28.77704694,556.6153776,0.851130264
717,1604,-15,125.8,1.94E-05,998,35,1.27,28.75946147,526.2835067,2.567785295
718,1604,-12,125.1,2.00E-05,996,37.5,2.24,30.01373865,465.3608261,28.89590364
719,1604,-9,124.4,2.05E-05,994,40,4.37,29.96659795,415.8522405,163.6315939
720,1604,-6,124.1,2.08E-05,992,42.5,4.88,14.11643882,402.6354504,125.9839255
721,1604,-3,123.8,2.11E-05,990,45,4.35,14.10589972,393.6903201,77.9607283
722,1604,0,123.45,2.15E-05,987.5,47.5,3.63,16.64582661,389.6900555,54.86940604
723,1604,3,123.1,2.19E-05,985,50,4.02,16.6307925,392.2194133,88.73781652
724,1604,6,122.7,2.23E-05,980,55,4.1,19.16376022,403.5987572,84.84500874
725,1604,9,122.3,2.27E-05,975,60,4.31,19.14319217,422.7041606,70.18990216
726,1604,12,121.75,2.31E-05,975,60,5.52,22.31028797,439.9028317,133.6346417
727,1604,15,121.2,2.34E-05,975,60,5.51,22.28070967,466.2364505,702.6036935
728,1604,18,120.65,2.39E-05,977.5,57.5,5.05,23.22391275,505.7303245,144.3228482
729,1604,21,120.1,2.43E-05,980,55,4.17,23.18976846,551.2038727,47.10019449
730,1604,24,119.5,2.46E-05,980,55,3.74,23.70634784,597.2078888,33.87005178
731,1415,-24,127,1.90E-05,977.5,57.5,2.36,0,649.4465848,2.947656203
732,1415,-21,126.6,1.93E-05,975,60,2.72,17.03781861,609.3503637,33.28221231
733,1415,-18,126.15,1.96E-05,972.5,62.5,2.74,17.7028411,564.9975087,34.26653615
734,1415,-15,125.7,1.98E-05,970,65,2.46,17.68853223,522.4740597,35.34825174
735,1415,-12,125.1,2.02E-05,970,65,1.62,24.09805163,470.6573378,69.62451986
736,1415,-9,124.5,2.05E-05,970,65,1.96,24.06914905,425.2558843,193.2904153
737,1415,-6,123.95,2.09E-05,970,65,3.07,22.47833023,392.7215542,366.1404765
738,1415,-3,123.4,2.13E-05,970,65,5.12,22.45145247,370.0560495,53.93000982
739,1415,0,122.55,2.17E-05,970,65,6.31,33.53809139,352.1470145,22.14895712
740,1415,3,121.7,2.22E-05,970,65,7.75,33.4784437,362.7417557,1.024217458
741,1415,6,120.65,2.23E-05,972.5,62.5,7.76,37.13238602,361.939099,21.01490208
742,1415,9,119.6,2.24E-05,975,60,7.07,37.12196294,393.9899749,8.071442912
743,1415,12,118.9,2.24E-05,972.5,62.5,6.8,24.77939124,431.8611506,12.38916389
744,1415,15,118.2,2.25E-05,970,65,6.28,24.7724159,478.3255386,4.487183346
745,1415,18,117.25,2.28E-05,970,65,5.9,35.26051161,569.0649889,6.005755449
746,1415,21,116.3,2.32E-05,970,65,4.83,35.2051088,663.8512871,2.40457498
747,1415,24,115.45,2.34E-05,967.5,67.5,4.93,30.37782316,742.8229236,0.003467641
748,1209,-24,126.8,1.82E-05,1000,35,2.28,0,627.1124574,1.358343524
749,1209,-21,126.55,1.87E-05,998,37.5,2.4,17.3000411,599.8631884,0.009546254
750,1209,-18,126.3,1.92E-05,996,40,1.51,17.29145448,576.1908157,0.551869347
751,1209,-15,126.15,1.95E-05,996,40,1.9,10.68993477,564.0709142,3.388276288
752,1209,-12,126,1.98E-05,996,40,1.97,10.68670605,553.6145407,80.36048769
753,1209,-9,125.75,2.00E-05,993,42.5,1.71,11.5867417,533.1848469,202.8116958
754,1209,-6,125.5,2.03E-05,990,45,1.02,11.57986174,514.3960286,261.0464193
755,1209,-3,125.2,2.08E-05,987.5,50,2.01,18.24155917,501.5137302,157.1666639
756,1209,0,124.9,2.13E-05,985,55,3.14,18.22858822,494.6120429,33.74916834
757,1209,3,124.8,2.16E-05,985,55,2.36,9.903961021,500.9547713,11.3155565
758,1209,6,124.7,2.19E-05,985,55,2.7,9.902304398,508.9966037,4.305666293
759,1209,9,124.55,2.23E-05,985,55,4.09,13.98983431,522.188097,36.63559722
760,1209,12,124.4,2.27E-05,985,55,5.31,13.9859985,538.4166899,224.0575578
761,1209,15,124.65,2.31E-05,985,55,5.82,15.65249608,584.4738412,517.4222042
762,1209,18,124.9,2.36E-05,985,55,5.49,15.64241597,630.5244987,275.9165286
763,1209,21,125.05,2.39E-05,982.5,55,5,12.28046852,665.6184963,333.3459617
764,1209,24,125.2,2.43E-05,980,55,6,12.27644907,700.8165066,744.142243
765,1104,-24,127.4,1.56E-05,1006,0,1.84,0,739.3859627,17.20229747
766,1104,-21,127.05,1.62E-05,1006,0,2.01,22.41196535,685.0353931,0.797769591
767,1104,-18,126.7,1.69E-05,1006,0,1.76,22.39761025,633.4293206,0.656543563
768,1104,-15,126.15,1.75E-05,1005,0,1.47,27.10211992,563.8717033,21.67742638
769,1104,-12,125.6,1.81E-05,1004,0,1.31,27.07048715,498.4166534,26.25896633
770,1104,-9,125.25,1.86E-05,1004,0,0.51,19.40585858,459.8410943,4.800282155
771,1104,-6,124.9,1.91E-05,1004,0,1.7,19.39081569,426.0319491,3.30628818
772,1104,-3,124.7,1.95E-05,1003,0,2.23,14.78982318,412.298234,0.113103559
773,1104,0,124.5,1.99E-05,1002,0,1.77,14.78400932,403.1369652,0.01156658
774,1104,3,124.35,2.04E-05,1002,0,1.66,15.73161649,406.0739253,0.002477411
775,1104,6,124.2,2.09E-05,1002,0,2.68,15.72805044,414.5007176,0.624471336
776,1104,9,123.95,2.14E-05,1002,0,2.36,18.859733,423.6503131,25.26006415
777,1104,12,123.7,2.20E-05,1002,0,2.47,18.84973844,440.1182165,43.15383002
778,1104,15,123.15,2.27E-05,1003,0,3.47,28.10846113,455.4592853,5.469432312
779,1104,18,122.6,2.33E-05,1004,0,4.57,28.06606247,485.5247519,43.54944217
780,1104,21,121.8,2.37E-05,1003,0,4.72,30.18254413,495.4069929,37.52052825
781,1104,24,121,2.40E-05,1002,0,4.02,30.13517892,521.1765123,32.97568849
782,2018,-24,126.9,1.69E-05,993,47.5,1.24,0,654.615652,1096.183324
783,2018,-21,126.4,1.69E-05,992,50,1.34,18.04815257,601.7127689,613.803255
784,2018,-18,125.55,1.69E-05,988.5,55,1.54,30.68185937,512.3735261,96.57457596
785,2018,-15,124.7,1.69E-05,985,60,1.45,30.68185937,424.1930942,6.088112649
786,2018,-12,123.95,1.68E-05,980,65,2.06,27.14093224,350.2816263,21.7526944
787,2018,-9,123.2,1.67E-05,975,70,2.57,27.1465164,280.4827455,0.801838237
788,2018,-6,122.5,1.66E-05,975,70,2.79,25.55735202,226.5798095,32.59923761
789,2018,-3,121.8,1.65E-05,975,70,3.58,25.56755566,189.0036103,0.00663076
790,2018,0,121.1,1.65E-05,975,70,5.06,25.36096204,161.8706424,1.792701336
791,2018,3,120.4,1.66E-05,975,70,6.73,25.35580956,168.1089496,682.115304
792,2018,6,119.6,1.67E-05,975,67.5,9.56,29.12484084,208.2454841,560.8919145
793,2018,9,118.8,1.69E-05,975,65,11.81,29.11297602,271.4725031,1684.151477
794,2018,12,118.15,1.69E-05,970,70,8.27,23.46259834,334.541731,422.7543148
795,2018,15,117.5,1.69E-05,965,75,6.74,23.46259834,400.0598743,0.90645189
796,2018,18,116.75,1.69E-05,960,77.5,5.62,27.07222885,477.383519,1295.295821
797,2018,21,116,1.69E-05,955,80,5.26,27.07222885,555.8187167,2.441690254
798,2018,24,115.2,1.69E-05,952.5,82.5,4.1,28.87704411,640.2478755,0.742034664
799,1329,-24,126.8,2.15E-05,992,50,2.65,0,682.4541811,0.012581373
800,1329,-21,126.1,2.17E-05,991,52.5,2.26,25.40611308,623.3505804,0.010269232
801,1329,-18,125.4,2.19E-05,990,55,1.35,25.38624778,568.5664345,2.639706638
802,1329,-15,124.8,2.19E-05,987.5,57.5,0.74,21.30803987,520.6520459,7.759446408
803,1329,-12,124.2,2.20E-05,985,60,1.49,21.30219566,476.5696921,21.90519207
804,1329,-9,123.65,2.22E-05,982.5,62.5,1.64,20.79251339,453.5940273,31.06639279
805,1329,-6,123.1,2.25E-05,980,65,1.44,20.77207022,438.5256435,31.49651273
806,1329,-3,122.45,2.27E-05,977.5,67.5,1.87,23.58135659,423.0444788,47.1391632
807,1329,0,121.8,2.28E-05,975,70,3.01,23.56217023,419.1791946,92.13053006
808,1329,3,121.2,2.30E-05,975,70,3.48,21.44714988,421.8988676,111.9227838
809,1329,6,120.6,2.31E-05,975,70,2.34,21.43503895,434.2495148,70.40507644
810,1329,9,119.95,2.33E-05,975,70,2.23,24.01423531,467.4190708,63.74200984
811,1329,12,119.3,2.36E-05,975,70,2.01,23.9884409,508.6241984,50.26634573
812,1329,15,118.75,2.37E-05,975,70,1.99,19.64811884,541.4979469,39.37966269
813,1329,18,118.2,2.38E-05,975,70,2.06,19.63670342,578.4676407,34.20331642
814,1329,21,117.75,2.40E-05,975,70,3.33,16.71254635,617.4593326,14.73780034
815,1329,24,117.3,2.42E-05,975,70,2.96,16.69891152,657.8725498,4.681990673
816,1905,-24,127.5,2.13E-05,998,0,0.1,0,743.0527652,28.23249196
817,1905,-21,126.75,2.13E-05,998,0,0.41,26.61383962,669.1078,0.801774309
818,1905,-18,126,2.13E-05,998,0,1.35,26.61383962,596.6845235,0.327927945
819,1905,-15,125.45,2.13E-05,996,17.5,1.95,19.5990752,547.5120693,0.28225152
820,1905,-12,124.9,2.14E-05,994,35,2.22,19.59386945,500.4798047,3.012881771
821,1905,-9,124.4,2.14E-05,994,35,3.16,17.82452616,460.4260207,6.472963356
822,1905,-6,123.9,2.15E-05,994,35,3.76,17.81977131,423.3964394,2.056405873
823,1905,-3,123.65,2.16E-05,994,35,3.19,9.050386341,408.2377548,4.591815879
824,1905,0,123.4,2.16E-05,994,35,2.73,9.048033735,394.3883951,0.061141295
825,1905,3,123.45,2.21E-05,994,35,3.11,14.90262716,431.8973334,0.017760874
826,1905,6,123.5,2.26E-05,994,35,4.53,14.90235759,470.6346666,23.67056278
827,1905,9,123.6,2.31E-05,994,35,4.28,17.01524025,517.7848561,1.244633363
828,1905,12,123.7,2.37E-05,994,35,4.89,17.01356603,565.5525935,18.24509562
829,1905,15,123.9,2.46E-05,993,35,6.08,28.61285895,647.795727,3.774556509
830,1905,18,124.1,2.55E-05,992,35,6.98,28.60548454,730.6899515,25.78592389
831,1905,21,124.1,2.63E-05,992,35,7.03,25.89886431,800.4243322,144.7049478
832,1905,24,124.1,2.71E-05,992,35,5.08,25.89959218,871.499174,178.3030261
833,1208,-24,126.2,1.92E-05,1004,0,1.81,0,565.5520917,37.27964026
834,1208,-21,125.9,1.93E-05,1004,0,2.95,11.35185759,535.1284763,14.54574472
835,1208,-18,125.6,1.94E-05,1004,0,3.51,11.34696804,505.2318008,3.175089531
836,1208,-15,125.25,1.96E-05,1004,0,3.42,13.68147985,471.9680393,0.901819438
837,1208,-12,124.9,1.98E-05,1004,0,3.39,13.67306772,440.1316771,8.279800438
838,1208,-9,124.6,2.00E-05,1004,0,3.69,13.00923989,416.9694888,41.98886525
839,1208,-6,124.3,2.03E-05,1004,0,3.43,13.00040407,396.4263551,46.90437022
840,1208,-3,123.85,2.08E-05,1003,0,3.23,23.08761217,380.9123537,27.62528939
841,1208,0,123.4,2.14E-05,1002,0,3.33,23.06142615,378.0154443,27.68259607
842,1208,3,123.05,2.22E-05,1002,0,4.38,28.69651205,416.926501,0.001290073
843,1208,6,122.7,2.31E-05,1002,0,5.49,28.6758182,468.8602448,10.67829549
844,1208,9,121.6,2.34E-05,1001,0,4.82,39.74214258,464.7068721,0.197180948
845,1208,12,120.5,2.37E-05,1000,0,3.72,39.68613052,490.50458,2.68284886
846,1208,15,119.55,2.35E-05,1000,0,3.47,33.81895814,494.7874138,9.843842286
847,1208,18,118.6,2.33E-05,1000,0,3.24,33.84825392,519.3547451,16.66648013
848,1208,21,118.1,2.33E-05,999,0,2.84,17.57382763,546.8041033,0.085556058
849,1208,24,117.6,2.33E-05,998,0,3.4,17.57382763,577.7709002,2.73013606
850,2015,-24,124.8,1.73E-05,1004,0,1.27,0,422.2653043,581.2330687
851,2015,-21,124.55,1.73E-05,1005,0,1.59,9.008847794,395.8904045,638.7742206
852,2015,-18,124.3,1.73E-05,1006,0,1.6,9.008847794,369.6096667,150.1168888
853,2015,-15,124.1,1.73E-05,1006,0,1.79,7.44208942,350.1977455,16.73863825
854,2015,-12,123.9,1.72E-05,1006,0,1.1,7.443577184,331.1342884,17.58084277
855,2015,-9,123.25,1.69E-05,1007,0,1.11,25.21458028,276.9243353,41.42547675
856,2015,-6,122.6,1.66E-05,1008,0,1.04,25.23712459,234.5664963,59.67935241
857,2015,-3,121.9,1.64E-05,1007,0,2.14,25.90484812,199.1219007,14.51734699
858,2015,0,121.2,1.62E-05,1006,0,2.91,25.91975747,190.5774233,6.209624072
859,2015,3,120.15,1.62E-05,1007,0,3.02,38.03104227,214.5880085,42.1550423
860,2015,6,119.1,1.61E-05,1008,0,2.37,38.03858048,286.0543756,55.26258728
861,2015,9,118.55,1.60E-05,1007,0,2.97,19.99107497,334.766906,190.7851691
862,2015,12,118,1.60E-05,1006,0,2.2,19.99498094,386.6898323,1415.270767
863,2015,15,117.4,1.60E-05,1006,0,1.61,21.7935346,440.0049723,1465.095222
864,2015,18,116.8,1.61E-05,1006,0,1.37,21.78925412,496.1740726,539.652859
865,2015,21,116.25,1.64E-05,1005,0,1.85,21.21694758,543.2759493,367.2255443
866,2015,24,115.7,1.66E-05,1004,0,1.7,21.2018285,593.3025643,101.6985377
867,1101,-24,125.05,1.69E-05,996,35,3.42,0,460.3194491,33.98520844
868,1101,-21,124.7,1.70E-05,996,35,2.12,13.15899415,420.668698,57.32724024
869,1101,-18,124.45,1.73E-05,996,35,1.84,12.91147854,386.7659887,46.61530443
870,1101,-15,124.2,1.76E-05,996,35,1.77,12.90475168,353.9714663,15.34586711
871,1101,-12,123.95,1.79E-05,995,35,2.41,12.89790991,322.6119882,15.45096098
872,1101,-9,123.7,1.82E-05,994,35,3.09,12.89095356,293.1355152,0.452688148
873,1101,-6,123.4,1.86E-05,993,37.5,3.86,15.45894622,261.1243987,713.3663488
874,1101,-3,123.1,1.89E-05,992,40,4.69,15.4485515,234.1679396,1064.822617
875,1101,0,123,1.93E-05,992,40,5.43,9.915851342,231.8805275,368.6111847
876,1101,3,122.9,1.96E-05,992,40,6.11,9.91435843,233.4376407,22.9493055
877,1101,6,122.7,2.00E-05,992,40,5.99,14.78316911,236.8771846,1.534892196
878,1101,9,122.5,2.04E-05,992,40,6.32,14.77722039,248.425772,2.495969561
879,1101,12,122.4,2.10E-05,994,37.5,6.11,17.02158747,282.0448504,35.92475324
880,1101,15,122.3,2.15E-05,996,35,5.98,17.02005389,320.3556914,71.14834246
881,1101,18,122.3,2.20E-05,996,35,6.5,14.79739048,360.6829337,104.5673571
882,1101,21,122.3,2.25E-05,996,35,6.51,14.79759299,401.8679689,78.95893961
883,1101,24,122.25,2.32E-05,996,35,5.98,22.26639754,463.2041511,50.56741429
884,1013,-24,124.65,2.23E-05,890,122.5,1.27,0,529.9097284,72.26291533
885,1013,-21,124.2,2.20E-05,885,125,1.59,18.40818008,476.5696921,34.83974418
886,1013,-18,123.75,2.19E-05,885,125,2.08,16.02779235,439.5230135,29.25104713
887,1013,-15,123.3,2.19E-05,885,125,2.64,16.03215053,404.7656539,24.95246145
888,1013,-12,122.6,2.16E-05,897.5,115,2.77,25.87960198,345.0691481,4.407855386
889,1013,-9,121.9,2.14E-05,910,105,3.03,25.9052814,293.6904786,2.741778752
890,1013,-6,121.35,2.12E-05,925,97.5,3.74,20.29530461,263.2617601,1.73189537
891,1013,-3,120.8,2.10E-05,940,90,5.52,20.31021644,244.4566897,0.286065852
892,1013,0,120.25,2.08E-05,945,87.5,5.67,20.3250004,240.0912156,0.330038602
893,1013,3,119.7,2.07E-05,950,85,5.86,20.33965637,250.9843316,6.110778996
894,1013,6,119.45,2.07E-05,950,82.5,6.63,8.894610387,266.4748546,97.79550371
895,1013,9,119.2,2.07E-05,950,80,6.13,8.894610387,283.634651,48.55823829
896,1013,12,118.9,2.07E-05,950,80,5.95,10.82988341,309.8326614,0.041253153
897,1013,15,118.6,2.08E-05,950,80,5.94,10.82715339,337.1057483,2.895278102
898,1013,18,118.25,2.08E-05,950,80,5.2,12.44599778,366.0765597,23.58654566
899,1013,21,117.9,2.08E-05,950,80,5.29,12.44599778,396.4493172,83.52138972
900,1013,24,117.75,2.10E-05,950,80,5,7.69394962,418.8277029,88.76030377
901,1912,-24,128.85,1.70E-05,1002,0,1.89,0,860.4092559,0.986741166
902,1912,-21,128.2,1.70E-05,1002,0,1.25,23.45280695,790.8314027,16.23259124
903,1912,-18,127.35,1.75E-05,1002,0,1.42,34.84324735,691.7731132,102.5256587
904,1912,-15,126.5,1.81E-05,1002,0,1.53,34.79006681,595.3726247,100.6880136
905,1912,-12,125.35,1.87E-05,1001,0,1.89,45.19530109,471.0177925,19.67833366
906,1912,-9,124.2,1.93E-05,1000,0,2.09,45.10663136,356.4555876,21.6707368
907,1912,-6,123.05,1.97E-05,1001,0,2.9,42.55295152,252.7720037,41.26228592
908,1912,-3,121.9,2.00E-05,1002,0,3.28,42.49406926,183.4092569,276.738799
909,1912,0,120.75,2.01E-05,1001,0,2.96,41.05082068,162.3589745,187.1594264
910,1912,3,119.6,2.02E-05,1000,0,3.02,41.04052005,222.2809637,103.6309789
911,1912,6,118.45,2.04E-05,999,17.5,3.72,41.62010926,329.5684717,371.6641818
912,1912,9,117.3,2.07E-05,998,35,2.85,41.57873195,445.7902196,338.280994
913,1912,12,116.65,2.07E-05,997,37.5,3.12,23.19386703,510.2266754,160.6744529
914,1912,15,116,2.08E-05,996,40,2.94,23.18788203,575.8037795,109.6191402
915,1912,18,115.25,2.10E-05,995,40,4.18,27.22065119,655.7956834,86.96074902
916,1912,21,114.5,2.11E-05,994,40,5.12,27.20001104,735.9421282,23.55454964
917,1912,24,113.85,2.13E-05,994,40,4.6,23.71741132,806.1289453,0.000817828
918,1108,-24,124.1,1.77E-05,997,17.5,2.55,0,342.2594859,73.27132834
919,1108,-21,123.9,1.76E-05,996,35,3.9,7.434571197,322.2126745,14.39342673
920,1108,-18,123.7,1.77E-05,994,37.5,4.57,8.092543088,298.7156714,12.80762416
921,1108,-15,123.5,1.78E-05,992,40,4.47,8.089731646,275.3935682,3.529257755
922,1108,-12,123.3,1.80E-05,991,42.5,5.87,8.086901008,252.2904193,8.406654276
923,1108,-9,123.1,1.81E-05,990,45,6.27,8.084051188,229.4673997,0.02703035
924,1108,-6,122.9,1.84E-05,990,45,6.21,11.70765807,206.6102791,0.005694923
925,1108,-3,122.7,1.87E-05,990,45,5.14,11.70264839,187.6876383,0.883933076
926,1108,0,122.5,1.91E-05,990,45,5.82,14.79471197,178.0691588,0.012989964
927,1108,3,122.3,1.96E-05,990,45,5.36,14.78899988,179.3753656,13.51843711
928,1108,6,121.95,2.01E-05,990,45,4.82,20.80560353,190.9528355,13.98377341
929,1108,9,121.6,2.07E-05,990,45,4.55,20.78865758,220.4808096,1.025291941
930,1108,12,120.85,2.12E-05,990,45,5.78,31.39723966,260.712573,136.9559077
931,1108,15,120.1,2.17E-05,990,45,6.22,31.34266574,324.120013,103.7208969
932,1108,18,119.35,2.20E-05,990,45,5.62,28.08618076,379.7882353,73.6309979
933,1108,21,118.6,2.24E-05,990,45,3.8,28.05120654,444.3758033,30.99989608
934,1108,24,117.7,2.25E-05,990,45,2.93,31.97605584,512.6229877,13.4888279
935,1422,-24,123.1,1.61E-05,975,65,4.39,0,304.8477356,73.5671873
936,1422,-21,122.85,1.64E-05,977.5,62.5,4.77,11.68018488,269.6883448,126.1379723
937,1422,-18,122.6,1.66E-05,980,60,5.27,11.67453051,234.5664963,66.73939849
938,1422,-15,122.3,1.68E-05,982.5,57.5,5.54,12.16952342,199.3539055,35.05778001
