,ID,t,phi,f,P,mw,w10m,v,r,rf
426,1626,-21,125.1,1.7e-05,925.0,100.0,4.08,16.23655866,462.2608738,1.29
439,1626,18,116.65,1.87e-05,977.5,62.5,3.19,13.08434831,467.1974568,3.24
443,1928,-21,125.15,1.63e-05,952.5,87.5,3.96,16.3779826,487.9955877,1.35
458,1928,24,116.8,1.78e-05,992.0,50.0,3.32,14.85692283,453.558631,8.04
461,1720,-18,123.3,2.31e-05,996.0,35.0,1.93,23.17007478,496.8042523,3.27
474,1720,21,118.05,2.2e-05,977.5,52.5,4.28,13.06788879,459.3584181,26.67
475,1720,24,118.0,2.25e-05,975.0,55.0,4.35,13.06757369,491.6478433,32.43
478,1522,-18,125.2,1.75e-05,1008.0,0.0,1.59,32.32866966,462.4244807,10.14
496,1506,-15,125.2,1.87e-05,945.0,90.0,1.76,24.20854462,454.9219411,0.6
506,1506,15,122.4,2.32e-05,925.0,105.0,5.0,15.21006594,468.0194748,0.09
528,1714,-21,125.45,1.91e-05,1003.0,17.5,1.39,20.03898051,484.4867085,2.31
541,1714,18,118.1,2.24e-05,994.0,40.0,2.07,27.9031983,476.4522694,4.56
548,1622,-12,124.7,2.09e-05,900.0,115.0,2.53,25.62925249,459.6034979,0.72
555,1622,9,119.45,2.33e-05,947.5,77.5,5.83,25.39910627,482.4275781,5.73
574,1621,15,117.2,2.1e-05,970.0,65.0,4.47,21.63230709,471.000637,8.82
578,1924,-24,116.6,1.66e-05,994.0,40.0,2.72,0.0,499.8429087,7.74
579,1924,-21,116.7,1.67e-05,993.0,42.5,2.02,4.057831664,487.7287378,8.58
580,1924,-18,116.8,1.67e-05,992.0,45.0,1.34,4.057170943,475.6259503,8.88
581,1924,-15,116.85,1.67e-05,991.0,47.5,1.19,2.58491724,472.2925467,7.77
582,1924,-12,116.9,1.66e-05,990.0,50.0,1.9,2.585174302,469.0591032,8.91
583,1924,-9,116.95,1.65e-05,987.5,52.5,2.28,4.116658919,467.9613228,8.79
584,1924,-6,117.0,1.64e-05,985.0,55.0,2.14,4.116971333,467.1780829,8.52
585,1924,-3,117.1,1.62e-05,982.5,57.5,2.43,5.173394355,461.7562683,5.31
586,1924,0,117.2,1.61e-05,980.0,60.0,2.6,5.174394726,456.7804825,3.12
587,1924,3,117.1,1.6e-05,980.0,60.0,2.24,5.175387643,471.5785023,3.03
588,1924,6,117.0,1.59e-05,980.0,60.0,1.67,5.176373099,486.4356216,1.5
589,1924,9,117.05,1.58e-05,980.0,60.0,2.19,2.588431514,484.2712914,1.56
590,1924,12,117.1,1.57e-05,980.0,60.0,2.77,2.588675543,482.2182794,1.26
597,1308,-18,125.6,1.83e-05,1006.0,0.0,1.53,13.06816484,497.452225,0.99
598,1308,-15,125.3,1.85e-05,1006.0,0.0,1.29,11.38522552,465.0438977,1.11
607,1308,12,122.1,2.33e-05,1002.0,35.0,2.45,33.81635096,469.6027946,7.08
608,1308,15,121.5,2.37e-05,1002.0,35.0,2.01,23.79748439,490.9064463,8.34
620,1913,0,125.0,2.09e-05,1000.0,35.0,0.71,33.93908063,487.461375,7.08
621,1913,3,124.65,2.17e-05,999.0,37.5,2.41,27.05288676,494.7129343,6.33
629,2001,-24,124.4,1.55e-05,975.0,70.0,3.36,0.0,451.1755967,8.61
644,2001,21,119.55,2.31e-05,1001.0,17.5,2.13,14.90208283,458.0436733,7.44
654,1717,0,125.0,2.08e-05,1004.0,0.0,0.75,13.62690226,482.4632395,1.11
678,1002,21,116.9,2.01e-05,992.0,45.0,3.83,28.58798668,465.2563859,11.49
682,1203,-18,125.5,1.87e-05,998.0,0.0,0.75,18.13511732,487.1163319,6.54
683,1203,-15,125.3,1.9e-05,998.0,0.0,0.42,11.69755959,467.8869694,4.26
684,1203,-12,125.1,1.93e-05,998.0,0.0,1.56,11.69239196,450.6704155,6.18
691,1203,9,124.4,2.17e-05,982.5,52.5,5.39,9.903300906,474.0693267,7.77
692,1203,12,124.5,2.2e-05,980.0,55.0,6.04,9.901635847,499.869604,6.18
712,2022,21,116.8,1.9e-05,980.0,60.0,5.62,18.00368269,453.4431913,17.13
718,1604,-12,125.1,2e-05,996.0,37.5,2.24,30.01373865,465.3608261,0.3
727,1604,15,121.2,2.34e-05,975.0,60.0,5.51,22.28070967,466.2364505,37.23
735,1415,-12,125.1,2.02e-05,970.0,65.0,1.62,24.09805163,470.6573378,9.27
744,1415,15,118.2,2.25e-05,970.0,65.0,6.28,24.7724159,478.3255386,16.23
756,1209,0,124.9,2.13e-05,985.0,55.0,3.14,18.22858822,494.6120429,11.13
769,1104,-12,125.6,1.81e-05,1004.0,0.0,1.31,27.07048715,498.4166534,8.4
770,1104,-9,125.25,1.86e-05,1004.0,0.0,0.51,19.40585858,459.8410943,5.82
778,1104,15,123.15,2.27e-05,1003.0,0.0,3.47,28.10846113,455.4592853,7.32
779,1104,18,122.6,2.33e-05,1004.0,0.0,4.57,28.06606247,485.5247519,5.31
780,1104,21,121.8,2.37e-05,1003.0,0.0,4.72,30.18254413,495.4069929,6.48
796,2018,18,116.75,1.69e-05,960.0,77.5,5.62,27.07222885,477.383519,51.33
803,1329,-12,124.2,2.2e-05,985.0,60.0,1.49,21.30219566,476.5696921,0.06
804,1329,-9,123.65,2.22e-05,982.5,62.5,1.64,20.79251339,453.5940273,0.0
810,1329,9,119.95,2.33e-05,975.0,70.0,2.23,24.01423531,467.4190708,0.21
821,1905,-9,124.4,2.14e-05,994.0,35.0,3.16,17.82452616,460.4260207,4.74
826,1905,6,123.5,2.26e-05,994.0,35.0,4.53,14.90235759,470.6346666,13.59
836,1208,-15,125.25,1.96e-05,1004.0,0.0,3.42,13.68147985,471.9680393,6.57
843,1208,6,122.7,2.31e-05,1002.0,0.0,5.49,28.6758182,468.8602448,16.74
844,1208,9,121.6,2.34e-05,1001.0,0.0,4.82,39.74214258,464.7068721,15.9
845,1208,12,120.5,2.37e-05,1000.0,0.0,3.72,39.68613052,490.50458,11.07
846,1208,15,119.55,2.35e-05,1000.0,0.0,3.47,33.81895814,494.7874138,8.85
864,2015,18,116.8,1.61e-05,1006.0,0.0,1.37,21.78925412,496.1740726,34.47
867,1101,-24,125.05,1.69e-05,996.0,35.0,3.42,0.0,460.3194491,1.83
883,1101,24,122.25,2.32e-05,996.0,35.0,5.98,22.26639754,463.2041511,7.05
885,1013,-21,124.2,2.2e-05,885.0,125.0,1.59,18.40818008,476.5696921,0.51
905,1912,-12,125.35,1.87e-05,1001.0,0.0,1.89,45.19530109,471.0177925,5.94
958,1206,-6,125.1,2.03e-05,1000.0,35.0,2.76,24.93955336,474.4786684,3.87
962,1206,6,123.4,2.25e-05,998.0,35.0,2.76,22.17714978,455.583349,1.74
