,ID,t,phi,f,P,mw,w10m,v,r,rf
246,1220,0,118.3,1.88e-05,992.0,45.0,3.49,4.110299817,291.7326043,9.96
247,1220,3,118.25,1.88e-05,992.0,45.0,3.91,2.575628899,296.3471391,9.6
296,1625,-3,120.3,1.53e-05,996.0,40.0,6.16,22.08122433,282.2633578,23.28
297,1625,0,119.9,1.59e-05,994.0,45.0,6.72,22.06495468,251.5582174,23.49
298,1625,3,119.3,1.62e-05,993.0,47.5,6.63,24.37433411,262.8314695,11.19
299,1625,6,118.7,1.66e-05,992.0,50.0,5.44,24.35093981,292.3300148,12.93
329,1119,-6,122.0,2.09e-05,942.5,90.0,2.83,25.1525209,256.6578468,0.54
330,1119,-3,121.3,2.08e-05,950.0,85.0,3.96,25.16536731,224.0671429,0.54
331,1119,0,120.5,2.07e-05,957.5,80.0,6.27,28.70213411,216.5929191,4.89
332,1119,3,119.7,2.05e-05,965.0,75.0,8.03,28.71668189,241.7968322,11.91
333,1119,6,119.25,2.05e-05,965.0,72.5,7.35,16.01855147,271.910365,10.17
361,2021,-12,123.15,1.64e-05,1004.0,0.0,3.59,19.8855029,294.9159196,8.82
362,2021,-9,122.6,1.64e-05,1004.0,0.0,2.74,19.8855029,249.959639,20.25
363,2021,-6,122.05,1.62e-05,1005.0,0.0,2.63,20.2344285,221.7799598,10.08
364,2021,-3,121.5,1.61e-05,1006.0,0.0,3.3,20.24221514,207.9432731,24.93
365,2021,0,120.75,1.6e-05,1005.0,0.0,3.51,27.20658351,207.2891289,28.56
366,2021,3,120.0,1.6e-05,1004.0,0.0,4.09,27.21192053,236.6937891,13.29
367,2021,6,119.1,1.6e-05,1003.0,0.0,4.25,32.57880261,293.9831153,7.44
379,2019,-9,122.75,1.71e-05,962.5,80.0,3.42,30.87850137,221.3652813,31.17
385,2019,9,118.95,1.84e-05,1000.0,35.0,6.12,20.50984161,218.9276821,14.97
386,2019,12,118.4,1.86e-05,1000.0,35.0,3.19,20.49677414,278.7606877,7.8
414,1223,-6,121.6,1.56e-05,997.0,40.0,4.54,30.34555812,258.9984508,8.73
415,1223,-3,120.9,1.61e-05,998.0,40.0,4.76,30.30853301,200.4010868,19.77
418,1223,6,118.6,1.78e-05,998.0,40.0,7.15,36.72554721,260.9661473,98.07
429,1626,-12,123.4,1.7e-05,937.5,92.5,5.21,21.64874488,288.9748133,1.62
430,1626,-9,122.8,1.7e-05,950.0,85.0,4.49,21.64874488,231.7974981,1.95
435,1626,6,119.05,1.79e-05,970.0,70.0,6.77,24.02652456,212.1462588,44.52
436,1626,9,118.4,1.81e-05,970.0,70.0,8.56,24.01132934,279.3390471,17.19
447,1928,-9,122.85,1.66e-05,955.0,85.0,4.69,23.48196667,255.4540692,1.2
448,1928,-6,122.2,1.66e-05,960.0,80.0,6.61,23.48196667,204.2028885,1.89
453,1928,9,119.15,1.7e-05,982.5,62.5,10.43,20.60170385,230.2184934,127.17
454,1928,12,118.6,1.72e-05,985.0,60.0,7.45,20.58958901,276.4888269,57.15
481,1522,-9,123.25,1.86e-05,1004.0,17.5,1.96,23.59589007,245.5382965,3.69
486,1522,6,120.1,2.05e-05,998.0,40.0,0.44,24.06914905,220.4369013,50.7
487,1522,9,119.5,2.06e-05,997.0,42.5,1.25,21.43253344,258.8446176,50.94
513,1524,-15,123.45,1.99e-05,930.0,95.0,3.73,12.6296634,298.2480939,4.74
514,1524,-12,123.1,1.99e-05,930.0,95.0,4.8,12.62659708,268.4890438,7.05
515,1524,-9,122.6,2e-05,927.5,97.5,5.77,18.21411828,232.298806,7.83
516,1524,-6,122.1,2.02e-05,925.0,100.0,5.61,18.20535459,204.5669123,19.59
523,1524,15,120.95,2.08e-05,965.0,65.0,12.25,17.95703169,227.0625975,27.81
524,1524,18,120.6,2.13e-05,970.0,60.0,10.58,17.94123411,268.9767075,4.68
525,1524,21,120.4,2.14e-05,975.0,55.0,9.38,7.999910724,283.8226528,4.41
526,1524,24,120.2,2.15e-05,980.0,50.0,9.15,7.996530074,299.8474605,5.79
532,1714,-9,123.45,1.91e-05,996.0,40.0,2.05,17.73093247,273.2242291,0.96
533,1714,-6,123.0,1.93e-05,996.0,40.0,2.65,17.7169746,233.8703094,1.14
534,1714,-3,122.6,1.97e-05,995.0,42.5,3.63,18.09205938,211.7692169,5.16
535,1714,0,122.2,2e-05,994.0,45.0,4.32,18.07536348,202.4230296,9.57
536,1714,3,121.7,2.05e-05,996.0,42.5,4.26,22.01306021,208.3619595,14.01
537,1714,6,121.2,2.09e-05,998.0,40.0,3.86,21.98708295,233.7423245,18.75
538,1714,9,120.35,2.12e-05,997.0,40.0,3.49,31.55599626,268.8953857,20.1
565,1621,-12,123.45,1.87e-05,952.5,82.5,3.88,17.7515394,267.4989257,9.12
566,1621,-9,123.0,1.89e-05,950.0,85.0,4.86,17.73784547,223.735473,8.22
570,1621,3,119.8,2.03e-05,965.0,75.0,9.55,36.39307583,217.5625468,57.33
571,1621,6,119.1,2.05e-05,965.0,72.5,8.63,25.99289279,283.0514714,28.95
632,2001,-15,123.15,1.64e-05,980.0,65.0,2.74,19.69376008,294.9159196,19.32
633,2001,-12,122.7,1.67e-05,980.0,65.0,2.79,19.67737974,235.7457574,7.35
640,2001,9,120.3,2.1e-05,1000.0,35.0,5.01,22.9691308,248.9910133,79.83
667,1002,-12,123.5,1.81e-05,975.0,65.0,1.5,23.43456943,272.4187649,2.76
668,1002,-9,122.9,1.81e-05,975.0,65.0,1.53,21.63878089,207.4419271,26.91
674,1002,9,118.95,1.88e-05,987.5,52.5,1.13,25.80531368,222.8856786,42.24
675,1002,12,118.3,1.92e-05,990.0,50.0,2.36,25.7755628,298.1699256,29.79
701,2022,-12,123.5,1.81e-05,970.0,70.0,2.6,20.11050887,272.4187649,14.85
702,2022,-9,123.15,1.83e-05,967.5,72.5,3.93,14.58364226,233.5264862,29.43
708,2022,9,119.05,1.91e-05,982.5,57.5,11.18,19.69460987,217.8427704,74.67
709,2022,12,118.5,1.91e-05,980.0,60.0,8.47,19.69460987,274.7254304,53.85
787,2018,-9,123.2,1.67e-05,975.0,70.0,2.57,27.1465164,280.4827455,12.57
788,2018,-6,122.5,1.66e-05,975.0,70.0,2.79,25.55735202,226.5798095,20.4
792,2018,6,119.6,1.67e-05,975.0,67.5,9.56,29.12484084,208.2454841,24.75
793,2018,9,118.8,1.69e-05,975.0,65.0,11.81,29.11297602,271.4725031,10.38
855,2015,-9,123.25,1.69e-05,1007.0,0.0,1.11,25.21458028,276.9243353,14.01
856,2015,-6,122.6,1.66e-05,1008.0,0.0,1.04,25.23712459,234.5664963,16.47
859,2015,3,120.15,1.62e-05,1007.0,0.0,3.02,38.03104227,214.5880085,27.06
860,2015,6,119.1,1.61e-05,1008.0,0.0,2.37,38.03858048,286.0543756,25.41
872,1101,-9,123.7,1.82e-05,994.0,35.0,3.09,12.89095356,293.1355152,13.44
873,1101,-6,123.4,1.86e-05,993.0,37.5,3.86,15.45894622,261.1243987,43.17
874,1101,-3,123.1,1.89e-05,992.0,40.0,4.69,15.4485515,234.1679396,53.16
875,1101,0,123.0,1.93e-05,992.0,40.0,5.43,9.915851342,231.8805275,41.1
876,1101,3,122.9,1.96e-05,992.0,40.0,6.11,9.91435843,233.4376407,28.65
877,1101,6,122.7,2e-05,992.0,40.0,5.99,14.78316911,236.8771846,23.49
878,1101,9,122.5,2.04e-05,992.0,40.0,6.32,14.77722039,248.425772,23.58
879,1101,12,122.4,2.1e-05,994.0,37.5,6.11,17.02158747,282.0448504,17.64
889,1013,-9,121.9,2.14e-05,910.0,105.0,3.03,25.9052814,293.6904786,0.63
890,1013,-6,121.35,2.12e-05,925.0,97.5,3.74,20.29530461,263.2617601,7.47
891,1013,-3,120.8,2.1e-05,940.0,90.0,5.52,20.31021644,244.4566897,16.5
892,1013,0,120.25,2.08e-05,945.0,87.5,5.67,20.3250004,240.0912156,18.75
893,1013,3,119.7,2.07e-05,950.0,85.0,5.86,20.33965637,250.9843316,22.47
894,1013,6,119.45,2.07e-05,950.0,82.5,6.63,8.894610387,266.4748546,26.04
895,1013,9,119.2,2.07e-05,950.0,80.0,6.13,8.894610387,283.634651,20.25
907,1912,-6,123.05,1.97e-05,1001.0,0.0,2.9,42.55295152,252.7720037,5.1
910,1912,3,119.6,2.02e-05,1000.0,0.0,3.02,41.04052005,222.2809637,6.39
920,1108,-18,123.7,1.77e-05,994.0,37.5,4.57,8.092543088,298.7156714,19.77
921,1108,-15,123.5,1.78e-05,992.0,40.0,4.47,8.089731646,275.3935682,18.48
922,1108,-12,123.3,1.8e-05,991.0,42.5,5.87,8.086901008,252.2904193,18.6
923,1108,-9,123.1,1.81e-05,990.0,45.0,6.27,8.084051188,229.4673997,24.33
924,1108,-6,122.9,1.84e-05,990.0,45.0,6.21,11.70765807,206.6102791,26.64
929,1108,9,121.6,2.07e-05,990.0,45.0,4.55,20.78865758,220.4808096,23.79
930,1108,12,120.85,2.12e-05,990.0,45.0,5.78,31.39723966,260.712573,17.43
936,1422,-21,122.85,1.64e-05,977.5,62.5,4.77,11.68018488,269.6883448,5.61
937,1422,-18,122.6,1.66e-05,980.0,60.0,5.27,11.67453051,234.5664963,12.54
948,1422,15,119.3,1.71e-05,992.0,37.5,6.9,14.42642715,213.4134964,17.01
949,1422,18,118.9,1.71e-05,990.0,40.0,5.61,14.42642715,251.3424533,21.18
950,1422,21,118.4,1.72e-05,990.0,40.0,4.36,18.12383076,298.7256415,14.4
